author_first,city_code_max,city_code_min,city_code1
全世文,1100.0,1100.0,False
全先银,1100.0,1100.0,False
公峰涛,1200.0,1200.0,False
兰健,3502.0,3502.0,False
兰莉,1200.0,1200.0,False
关大宇,2102.0,2102.0,False
关永强,1200.0,1200.0,False
关涛,3100.0,3100.0,False
冉光和,5000.0,5000.0,False
冉生欣,3100.0,3100.0,False
冒佩华,3100.0,3100.0,False
冒天启,1100.0,1100.0,False
冯乾,1100.0,1100.0,False
冯亚萍,6101.0,6101.0,False
冯伟,3201.0,3201.0,False
冯其云,1200.0,1200.0,False
冯冰,1200.0,1200.0,False
冯剑,3201.0,3201.0,False
冯博,1200.0,1200.0,False
冯守尊,1100.0,1100.0,False
冯巨章,4401.0,4401.0,False
冯帅章,3100.0,3100.0,False
冯建波,3302.0,3302.0,False
冯旭南,5101.0,3100.0,True
冯明,1100.0,1100.0,False
冯春平,1100.0,1100.0,False
冯晓,3100.0,3100.0,False
冯晓莹,4401.0,4401.0,False
冯晓雷,1100.0,1100.0,False
冯曲,3100.0,3100.0,False
冯朝睿,5301.0,5301.0,False
冯杨,1100.0,1100.0,False
冯根福,6101.0,6101.0,False
冯海波,4401.0,4401.0,False
冯涛,6101.0,6101.0,False
冯燮刚,1100.0,1100.0,False
冯用富,5101.0,5101.0,False
冯科,1100.0,1100.0,False
冯维江,1100.0,1100.0,False
冯菊平,4201.0,4201.0,False
冯虹,1100.0,1100.0,False
冯金华,3100.0,3100.0,False
冯颖杰,1100.0,1100.0,False
况伟大,1100.0,1100.0,False
况学文,3601.0,3601.0,False
冼国明,1200.0,1200.0,False
凌涛,1100.0,1100.0,False
刁锋,1200.0,1200.0,False
刘世锦,1100.0,1100.0,False
刘东勋,4102.0,4102.0,False
刘丹丹,3100.0,3100.0,False
刘乃全,3100.0,3100.0,False
刘书明,1100.0,1100.0,False
刘书瀚,1200.0,1200.0,False
刘云斌,3100.0,3100.0,False
刘亚,1100.0,1100.0,False
刘亚文,1100.0,1100.0,False
刘亚琴,3100.0,3100.0,False
刘亦文,4301.0,4301.0,False
刘京军,4401.0,4401.0,False
刘仁和,4401.0,4401.0,False
刘伟,1100.0,1100.0,False
刘伟东,2102.0,2102.0,False
刘俊健,4401.0,4401.0,False
刘修岩,3201.0,3201.0,False
刘元庆,6101.0,6101.0,False
刘元生,1100.0,1100.0,False
刘兵,3502.0,3502.0,False
刘军梅,3100.0,3100.0,False
刘冬,1200.0,1200.0,False
刘冬姣,4201.0,4201.0,False
刘冲,3100.0,1100.0,True
刘凤委,3100.0,3100.0,False
刘凤芹,2102.0,2102.0,False
刘刚,4401.0,1100.0,True
刘剑文,1100.0,1100.0,False
刘剑雄,1100.0,1100.0,False
刘力,4401.0,1100.0,True
刘劲松,1100.0,1100.0,False
刘勇,4201.0,3601.0,True
刘华芳,6101.0,6101.0,False
刘卫江,3100.0,3100.0,False
刘可,4401.0,4401.0,False
刘和旺,4201.0,4201.0,False
刘啟仁,4401.0,3502.0,True
刘善仕,4401.0,4401.0,False
刘喜和,3100.0,1200.0,True
刘嘉文,1100.0,1100.0,False
刘国光,1100.0,1100.0,False
刘国平,5101.0,5101.0,False
刘国恩,1100.0,1100.0,False
刘培林,1100.0,1100.0,False
刘培森,5000.0,5000.0,False
刘增学,4201.0,4201.0,False
刘大可,1100.0,1100.0,False
刘奎,1100.0,1100.0,False
刘奕,1100.0,1100.0,False
刘威,4201.0,4201.0,False
刘婷婷,1200.0,1200.0,False
刘媛媛,1100.0,1100.0,False
刘学,3201.0,3201.0,False
刘学之,1100.0,1100.0,False
刘学军,1100.0,1100.0,False
刘学良,1100.0,1100.0,False
刘宇,1200.0,1200.0,False
刘宇春,1200.0,1200.0,False
刘守英,1100.0,1100.0,False
刘宏,1100.0,1100.0,False
刘宏涛,3702.0,3702.0,False
刘宗明,3100.0,3100.0,False
刘宪,1200.0,1200.0,False
刘容欣,4403.0,4403.0,False
刘小敏,1100.0,1100.0,False
刘小玄,1100.0,1100.0,False
刘小鲁,1100.0,1100.0,False
刘少波,4401.0,4401.0,False
刘尚希,1100.0,1100.0,False
刘尧成,3100.0,3100.0,False
刘常青,4101.0,4101.0,False
刘庆林,3701.0,3701.0,False
刘康兵,3100.0,3100.0,False
刘彬彬,3100.0,3100.0,False
刘德鹏,3701.0,3201.0,True
刘志国,3100.0,3100.0,False
刘志平,4201.0,4201.0,False
刘志彪,3201.0,3201.0,False
刘志成,1200.0,1200.0,False
刘志明,4401.0,4401.0,False
刘志洋,2201.0,2201.0,False
刘志迎,3401.0,3401.0,False
刘志铭,4401.0,4401.0,False
刘怀义,1100.0,1100.0,False
刘怡,1100.0,1100.0,False
刘恩专,1200.0,1200.0,False
刘愿,4401.0,4401.0,False
刘慧宇,1200.0,1200.0,False
刘慧龙,1100.0,1100.0,False
刘懿,5101.0,5101.0,False
刘拥军,1200.0,1100.0,True
刘振亚,1100.0,1100.0,False
刘振华,1100.0,1100.0,False
刘振宇,1200.0,1200.0,False
刘文,1200.0,1200.0,False
刘文革,3301.0,2301.0,True
刘斌,1200.0,1100.0,True
刘昆,4401.0,4401.0,False
刘昌义,1100.0,1100.0,False
刘明,3211.0,3211.0,False
刘明兴,1100.0,1100.0,False
刘明坤,1100.0,1100.0,False
刘明志,1100.0,1100.0,False
刘春生,1100.0,1100.0,False
刘晋科,5101.0,5101.0,False
刘晓光,1100.0,1100.0,False
刘晓军,3100.0,3100.0,False
刘晓峰,1200.0,1200.0,False
刘晓昀,1100.0,1100.0,False
刘晓玲,4301.0,4301.0,False
刘晓辉,5101.0,5101.0,False
刘晓鸥,1100.0,1100.0,False
刘晓鹏,1200.0,1200.0,False
刘晴,3401.0,3100.0,True
刘杉,1100.0,1100.0,False
刘树成,1100.0,1100.0,False
刘树林,1100.0,1100.0,False
刘楠,1100.0,1100.0,False
刘正山,2102.0,2102.0,False
刘毅,1100.0,1100.0,False
刘毓芸,4401.0,4401.0,False
刘民权,3201.0,3201.0,False
刘永平,3501.0,3501.0,False
刘汉,2201.0,2201.0,False
刘汉民,3702.0,3702.0,False
刘汉进,3201.0,3201.0,False
刘江日,4201.0,4201.0,False
刘沛志,1200.0,1200.0,False
刘治国,1100.0,1100.0,False
刘泉,1200.0,1200.0,False
刘波,5101.0,5101.0,False
刘洪军,2301.0,1200.0,True
刘浩,3100.0,3100.0,False
刘海二,4401.0,4401.0,False
刘海云,4201.0,4201.0,False
刘海建,3201.0,3201.0,False
刘海明,3701.0,3701.0,False
刘海洋,2102.0,2102.0,False
刘海鸥,1100.0,1100.0,False
刘涛,3211.0,3211.0,False
刘涛雄,1100.0,1100.0,False
刘淑芳,6101.0,6101.0,False
刘溶沧,1100.0,1100.0,False
刘潇,1100.0,1100.0,False
刘澜飚,1200.0,1200.0,False
刘灿,5101.0,5101.0,False
刘煜辉,1100.0,1100.0,False
刘熀松,3100.0,3100.0,False
刘玉光,1200.0,1200.0,False
刘玉铭,1100.0,1100.0,False
刘珊珊,3100.0,3100.0,False
刘珺,1100.0,1100.0,False
刘琪林,6101.0,6101.0,False
刘瑞明,6101.0,1100.0,True
刘瑞翔,3201.0,3201.0,False
刘瑶,2102.0,1200.0,True
刘璨,1100.0,1100.0,False
刘生福,6101.0,6101.0,False
刘生龙,1100.0,1100.0,False
刘畅,3201.0,1100.0,True
刘白璐,3100.0,3100.0,False
刘盾,1100.0,1100.0,False
刘福寿,5101.0,5101.0,False
刘秉镰,1200.0,1200.0,False
刘程,1200.0,1200.0,False
刘穷志,4201.0,4201.0,False
刘笑萍,1100.0,1100.0,False
刘红,3100.0,3100.0,False
刘红忠,3100.0,3100.0,False
刘绍坚,1100.0,1100.0,False
刘胜会,1200.0,1100.0,True
刘胤,5000.0,5000.0,False
刘自敏,5000.0,5000.0,False
刘航滨,3100.0,3100.0,False
刘艳,2102.0,2102.0,False
刘艳妮,1100.0,1100.0,False
刘芳,1100.0,1100.0,False
刘英为,4201.0,4201.0,False
刘茂山,1200.0,1200.0,False
刘荣,1100.0,1100.0,False
刘莉亚,3100.0,3100.0,False
刘莎莎,1100.0,1100.0,False
刘莹,1100.0,1100.0,False
刘萍,1100.0,1100.0,False
刘蓉,5101.0,5101.0,False
刘行,2102.0,2102.0,False
刘西川,3301.0,3301.0,False
刘计含,5101.0,5101.0,False
刘诚,4401.0,4401.0,False
刘贯春,3100.0,3100.0,False
刘迎秋,1100.0,1100.0,False
刘远亮,1100.0,1100.0,False
刘逊,6101.0,6101.0,False
刘逖,3100.0,3100.0,False
刘重力,1200.0,1200.0,False
刘金全,2201.0,2201.0,False
刘钜强,4401.0,4401.0,False
刘铠豪,1200.0,1200.0,False
刘锡良,5101.0,5101.0,False
刘键,1100.0,1100.0,False
刘长宏,3100.0,3100.0,False
刘阳,3201.0,1200.0,True
刘雅南,3502.0,3502.0,False
刘雪燕,1200.0,1200.0,False
刘霞辉,1100.0,1100.0,False
刘青,1200.0,1100.0,True
刘靖,1100.0,1100.0,False
刘静,1200.0,1100.0,True
刘静一,4101.0,4101.0,False
刘颖,2301.0,2301.0,False
刘飞,6101.0,4201.0,True
刘骏民,1200.0,1200.0,False
刘鹏,1100.0,1100.0,False
勾东宁,1100.0,1100.0,False
包群,1200.0,1200.0,False
包锋,1100.0,1100.0,False
北京大学中国经济研究中心宏观组,1100.0,1100.0,False
匡可可,1100.0,1100.0,False
匡小平,3601.0,3601.0,False
匡远凤,4201.0,4201.0,False
匡远配,4301.0,4301.0,False
华仁海,3201.0,3201.0,False
华坚,3201.0,3201.0,False
华民,3100.0,3100.0,False
卓志,5101.0,5101.0,False
单豪杰,3201.0,3201.0,False
单锋,3201.0,3201.0,False
卜壮志,6101.0,6101.0,False
卜林,1200.0,1200.0,False
卜永祥,1100.0,1100.0,False
卞学字,3701.0,3701.0,False
卞志村,3201.0,3201.0,False
占华,3201.0,3201.0,False
占硕,3502.0,3502.0,False
卢中原,1100.0,1100.0,False
卢向前,3100.0,3100.0,False
卢学法,1200.0,1200.0,False
卢文鹏,3100.0,3100.0,False
卢晶亮,4401.0,3100.0,True
卢洪友,4201.0,4201.0,False
卢独景,3201.0,3201.0,False
卢瑶,4201.0,4201.0,False
卢盛峰,4201.0,4201.0,False
卢荣忠,3502.0,3502.0,False
卢莉,5101.0,5101.0,False
卢萍,1200.0,1200.0,False
卢超,6201.0,6201.0,False
卢远瞩,1100.0,1100.0,False
卢锋,1100.0,1100.0,False
卢霖,2102.0,2102.0,False
卢鸿,1100.0,1100.0,False
卫兴华,1100.0,1100.0,False
卫功琦,3201.0,3201.0,False
卯光宇,1100.0,1100.0,False
危素华,4201.0,4201.0,False
卿志琼,1200.0,1200.0,False
卿石松,3100.0,3100.0,False
厉以宁,1100.0,1100.0,False
原鹏飞,1100.0,1100.0,False
史丹,1100.0,1100.0,False
史健忠,3100.0,3100.0,False
史其禄,5101.0,5101.0,False
史宇鹏,1100.0,1100.0,False
史小龙,3100.0,3100.0,False
史晋川,3301.0,3301.0,False
史晓琳,1100.0,1100.0,False
史朝兴,3100.0,3100.0,False
史正富,3100.0,3100.0,False
史永东,2102.0,2102.0,False
史焕平,3601.0,3601.0,False
史笑艳,1100.0,1100.0,False
史耀疆,6101.0,6101.0,False
史贝贝,6101.0,6101.0,False
史青青,3100.0,3100.0,False
叶世昌,3100.0,3100.0,False
叶伟巍,3301.0,3301.0,False
叶光亮,4401.0,1100.0,True
叶大凤,4501.0,4501.0,False
叶康涛,1100.0,1100.0,False
叶建亮,3301.0,3301.0,False
叶建宏,4403.0,4403.0,False
叶德珠,4401.0,4401.0,False
叶德磊,3100.0,3100.0,False
叶敏,1100.0,1100.0,False
叶文辉,3303.0,3303.0,False
叶春明,1100.0,1100.0,False
叶林祥,3201.0,3201.0,False
叶素云,1100.0,1100.0,False
叶航,3301.0,3301.0,False
叶良艺,3502.0,3502.0,False
叶莉,1200.0,1200.0,False
叶菁菁,5101.0,5101.0,False
叶菲,1100.0,1100.0,False
叶迪,3100.0,3100.0,False
叶金珍,1200.0,1200.0,False
叶青,4401.0,4401.0,False
叶静怡,1100.0,1100.0,False
向国成,4303.0,4303.0,False
向洪金,4301.0,4301.0,False
吕一博,2102.0,2102.0,False
吕世斌,2101.0,2101.0,False
吕世生,1200.0,1200.0,False
吕之望,1100.0,1100.0,False
吕冰洋,1100.0,1100.0,False
吕延方,2102.0,2102.0,False
吕彦昭,2301.0,2301.0,False
吕惠明,3302.0,3302.0,False
吕捷,1100.0,1100.0,False
吕政,1100.0,1100.0,False
吕朝凤,5101.0,5101.0,False
吕江林,3601.0,3601.0,False
吕炜,2102.0,2102.0,False
吕燕,3210.0,3210.0,False
吕立才,4401.0,4401.0,False
吕芳,1100.0,1100.0,False
吕苏榆,3201.0,3201.0,False
吕越,1100.0,1100.0,False
吕长江,2201.0,2201.0,False
吕鸿江,3201.0,3201.0,False
吴一平,3100.0,3100.0,False
吴世农,3502.0,3502.0,False
吴丽华,3502.0,3502.0,False
吴付科,4201.0,4201.0,False
吴伟军,3601.0,3601.0,False
吴偎立,1100.0,1100.0,False
吴先明,4201.0,1200.0,True
吴军,1100.0,1100.0,False
吴刘杰,3205.0,3205.0,False
吴利学,1100.0,1100.0,False
吴力波,3100.0,3100.0,False
吴卫星,1100.0,1100.0,False
吴友富,3100.0,3100.0,False
吴吉林,3701.0,3701.0,False
吴国平,3301.0,3301.0,False
吴国鼎,1100.0,1100.0,False
吴宜勇,3505.0,3505.0,False
吴宣恭,3502.0,3502.0,False
吴少微,3201.0,3201.0,False
吴应军,5101.0,5101.0,False
吴延兵,1100.0,1100.0,False
吴建亚,3205.0,3205.0,False
吴建峰,3100.0,3100.0,False
吴德胜,1200.0,1200.0,False
吴志国,4401.0,4401.0,False
吴志峰,4403.0,1100.0,True
吴志敏,3303.0,3303.0,False
吴恒宇,5000.0,5000.0,False
吴意云,3301.0,3301.0,False
吴成丕,1100.0,1100.0,False
吴成颂,3401.0,3401.0,False
吴扬,4201.0,4201.0,False
吴承明,1100.0,1100.0,False
吴敏,3201.0,3201.0,False
吴敬琏,1100.0,1100.0,False
吴文武,1100.0,1100.0,False
吴文锋,3100.0,3100.0,False
吴斌,3201.0,3201.0,False
吴斌珍,1100.0,1100.0,False
吴方伟,1100.0,1100.0,False
吴明理,1100.0,1100.0,False
吴明琴,4401.0,4401.0,False
吴易风,1100.0,1100.0,False
吴晓求,1100.0,1100.0,False
吴晓瑜,1100.0,1100.0,False
吴晶妹,1100.0,1100.0,False
吴朝阳,3601.0,3601.0,False
吴林祥,4403.0,4403.0,False
吴林蔚,1200.0,1200.0,False
吴桂英,3100.0,3100.0,False
吴永球,5000.0,5000.0,False
吴永钢,1200.0,1200.0,False
吴汉洪,1100.0,1100.0,False
吴洪,4403.0,4403.0,False
吴海英,1100.0,1100.0,False
吴海霞,1100.0,1100.0,False
吴涛,1100.0,1100.0,False
吴淑娥,1100.0,1100.0,False
吴溪,1100.0,1100.0,False
吴炜,1100.0,1100.0,False
吴炳德,3501.0,3501.0,False
吴照银,3100.0,3100.0,False
吴瑶,4401.0,4401.0,False
吴申元,3100.0,3100.0,False
吴福象,3201.0,3201.0,False
吴秋生,1401.0,1401.0,False
吴立雪,1100.0,1100.0,False
吴结兵,3301.0,3301.0,False
吴翔江,3301.0,3301.0,False
吴联生,3502.0,1100.0,True
吴艳红,1200.0,1200.0,False
吴菁,4401.0,4401.0,False
吴蕾,1100.0,1100.0,False
吴要武,1100.0,1100.0,False
吴贾,4401.0,4401.0,False
吴超鹏,3502.0,3502.0,False
吴韧强,4201.0,4201.0,False
吴飞驰,1200.0,1200.0,False
周世民,1100.0,1100.0,False
周业安,1100.0,1100.0,False
周丹,3301.0,1100.0,True
周云波,1200.0,1100.0,True
周云洁,3601.0,3601.0,False
周亚虹,3100.0,3100.0,False
周京奎,1200.0,1200.0,False
周伟,4331.0,4331.0,False
周伟军,1100.0,1100.0,False
周元元,1100.0,1100.0,False
周先平,4201.0,4201.0,False
周先波,4401.0,4401.0,False
周光友,3100.0,3100.0,False
周兴,1200.0,1200.0,False
周其仁,1100.0,1100.0,False
周冰,3100.0,1200.0,True
周凡,1100.0,1100.0,False
周勤,3201.0,3201.0,False
周华,3100.0,3100.0,False
周华林,1100.0,1100.0,False
周南,4301.0,4301.0,False
周博闻,2201.0,2201.0,False
周叔莲,1100.0,1100.0,False
周喆,1200.0,1200.0,False
周嘉南,5101.0,5101.0,False
周天勇,1100.0,1100.0,False
周天芸,4401.0,4401.0,False
周好文,6101.0,6101.0,False
周子衡,1100.0,1100.0,False
周密,3201.0,1200.0,True
周小亮,3501.0,3501.0,False
周广肃,1200.0,1200.0,False
周应恒,3201.0,3201.0,False
周建,3100.0,1100.0,True
周建松,3301.0,3301.0,False
周建波,3100.0,1100.0,True
周开国,4401.0,4401.0,False
周强龙,3301.0,3301.0,False
周彬,3301.0,1100.0,True
周慧,1100.0,1100.0,False
周才堂,3100.0,3100.0,False
周敏慧,1100.0,1100.0,False
周文,5301.0,3100.0,True
周文兴,1100.0,1100.0,False
周方召,3202.0,3202.0,False
周明生,1100.0,1100.0,False
周春生,1100.0,1100.0,False
周晓松,1100.0,1100.0,False
周晓艳,1100.0,1100.0,False
周晓芬,3100.0,3100.0,False
周晔馨,1100.0,1100.0,False
周月刚,1100.0,1100.0,False
周权雄,4401.0,4401.0,False
周杰,6101.0,6101.0,False
周梅,1401.0,1401.0,False
周楷唐,4201.0,4201.0,False
周民源,6101.0,6101.0,False
周波,3502.0,3502.0,False
周泳宏,4401.0,4401.0,False
周泽新,1100.0,1100.0,False
周浩,4401.0,4401.0,False
周海冰,1200.0,1200.0,False
周清杰,1100.0,1100.0,False
周游,4301.0,4301.0,False
周炎,5301.0,1100.0,True
周煜皓,3706.0,3706.0,False
周燕,4401.0,1200.0,True
周爱民,1200.0,1200.0,False
周申,1200.0,1200.0,False
周立,1100.0,1100.0,False
周立群,1200.0,1200.0,False
周绍杰,1100.0,1100.0,False
周翔翼,6101.0,6101.0,False
周英章,3301.0,3301.0,False
周茂,5101.0,5101.0,False
周茂荣,4201.0,4201.0,False
周莉萍,1100.0,1100.0,False
周钦,1100.0,1100.0,False
周钰颖,5000.0,5000.0,False
周铭山,5101.0,5101.0,False
周阳敏,4101.0,4101.0,False
周雄伟,4301.0,4301.0,False
周霄雪,1200.0,1200.0,False
周顺兴,3201.0,3201.0,False
周颖刚,3502.0,3502.0,False
周骏,4201.0,4201.0,False
周鸿卫,4301.0,4301.0,False
周鹏,2102.0,1100.0,True
周黎安,1100.0,1100.0,False
唐东波,3100.0,3100.0,False
唐为,3100.0,3100.0,False
唐亮,2201.0,2201.0,False
唐任伍,1100.0,1100.0,False
唐保庆,3201.0,3201.0,False
唐双宁,1100.0,1100.0,False
唐国储,1100.0,1100.0,False
唐国正,1100.0,1100.0,False
唐宗明,3100.0,3100.0,False
唐宗焜,1100.0,1100.0,False
唐宜红,1100.0,1100.0,False
唐庆春,1200.0,1100.0,True
唐廷华,1100.0,1100.0,False
唐文秀,5000.0,5000.0,False
唐文进,4201.0,4201.0,False
唐旭,1100.0,1100.0,False
唐明哲,3100.0,3100.0,False
唐晓彬,1100.0,1100.0,False
唐有瑜,3100.0,3100.0,False
唐未兵,4301.0,4301.0,False
唐朱昌,3100.0,3100.0,False
唐杰,1200.0,1200.0,False
唐松,3100.0,3100.0,False
唐松莲,3100.0,3100.0,False
唐毅南,3100.0,3100.0,False
唐红祥,4501.0,4501.0,False
唐翔,1100.0,1100.0,False
唐要家,3301.0,3301.0,False
唐跃军,3100.0,1200.0,True
唐轲,1100.0,1100.0,False
唐飞鹏,4401.0,4401.0,False
唐鹏,4403.0,4403.0,False
喻坤,3100.0,3100.0,False
喻平,4201.0,4201.0,False
喻旭兰,4301.0,4301.0,False
夏 斌,1100.0,1100.0,False
夏小东,6101.0,6101.0,False
夏庆杰,1100.0,1100.0,False
夏怡然,3303.0,3303.0,False
夏择民,3303.0,3303.0,False
夏斌,1100.0,1100.0,False
夏晓华,4401.0,4401.0,False
夏杰长,1100.0,1100.0,False
夏立军,3100.0,3100.0,False
夏立明,1200.0,1200.0,False
夏纪军,3100.0,3100.0,False
夏艳清,2102.0,2102.0,False
夏蜀,5301.0,5301.0,False
夏飞,4501.0,4501.0,False
大卫·拉思瑟尔斯,3100.0,3100.0,False
姚万军,1200.0,1200.0,False
姚东旻,1100.0,1100.0,False
姚云霞,3401.0,3401.0,False
姚伟,4201.0,4201.0,False
姚余栋,1100.0,1100.0,False
姚先国,3301.0,3301.0,False
姚凤阁,2301.0,2301.0,False
姚勇,1200.0,1100.0,True
姚国庆,1200.0,1200.0,False
姚小远,3100.0,3100.0,False
姚志毅,4301.0,4301.0,False
姚战琪,1100.0,1100.0,False
姚斌,1100.0,1100.0,False
姚昕,3502.0,3502.0,False
姚星垣,3301.0,3301.0,False
姚晶晶,1100.0,1100.0,False
姚杰,3201.0,3201.0,False
姚枝仲,1100.0,1100.0,False
姚树洁,6101.0,5000.0,True
姚洋,1100.0,1100.0,False
姚洪心,5101.0,3100.0,True
姚耀军,3301.0,3301.0,False
姚舜达,1200.0,1200.0,False
姚远,1100.0,1100.0,False
姚长辉,1100.0,1100.0,False
姚青松,1100.0,1100.0,False
姚颐,1200.0,1200.0,False
姜丽群,4401.0,4401.0,False
姜付秀,1100.0,1100.0,False
姜伟,3702.0,3702.0,False
姜再勇,4201.0,4201.0,False
姜卫韬,3301.0,3301.0,False
姜国华,1100.0,1100.0,False
姜建强,3100.0,3100.0,False
姜建清,1100.0,1100.0,False
姜扬,2201.0,2201.0,False
姜春海,2102.0,2102.0,False
姜松,5000.0,5000.0,False
姜树广,3701.0,3701.0,False
姜树林,3100.0,3100.0,False
姜波,1100.0,1100.0,False
姜波克,3100.0,3100.0,False
姜海,1100.0,1100.0,False
姜烨,1100.0,1100.0,False
姜琳琳,3100.0,3100.0,False
姜美善,4401.0,4401.0,False
姜超,1100.0,1100.0,False
姜鲁鸣,4301.0,4301.0,False
娄洪,1100.0,1100.0,False
娄荣民,1100.0,1100.0,False
孔东民,4201.0,4201.0,False
孔丹凤,3701.0,3701.0,False
孔松泉,3201.0,3201.0,False
孔祖根,1100.0,1100.0,False
孔祥智,1100.0,1100.0,False
孔祥毅,1401.0,1401.0,False
孔高文,4401.0,4401.0,False
孙三百,1100.0,1100.0,False
孙久文,1100.0,1100.0,False
孙亮,4401.0,4401.0,False
孙伍琴,3100.0,3100.0,False
孙佩红,1501.0,1501.0,False
孙俊,1100.0,1100.0,False
孙俊波,1100.0,1100.0,False
孙健,1100.0,1100.0,False
孙健翔,5000.0,5000.0,False
孙元元,4201.0,4201.0,False
孙兆斌,3100.0,3100.0,False
孙光林,2102.0,2102.0,False
孙军,3207.0,3201.0,True
孙冰,1100.0,1100.0,False
孙凌芸,4201.0,4201.0,False
孙凤,1200.0,1100.0,True
孙刚,3100.0,3100.0,False
孙利,1200.0,1200.0,False
孙华妤,1100.0,1100.0,False
孙吉乐,6201.0,6201.0,False
孙君阳,3701.0,1100.0,True
孙国伟,3100.0,3100.0,False
孙国峰,1100.0,1100.0,False
孙圣民,3701.0,3701.0,False
孙坚强,4401.0,4401.0,False
孙培源,3100.0,3100.0,False
孙天琦,6101.0,3701.0,True
孙婧芳,1100.0,1100.0,False
孙宁华,3201.0,3201.0,False
孙少勤,3201.0,3201.0,False
孙广生,2101.0,2101.0,False
孙建雅,3505.0,3505.0,False
孙彦林,2201.0,2201.0,False
孙志军,1100.0,1100.0,False
孙志贤,1100.0,1100.0,False
孙成浩,3201.0,3201.0,False
孙振东,4401.0,4401.0,False
孙文凯,1100.0,1100.0,False
孙文莉,1100.0,1100.0,False
孙早,6101.0,6101.0,False
孙晓华,2102.0,2102.0,False
孙景,6101.0,6101.0,False
孙景宇,1200.0,1200.0,False
孙景舒,1200.0,1200.0,False
孙杰,1100.0,1100.0,False
孙楚仁,5101.0,3100.0,True
孙毅,3100.0,3100.0,False
孙永祥,1100.0,1100.0,False
孙永苑,5101.0,5101.0,False
孙江永,1200.0,1200.0,False
孙洋,1100.0,1100.0,False
孙洛平,4401.0,4401.0,False
孙浦阳,1200.0,1200.0,False
孙涛,3701.0,1100.0,True
孙灵燕,3701.0,3701.0,False
孙烽,3100.0,3100.0,False
孙焕民,4403.0,4403.0,False
孙犇,4401.0,4401.0,False
孙琳,3100.0,3100.0,False
孙琳琳,1100.0,1100.0,False
孙睿君,1100.0,1100.0,False
孙祁祥,1100.0,1100.0,False
孙秋鹏,1100.0,1100.0,False
孙立坚,3100.0,3100.0,False
孙立明,1100.0,1100.0,False
孙红梅,5000.0,3100.0,True
孙群燕,4401.0,4401.0,False
孙艳霞,3100.0,3100.0,False
孙茂辉,4401.0,3100.0,True
孙蕾,3100.0,3100.0,False
孙钰,1200.0,1200.0,False
孙铮,3100.0,3100.0,False
孙飞,1100.0,1100.0,False
孙龙建,1200.0,1200.0,False
孟一坤,3100.0,3100.0,False
孟东方,5000.0,5000.0,False
孟亦佳,1100.0,1100.0,False
孟夏,1200.0,1200.0,False
孟大文,3100.0,3100.0,False
孟庆斌,1200.0,1100.0,True
孟捷,1100.0,1100.0,False
孟昊,1200.0,1200.0,False
孟猛,1200.0,1200.0,False
孟祥轶,1100.0,1100.0,False
孟艳,1100.0,1100.0,False
季任钧,1200.0,1200.0,False
季恒,1100.0,1100.0,False
季敏,3201.0,3201.0,False
宁光杰,1200.0,1200.0,False
宁杰,1100.0,1100.0,False
宇德海,1100.0,1100.0,False
安伟,3100.0,3100.0,False
安体富,1100.0,1100.0,False
安同良,3201.0,3201.0,False
安崇义,3100.0,3100.0,False
安芝,3100.0,3100.0,False
安虎森,1200.0,1200.0,False
宋光磊,1100.0,1100.0,False
宋军,3100.0,3100.0,False
宋凌云,4503.0,4401.0,True
宋凯艺,3201.0,3201.0,False
宋力,1100.0,1100.0,False
宋华,1100.0,1100.0,False
宋双杰,3100.0,3100.0,False
宋唯实,3701.0,3701.0,False
宋增基,5000.0,5000.0,False
宋婷婷,5101.0,5101.0,False
宋宏谋,1100.0,1100.0,False
宋小宁,4401.0,4401.0,False
宋小川,5000.0,5000.0,False
宋帅邦,6501.0,6501.0,False
宋建华,3201.0,3201.0,False
宋德舜,1100.0,1100.0,False
宋扬,1100.0,1100.0,False
宋文娟,3701.0,3701.0,False
宋旺,1100.0,1100.0,False
宋晓兵,2102.0,2102.0,False
宋晓玲,1100.0,1100.0,False
宋暄,1200.0,1200.0,False
宋月萍,1200.0,1200.0,False
宋林清,1200.0,1200.0,False
宋波,3701.0,3701.0,False
宋洪远,1100.0,1100.0,False
宋海燕,1200.0,1200.0,False
宋清华,1100.0,1100.0,False
宋玉颖,1100.0,1100.0,False
宋玮,1100.0,1100.0,False
宋琴,3502.0,3502.0,False
宋瑞礼,1100.0,1100.0,False
宋群英,4201.0,4201.0,False
宋艳,2301.0,2301.0,False
宋艳林,4401.0,4401.0,False
宋逢明,1100.0,1100.0,False
宋铁波,4401.0,4401.0,False
宋雪枫,3100.0,3100.0,False
宋顺林,1100.0,1100.0,False
宋马林,3403.0,3403.0,False
宓福驹,1100.0,1100.0,False
宗良,1100.0,1100.0,False
宗芳宇,1100.0,1100.0,False
官皓,1100.0,1100.0,False
宣扬,3201.0,3201.0,False
宣烨,3201.0,3201.0,False
宫占奎,1200.0,1200.0,False
宫晓琳,3701.0,3701.0,False
宫汝凯,3100.0,3100.0,False
宫海鹏,1100.0,1100.0,False
容志,3100.0,3100.0,False
寇宗来,3100.0,3100.0,False
寻卫国,1200.0,1200.0,False
封进,3100.0,3100.0,False
尚明,6101.0,6101.0,False
尤玉平,4413.0,4413.0,False
尤行超,1100.0,1100.0,False
尹向飞,4301.0,4301.0,False
尹威,3201.0,3201.0,False
尹志超,5101.0,5101.0,False
