,author_first,unit_city_code,unitnum,unitdiff
2168,冯超,4103.0,2,洛阳理工学院;解放军外国语学院;
2169,冯超,6101.0,2,西安交通大学;陕西师范大学;
2170,冯跃,1100.0,5,中国科学院;北京青年政治学院;首都师范大学;中国人民大学;最高人民法院;
2171,冯跃,3201.0,2,南京工程学院;河海大学;
2172,冯路,3701.0,2,山东青年政治学院;山东青年管理干部学院;
2173,冯辉,1100.0,3,对外经济贸易大学;北方工业大学;中国人民大学;
2174,冯远,1100.0,8,中国社会科学院;中国文联;中央文史馆;清华大学;中国文学艺术界联合会;中国美术馆;文化部;中国文化部;
2175,冯钢,5101.0,2,电子科技大学;四川大学;
2176,冯铁山,4301.0,2,湖南第一师范;湖南第一师范文史系;
2177,冯锋,3701.0,2,山东师范大学;山东社会科学院;
2178,冯锐,1100.0,3,中国社会科学院;中央财经大学;中国地震台网中心;
2179,冯锐,3100.0,2,华东师范大学;上海新黄浦集团;
2180,冯锐,4401.0,2,中山大学;广州大学;
2181,冯长春,1100.0,2,北京大学;中国艺术研究院;
2182,冯阳,3201.0,2,南京工业大学;南京艺术学院;
2183,冯阳,5101.0,2,西南财经大学;成都信息工程大学;
2184,冯阳,6101.0,3,西安交通大学;西安建筑科技大学;陕西师范大学;
2185,冯雅静,1100.0,2,中国教育科学研究院;北京师范大学;
2186,冯雨峰,3301.0,2,浙江科技学院;杭州市城市规划编制中心;
2187,冯雪,1100.0,3,中央财经大学;清华大学;北京外国语大学;
2188,冯雪,6101.0,2,西安科技大学;西北政法大学;
2189,冯雪梅,5000.0,2,长江师范学院;西南大学;
2190,冯雪红,6401.0,2,宁夏大学;北方民族大学;
2191,冯雪飞,2102.0,2,中国大连高级经理学院;大连理工大学;
2192,冯雷,1100.0,7,中国社会科学院;北方工业大学;中国电视剧制作有限责任公司;首都师范大学;国家博物馆;中央电视台;中央编译局;
2193,冯霞,1100.0,4,北京联合大学;首都体育学院;中国政法大学;中国人民大学;
2194,冯霞,1401.0,2,太原科技大学;山西财经大学;
2195,冯霞,3301.0,2,浙江大学;浙江省杭州市余杭区临平二小;
2196,冯霞,4201.0,2,华中科技大学;中南民族大学;
2197,冯霞,4501.0,2,广西财经学院;广西财政高等专科学校;
2198,冯露,5101.0,2,四川大学;电子科技大学;
2199,冯青来,4201.0,2,华中师范大学;武汉市财经学校;
2200,冯静,1100.0,5,中国人民大学;建设银行;中国社会科学院;北京大学;中国纺织出版社;
2201,冯静,3100.0,5,华东政法大学;复旦大学;上海交通大学;上海开放大学;上海远程教育集团;
2202,冯静,4201.0,2,中南财经政法大学;华中师范大学;
2203,冯颖,1200.0,2,南开大学;天津银监局;
2204,冯骥才,1100.0,3,中国文联;中国民间文艺家协会;全国政协;
2205,冯骥才,1200.0,2,天津大学;天津银监局;
2206,冯鸽,6101.0,2,西北大学;陕西师范大学;
2207,冯鹏程,1100.0,2,对外经济贸易大学;中国人寿保险;
2208,冷冰冰,3100.0,2,上海理工大学;上海外国语大学;
2209,冷凯君,4201.0,2,武汉理工大学;湖北经济学院;
2210,冷卫国,1100.0,2,中华书局;首都师范大学;
2211,冷建飞,3201.0,2,南京农业大学;河海大学;
2212,冷树青,3604.0,2,九江学院;九江医学专科学校;
2213,冷霜,1100.0,2,中央民族大学;北京大学;
2214,冷霜,4201.0,2,中南民族大学;武汉大学;
2215,冷霞,3100.0,2,华东政法大学;上海市高校人文社会科学重点研究基地华东政法大学;
2216,冷静,3100.0,2,华东政法大学;华东师范大学;
2217,净因,1100.0,2,中国佛教文化研究所;中国佛教协会;
2218,凌云,1100.0,6,首都经济贸易大学;北京师范大学;商务印书馆;中国人民大学;建设银行;清华大学;
2219,凌云,3100.0,3,上海财经大学;上海立信会计金融学院;复旦大学;
2220,凌云,3401.0,2,安徽省新四军历史研究会;安徽纺织职业技术学院;
2221,凌云,4201.0,2,中南民族大学;华中师范大学;
2222,凌云,5101.0,2,四川大学;西南交通大学;
2223,凌亢,3201.0,2,南京财经大学;南京邮电大学;
2224,凌冬梅,3201.0,2,南京大学;南京财经大学;
2225,凌宇,4301.0,3,湖南农业大学;中南大学;湖南师范大学;
2226,凌宗亮,3100.0,2,华东政法大学;上海市黄浦区人民法院;
2227,凌文超,1100.0,2,中国社会科学院;北京大学;
2228,凌斌,3301.0,2,浙江大学;浙江外国语学院;
2229,凌晨,3201.0,2,东南大学;南京理工大学;
2230,凌晨,4201.0,2,武汉大学;华中师范大学;
2231,凌波,3100.0,2,复旦大学;中国浦东干部学院;
2232,凌海波,3301.0,2,浙江大学;浙江金融职业学院;
2233,凌玲,4503.0,2,广西师范大学;桂林理工大学;
2234,凌申,3201.0,2,江苏沿海开发研究中心;江苏沿海开发研究院;
2235,凌继尧,3201.0,2,南京信息工程大学;东南大学;
2236,凌茜,4401.0,2,华南师范大学;中山大学;
2237,凌菁,4301.0,2,中南大学;湖南师范大学;
2238,凌辉,1100.0,2,北京大学;首都体育学院;
2239,凌郁之,3205.0,2,苏州大学;苏州科技大学;
2240,凌锋,1100.0,2,中国科学技术信息研究所;人民论坛;
2241,凌霄,4201.0,2,华中师范大学;武汉外国语学校;
2242,凌霞,1100.0,2,北京邮电大学;北京联合大学;
2243,凌飞,3401.0,2,安徽大学;中国科学技术大学;
2244,凡奇,2107.0,2,辽宁工业大学;渤海大学;
2245,凤四海,5106.0,2,中国民航飞行学院;中国民用航空飞行学院;
2246,凤群,4407.0,2,五邑大学;广东江门市五邑大学;
2247,凸凹,1100.0,2,北京房山区文联;北京作协;
2248,刀书林,1100.0,2,中国现代国际关系研究院;中国现代国际关系研究所;
2249,刀书林,5402.0,2,南亚东南亚研究室;南亚东南亚研究室主任;
2250,刁大明,1100.0,3,中国社会科学院;中国人民大学;清华大学;
2251,刁琳琳,1100.0,2,北京市委党校;中国人民大学;
2252,刘一,5101.0,2,西南财经大学;成都师范学院;
2253,刘一帆,4301.0,2,湖南大学;湖南广播电视台;
2254,刘一曼,1100.0,2,中国社会科学院;北京师范大学;
2255,刘一飞,3100.0,2,华东师范大学;上海海事大学;
2256,刘一鸣,4301.0,2,国防科学技术大学;中南大学;
2257,刘一鸣,4303.0,2,湖南工程学院;湘潭大学;
2258,刘一鸣,6101.0,2,西安电子科技大学;西北大学;
2259,刘丁蓉,4201.0,2,华中师范大学;中南财经政法大学;
2260,刘万利,5101.0,2,西南交通大学;四川大学;
2261,刘万啸,1100.0,2,中国社会科学院;中国人民大学;
2262,刘万明,1100.0,2,北京大学;中国酒文化研究中心;
2263,刘万明,5101.0,2,西南交通大学;四川大学;
2264,刘世伟,1100.0,2,中国地质大学;中国环境修复网;
2265,刘世军,1200.0,2,天津体育学院;天津大学;
2266,刘世军,3100.0,4,上海市社会科学界联合会;上海市政治学会;上海市委宣传部;上海大学;
2267,刘世军,4403.0,2,中建国际设计顾问有限公司;中建国际(深圳)设计顾问有限公司;
2268,刘世强,1100.0,2,中国人民大学;北京师范大学;
2269,刘世德,3311.0,2,丽水师专;丽水学院;
2270,刘丙元,3701.0,3,山东省青少年研究所;山东师范大学;山东青少年研究所;
2271,刘业进,1100.0,2,首都经济贸易大学;北京师范大学;
2272,刘丛,3100.0,2,同济大学;上海交通大学;
2273,刘东,1100.0,12,中国科学技术促进发展研究中心;中国人民银行;北京科技大学;北京大学;中国科学院;中国人民大学;北京市社会科学院;清华大学;北京林业大学;中央党校;中国农业科学院;中国电子报社;
2274,刘东,1200.0,2,南开大学;天津银监局;
2275,刘东,3100.0,3,华东政法大学;上海商学院;华东理工大学;
2276,刘东,3201.0,3,南京大学;南京理工大学;东南大学;
2277,刘东,4201.0,2,武汉大学;华中科技大学;
2278,刘东亮,1100.0,2,北京大学;中国政法大学;
2279,刘东亮,3301.0,2,浙江工商大学;浙江大学;
2280,刘东升,1200.0,2,南开大学;天津体育学院;
2281,刘东升,2101.0,2,辽宁省委党校;辽宁省省委党校;
2282,刘东升,3201.0,2,南京师范大学;南京大学;
2283,刘东华,1100.0,2,中国诊所法律教育专业委员会;北京师范大学;
2284,刘东华,3100.0,2,上海对外经贸大学;同济大学;
2285,刘东方,1100.0,2,中国社会科学院;中国运载火箭技术研究院;
2286,刘东方,3701.0,2,山东聊大学;山东师范大学;
2287,刘东方,3702.0,2,青岛大学;青岛港湾职业技术学院;
2288,刘东旭,3100.0,2,上海社会科学院;上海WTO事务咨询中心;
2289,刘东明,1100.0,3,中国人民大学;北京师范大学;首都师范大学;
2290,刘东民,1100.0,2,中国社会科学院;清华大学;
2291,刘东波,2201.0,2,东北师范大学;吉林大学;
2292,刘东海,3100.0,3,上海理工大学;上海大学;上海行健职业学院;
2293,刘东虹,4201.0,2,华中师范大学;湖北华中师范大学;
2294,刘东辉,1100.0,3,中国人民大学;首都体育学院;清华大学;
2295,刘东辉,2301.0,4,哈尔滨金融学院;黑龙江省委员会;黑龙江省人民代表大会常务委员会;哈尔滨日报;
2296,刘东辉,4401.0,2,中山大学;暨南大学;
2297,刘东霞,1401.0,3,中北大学;太原理工大学;山西财经大学;
2298,刘东风,1100.0,2,中国人民大学;中国大百科全书出版社;
2299,刘中,1200.0,2,天津师范大学;天津大学;
2300,刘中一,1100.0,2,中国人口与发展研究中心;中国人民大学;
2301,刘中伟,1100.0,4,中国社会科学院;北京科技大学;国际关系学院;中国人民大学;
2302,刘中华,3100.0,2,上海工艺美术职业学院;上海交通大学;
2303,刘中平,2101.0,2,沈阳大学;辽宁人民出版社;
2304,刘中起,3100.0,3,上海市委党校;华东理工大学;复旦大学;
2305,刘丰,1100.0,2,对外经济贸易大学;中国社会科学院;
2306,刘丰,1200.0,2,南开大学;天津大学;
2307,刘丰,3203.0,2,中国矿业大学;江苏省徐州市中国矿业大学;
2308,刘丰祥,3708.0,2,曲阜师范大学;山东曲阜大学;
2309,刘丹,1100.0,17,首都经济贸易大学;清华大学;北京大学;北京邮电大学;中国地质大学;中国社会科学院;北京特华博士后科研工作站;北京师范大学;首都师范大学;国家图书馆;北京语言大学;中国人民大学;国家博物馆;教育部;国家体育总局;环境保护部;人民教育出版社;
2310,刘丹,2101.0,2,沈阳农业大学;鲁迅美术学院;
2311,刘丹,2102.0,4,东北财经大学;大连理工大学;大连外国语大学;辽宁师范大学;
2312,刘丹,2301.0,7,哈尔滨商业大学;哈尔滨理工大学;哈尔滨工程大学;黑龙江科技大学;黑龙江大学;东北农业大学;东北林业大学;
2313,刘丹,3100.0,7,上海交通大学;上海师范大学;华东师范大学;上海对外经贸大学;华东政法大学;上海体育学院;上海浦东图书馆;
2314,刘丹,3201.0,6,河海大学;南京农业大学;南京大学;南京理工大学;南京邮电大学;南京工业大学;
2315,刘丹,3301.0,3,浙江财经大学;浙江大学;浙江工商大学;
2316,刘丹,3501.0,3,福州大学;福建师范大学;福建福州大学;
2317,刘丹,3706.0,2,鲁东大学;山东工商学院;
2318,刘丹,4101.0,2,河南财经政法大学;河南广播电视大学;
2319,刘丹,4201.0,6,华中科技大学;江汉大学;武昌工学院;武汉理工大学;华中师范大学;武汉大学;
2320,刘丹,4301.0,3,湖南省委党校;中南大学;浏阳市委党校;
2321,刘丹,4401.0,4,暨南大学;中山大学;广东电视台;华南师范大学;
2322,刘丹,5000.0,6,重庆大学;西南政法大学;西南大学;重庆工商大学;重庆市沙坪坝区人民检察院;重庆医科大学;
2323,刘丹,5101.0,3,四川大学;四川省社会科学院;成都中医药大学;
2324,刘丹,6101.0,6,长安大学;陕西科技大学;西安工业大学;西安财经学院;陕西师范大学;西安美术学院;
2325,刘丹丹,1100.0,2,清华大学;中国传媒大学;
2326,刘丹丹,3201.0,2,南京大学;江苏海事职业技术学院;
2327,刘丹萍,1100.0,2,首都经济贸易大学;中国科学院;
2328,刘丹萍,4401.0,2,华南师范大学;中山大学;
2329,刘丹青,1100.0,2,中国社会科学院;中国社会科学;
2330,刘丹青,3100.0,2,上海市上海师范大学;上海师范大学;
2331,刘丹青,4301.0,2,湖南税务高等专科学校;湖南师范大学;
2332,刘丹鹤,1100.0,2,北京理工大学;清华大学;
2333,刘为,4201.0,3,湖北商业高等专科学校;武汉商学院;华中师范大学;
2334,刘为军,1100.0,4,中国农业科学院;北京师范大学;中国人民公安大学;中国人民大学;
2335,刘为民,1100.0,2,北京大学;中国人民公安大学;
2336,刘为民,5101.0,3,西华大学;华西都市报;四川日报;
2337,刘丽,1100.0,19,北京市地方税务局;中国人民大学;中国农业大学;首都经济贸易大学;北京师范大学;北京教育科学研究院;中国科学院;中国艺术研究院;中国地质大学;中国社会科学院;北京大学;北京语言大学;中央民族大学;工商银行;清华大学;对外经济贸易大学;北京联合大学;国家发展和改革委员会;北京教科院;
2338,刘丽,1200.0,2,天津师范大学;天津商业大学;
2339,刘丽,1301.0,2,河北师范大学;河北省委党校;
2340,刘丽,2110.0,2,辽阳市图书馆;辽宁省辽阳市图书馆;
2341,刘丽,3100.0,5,复旦大学;上海师范大学;华东师范大学;上海工商外国语职业学院;华东理工大学;
2342,刘丽,3201.0,3,金陵科技学院;南京政治学院;南京大学;
2343,刘丽,3401.0,4,中国科学技术大学;合肥学院;合肥工业大学;安徽城市管理职业学院;
2344,刘丽,4201.0,6,武汉理工大学;华中农业大学;武汉大学;华中师范大学;武汉科技大学;中南财经政法大学;
2345,刘丽,4301.0,2,湖南涉外经济学院;湖南第一师范学院;
2346,刘丽,5301.0,2,云南民族大学;云南艺术学院;
2347,刘丽,6401.0,2,北方民族大学;宁夏医科大学;
2348,刘丽丽,1100.0,3,中国人民大学;首都师范大学;教育部;
2349,刘丽丽,1303.0,2,燕山大学;秦皇岛职业技术学院;
2350,刘丽丽,2301.0,2,黑龙江大学;哈尔滨师范大学;
2351,刘丽丽,6101.0,4,西安电子科技大学;西北工业大学;长安大学;西安工程大学;
2352,刘丽伟,1100.0,2,北京大学;北京师范大学;
2353,刘丽军,4201.0,2,湖北经济学院;湖北商业高等专科学校;
2354,刘丽华,1100.0,5,鲁迅博物馆;中国传媒大学;北京服装学院;北京石油化工学院;财政部;
2355,刘丽华,1200.0,2,南开大学;天津体育学院;
2356,刘丽华,2101.0,2,沈阳师范大学;辽宁大学;
2357,刘丽华,2202.0,2,吉林农业科技学院;北华大学;
2358,刘丽华,3201.0,2,南京农业大学;南京理工大学;
2359,刘丽华,6101.0,4,西北工业大学;西北政法大学;陕西师范大学;长安大学;
2360,刘丽君,1100.0,4,北京理工大学;北京师范大学;中央民族大学;北京林业大学;
2361,刘丽娜,1100.0,6,中国社会科学院;北京邮电大学;北京师范大学;清华大学;中国银监会博士后工作站;北京航空航天大学;
2362,刘丽娜,1200.0,2,天津科技大学;天津广播电视;
2363,刘丽娜,3100.0,2,上海财经大学;上海交通大学;
2364,刘丽娜,3701.0,3,山东师范大学;齐鲁工业大学;山东大学;
2365,刘丽娜,3702.0,3,青岛远洋船员学院;青岛大学;青岛远洋船员职业学院;
2366,刘丽娜,4201.0,2,武汉体育学院;中南民族大学;
2367,刘丽娜,5101.0,2,西南交通大学;四川商务职业学院;
2368,刘丽娟,1100.0,4,北京师范大学;北京外国语大学;北京大学;民政部;
2369,刘丽娟,2201.0,4,吉林大学;长春长影世纪城有限公司;长春工业大学;吉林财经大学;
2370,刘丽娟,2301.0,4,哈尔滨理工大学;黑龙江省中瑞医药有限公司;黑龙江大学;哈尔滨师范大学;
2371,刘丽娟,3100.0,4,上海文艺音像电子出版社;复旦大学;上海交通大学;上海音像出版社;
2372,刘丽平,1100.0,2,中国电力出版社;北京科技大学;
2373,刘丽敏,1100.0,5,北京科技大学;北京大学;中国人民大学;中华女子学院;中国农业大学;
2374,刘丽梅,2201.0,3,长春工业大学;吉林公安高等专科学校;长春图书馆;
2375,刘丽波,2102.0,2,辽宁省大连大学;大连大学;
2376,刘丽玲,1100.0,2,北京师范大学;首都经济贸易大学;
2377,刘丽珍,3100.0,3,华东政法大学;复旦大学;上海商学院;
2378,刘丽琴,2201.0,2,东北师范大学;长春工业大学;
2379,刘丽群,4301.0,2,湖南师范大学;湖南第一师范学院;
2380,刘丽艳,1100.0,2,北京石油化工学院;北京语言大学;
2381,刘丽艳,2201.0,2,东北师范大学;吉林省东北师范大学;
2382,刘丽芳,1100.0,2,清华大学;北京师范大学;
2383,刘丽芳,4201.0,4,江汉大学;武汉工程大学;华中科技大学;华中农业大学;
2384,刘丽英,3201.0,2,南京特殊教育职业技术学院;南京特殊教育师范学院;
2385,刘丽英,5000.0,2,重庆大学;西南大学;
2386,刘丽萍,1100.0,7,对外经济贸易大学;国家统计局;北京林业大学;北京理工大学;北京语言大学;北京十二中初中分校;中国石油;
2387,刘丽萍,1401.0,2,山西大学;太原市杏花岭区教育局教研科研中心;
2388,刘丽萍,2201.0,2,吉林工商学院;东北师范大学;
2389,刘丽萍,2301.0,5,哈尔滨商业大学;东北林业大学;哈尔滨工业大学;哈尔滨理工大学;黑龙江省博物馆;
2390,刘丽萍,3201.0,2,河海大学;南京师范大学;
2391,刘丽萍,4501.0,2,广西医科大学;广西中医药大学;
2392,刘丽萍,6101.0,2,西安交通大学;长安大学;
2393,刘丽霞,1100.0,2,清华大学;北京联合大学;
2394,刘丽霞,3100.0,2,宝钢集团;复旦大学;
2395,刘丽霞,3701.0,2,济南大学;山东政法学院;
2396,刘举,2201.0,2,东北师范大学;吉林省社会科学院;
2397,刘乃实,3100.0,2,上海交通大学;复旦大学;
2398,刘义,4201.0,3,华中科技大学;武汉轻工大学;江汉大学;
2399,刘义军,1100.0,3,中国政法大学;北京知识产权法院;北京市第二中级人民法院;
2400,刘义圣,3501.0,4,福建社会科学院;福建社会科学亚太经济研究所;福建师范大学;福建论坛;
2401,刘乐,1100.0,3,中国人民大学;北京航空航天大学;北京大学;
2402,刘乐山,4301.0,3,湖南师范大学;湖南经济改革与发展研究中心;湖南商学院;
2403,刘书明,1100.0,4,北京市财贸管理干部学院;北京市财贸干部管理学院;北京财贸管理干部学院;北京财贸职业学院;
2404,刘书明,6201.0,3,甘肃农业大学;西北师范大学;兰州大学;
2405,刘争先,1100.0,2,北京师范大学;北京大学;
2406,刘云,1100.0,7,北京理工大学;北京农学院;成都益林管理咨询公司;对外经济贸易大学;北京大学;中国政法大学;中国现代国际关系研究院;
2407,刘云,1200.0,2,天津理工大学;天津外国语大学;
2408,刘云,3100.0,6,上海立信会计金融学院;同济大学;上海交通大学;复旦大学;华东理工大学;上海外国语大学;
2409,刘云,3201.0,3,南京邮电大学;南京大学;江苏省国画院;
2410,刘云,3401.0,2,合肥工业大学;安徽大学;
2411,刘云,3502.0,2,集美大学;厦门大学;
2412,刘云,3701.0,2,山东师范大学;济南市委党校;
2413,刘云,4201.0,3,华中师范大学;武汉大学;华中科技大学;
2414,刘云,4401.0,2,华南师范大学;广州番禺职业技术学院;
2415,刘云,5000.0,6,重庆理工大学;西南政法大学;重庆医科大学;西南大学;重庆市武隆县人民检察院;重庆工商大学;
2416,刘云,5101.0,4,西南交通大学;成都华兴管理咨询公司;四川大学;四川师范大学;
2417,刘云,5301.0,4,昆明理工大学;云南财经大学;云南大学;云南师范大学;
2418,刘云,6101.0,2,西北大学;西安电子科技大学;
2419,刘云华,1100.0,2,清华大学;中国人民大学;
2420,刘云华,3302.0,3,宁波大学;浙江纺织服装职业技术学院;宁波服装职业技术学院;
2421,刘云卿,3100.0,2,上海师范大学;复旦大学;
2422,刘云山,1100.0,2,中央政治局;中央宣传部;
2423,刘云峰,3301.0,2,浙江司法警官职业学院;杭州电子科技大学;
2424,刘云峰,4201.0,2,武汉大学;湖北大学;
2425,刘云忠,6101.0,2,西安交通大学;西安财经学院;
2426,刘云春,5101.0,2,四川大学;成都学院;
2427,刘云波,1100.0,2,北京师范大学;北京大学;
2428,刘云生,5000.0,5,西南政法大学;重庆市教育委员会;重庆市大渡口区教师进修学校;重庆市巴蜀小学;重庆市大渡口区教育委员会;
2429,刘云芳,3702.0,2,山东省平度市审计局;平度市审计局;
2430,刘云鹏,1200.0,2,天津泰达图书馆;天津开发区泰达图书馆;
2431,刘云鹏,6201.0,3,甘肃省文联文艺理论研究室;甘肃省文联;甘肃省文联理论研究室;
2432,刘云龙,1100.0,2,北京工商大学;中国人寿保险;
2433,刘云龙,4201.0,3,中南财经政法大学;武汉大学;湖北省人民政府;
2434,刘五一,1100.0,2,北京信息职业技术学院;北京市电子工业学校;
2435,刘亚,1100.0,4,对外经济贸易大学;北京理工大学;首都师范大学;机械工业出版社;
2436,刘亚,4401.0,2,广东外语外贸大学;广州城市职业学院;
2437,刘亚丁,5101.0,2,四川大学;成都学院;
2438,刘亚东,1100.0,2,中国地质大学;科技日报;
2439,刘亚丽,1100.0,2,清华大学;中央民族大学;
2440,刘亚军,1200.0,2,天津大学;天津师范大学;
2441,刘亚军,6101.0,2,西安交通大学;西北政法大学;
2442,刘亚娜,1100.0,3,首都师范大学;北京大学;北京师范大学;
2443,刘亚娟,3100.0,2,上海体育学院;复旦大学;
2444,刘亚敏,1401.0,2,太原理工大学;山西大学;
2445,刘亚敏,4201.0,2,武汉大学;华中科技大学;
2446,刘亚明,5101.0,2,四川大学;国家人文社科重点研究基地四川大学;
2447,刘亚林,1100.0,2,首都经济贸易大学;中国地质大学;
2448,刘亚玲,1100.0,3,中国传媒大学;中国农业大学;北京联合大学;
2449,刘亚玲,4201.0,2,武汉市硚口区政研室;武汉市硚口区政府;
2450,刘亚玲,5101.0,3,四川大学;成都学院;电子科技大学;
2451,刘亚琼,1100.0,2,中国人民大学;中央财经大学;
2452,刘亚男,1100.0,3,北京师范大学;首都师范大学;北京体育大学;
2453,刘亚莉,3201.0,2,解放军国际关系学院;南京国际关系学院;
2454,刘亚辉,3201.0,2,河海大学;南京广播电视台;
2455,刘京,1100.0,4,中国社会科学院;北京大学;北京城建设计研究总院;首都师范大学;
2456,刘京,6101.0,2,西安电子科技大学;西安交通大学;
2457,刘京菊,1100.0,2,对外经济贸易大学;中国人民大学;
2458,刘亭,1100.0,2,北京师范大学;中国传媒大学;
2459,刘亭,3301.0,2,浙江省发展和改革委员会;浙江省发展规划研究院;
2460,刘亮,1100.0,8,清华大学;中国人民保险公司;中国科学院;北京师范大学;北京大学;中国传媒大学;北京工商大学;北京市电信规划设计院有限公司;
2461,刘亮,1301.0,2,河北省委党校;河北师范大学;
2462,刘亮,3100.0,8,上海社会科学院;同济大学;上海海事大学;上海市浦东新区精神卫生中心;上海大学;复旦大学;上海政法学院;华东师范大学;
2463,刘亮,3201.0,3,南京大学;南京师范大学;南京政治学院;
2464,刘亮,3211.0,2,镇江市保险学会;江苏省镇江市保险学会;
2465,刘亮,4201.0,3,武汉体育学院;武汉市委办公厅;武汉大学;
2466,刘亮红,4301.0,2,湖南大学;湖南省社会主义学院;
2467,刘人怀,1100.0,3,中国工程院;北京工业大学;教育部;
2468,刘仁刚,4403.0,2,深圳市精神卫生研究所;深圳市康宁医院;
2469,刘仓,1100.0,2,中国社会科学院;当代中国研究所;
2470,刘付春,1100.0,2,中国井冈山干部学院;中国井岗山干部学院;
2471,刘仲华,1100.0,2,北京市社会科学院;中国人民大学;
2472,刘会强,3100.0,4,复旦大学;上海政法学院;上海城市管理学院;上海市建设委员会;
2473,刘会英,4401.0,2,广东外语外贸大学;华南师范大学;
2474,刘伟,1100.0,26,中国人民大学;北京大学;农业发展银行;清华大学;中国科学院;中国社会科学院;北京市房山区委;中国农业大学;中央党校;北京邮电大学;北京理工大学;首都经济贸易大学;新华社;故宫博物院;北京师范大学;解放军医学图书馆;北京交通大学;中国传媒大学;北京航空航天大学;解放军艺术学院;中国科学技术信息研究所;首都师范大学;中央戏剧学院;中国地质大学;中央民族大学;北京建筑大学;
2475,刘伟,1200.0,5,南开大学;天津师范大学;天津商业大学;天津大学;天津城建大学;
2476,刘伟,1301.0,3,石家庄职业技术学院;河北电视台;河北省南运河河务管理处;
2477,刘伟,1401.0,2,山西大学;太原工业学院;
2478,刘伟,2101.0,3,沈阳师范大学;沈阳市大东区国家税务局;沈阳大学;
2479,刘伟,2102.0,4,东北财经大学;大连理工大学;大连海事大学;辽宁师范大学;
2480,刘伟,2201.0,4,吉林大学;长春大学;东北师范大学;吉林体育学院;
2481,刘伟,2301.0,3,黑龙江大学;黑龙江科技大学;哈尔滨工业大学;
2482,刘伟,3100.0,9,华东政法大学;上海海事大学;上海财经大学;上海立信会计金融学院;上海交通大学;上海师范大学;华东师范大学;复旦大学;上海市精神卫生中心;
2483,刘伟,3201.0,6,南京大学;南京师范大学;江苏省社会科学院;江苏省委党校;南京理工大学;南京农业大学;
2484,刘伟,3203.0,3,徐州幼儿师范高等专科学校;江苏师范大学;中国矿业大学;
2485,刘伟,3211.0,2,江苏科技大学;江苏大学;
2486,刘伟,3401.0,2,中国科学技术大学;安徽新华学院;
2487,刘伟,3402.0,2,安徽工程大学;安徽师范大学;
2488,刘伟,3601.0,2,江西省农村信用社联社;江西南昌广播电视大学;
2489,刘伟,3701.0,5,山东师范大学;山东政法学院;山东大学;山东省委组织部;山东艺术学院;
2490,刘伟,3702.0,2,青岛科技大学;青岛大学;
2491,刘伟,4201.0,5,武汉大学;华中科技大学;华中师范大学;武汉理工大学;湖北大学;
2492,刘伟,4301.0,3,国防大学;湖南师范大学;湖南省委党校;
2493,刘伟,4401.0,5,华南师范大学;中山大学;广州番禺职业技术学院;广东省社会科学院;广州市财贸管理干部学院;
2494,刘伟,4403.0,2,深圳高级中学;深圳特区报;
2495,刘伟,4501.0,3,广西大学;广西艺术学院;广西防疫站艾滋病预防与控制中心;
2496,刘伟,5000.0,3,重庆大学;重庆工商大学;西南大学;
2497,刘伟,5101.0,8,西南财经大学;成都信息工程大学;成都体育学院;西南民族大学;成都理工大学;四川省社会科学院;四川大学;四川省委省直机关党校;
2498,刘伟,5201.0,2,贵州师范大学;贵州大学;
2499,刘伟,5301.0,2,昆明理工大学;云南民族大学;
2500,刘伟,6101.0,5,西安交通大学;西北大学;长安大学;陕西师范大学;西安外国语大学;
2501,刘伟,6201.0,2,兰州蓝天浮法玻璃股份有限公司;西北师范大学;
2502,刘伟丽,1100.0,2,北京大学;中国社会科学院;
2503,刘伟华,2301.0,2,黑龙江省图书馆;哈尔滨理工大学;
2504,刘伟奇,3201.0,2,江苏省城市规划设计研究院;东南大学;
2505,刘伟强,1100.0,2,北京师范大学;中国文联;
2506,刘伟斌,2201.0,2,吉林大学;东北师范大学;
2507,刘伟民,3301.0,2,江苏省体育科学研究所;浙江工业大学;
2508,刘伟红,3205.0,2,苏州科技大学;苏州大学;
2509,刘传勤,1100.0,2,中国地质大学;北京地质大学;
2510,刘传岩,1100.0,2,北京交通大学;中央党校;
2511,刘传庚,1100.0,2,中国煤炭经济学院;中国科学院;
2512,刘传进,3717.0,2,菏泽学院;菏泽师范专科学校;
2513,刘传铭,1100.0,2,中央编译局;北京大学;
2514,刘伦,1100.0,3,中国特华博士后科研工作站;中国农业大学;北京农村商业银行;
2515,刘伯贤,4501.0,3,广西壮族自治区委员会;广西壮族自治区党委宣传部网络宣传管理处;广西壮族自治区党委宣传部;
2516,刘佑生,4301.0,2,湖南师范大学;湖南警察学院;
2517,刘佑铭,4401.0,2,广东财经大学;华南师范大学;
2518,刘作丽,1100.0,2,北京大学;北京市经济与社会发展研究所;
2519,刘作仪,1100.0,3,国家自然科学基金委员会;国家自然科学基金委管理科学部;管理科学部;
2520,刘作翔,1100.0,2,中国社会科学院;中国法理学研究会;
2521,刘佩,4401.0,2,广东外语外贸大学;暨南大学;
