,author_first,unit_city_code,unitnum,unitdiff
0,LI Gen-pan,1100.0,2,北京师范大学;首都师范大学;
1,M·乌兰,1100.0,2,中国社会科学院;中国人民大学;
2,丁一,1100.0,5,中国社会科学院;北京大学;北京信息职业技术学院;国务院;中国印刷技术协会;
3,丁一,2201.0,2,吉林省社会科学院;吉林大学;
4,丁一,3100.0,5,上海海事大学;华东师范大学;上海体育学院;上海鑫茂置业发展有限公司;复旦大学;
5,丁一平,2301.0,2,黑龙江教育出版社;黑龙江出版集团;
6,丁丁,1100.0,4,对外经济贸易大学;国家应对气候变化战略研究和国际合作中心;国家发展和改革委员会;宏观经济研究院;
7,丁丹,4201.0,2,华中师范大学;武汉大学;
8,丁丽红,4201.0,2,武汉大学;中南财经政法大学;
9,丁云霞,3100.0,2,上海体育学院;上海商学院;
10,丁亮,3201.0,2,南京大学;金陵图书馆;
11,丁伟,1100.0,3,北京大学;华北电力大学;文化部;
12,丁伟,3100.0,7,上海理工大学;华东政法大学;上海市人大法制委;上海体育学院;上海市人大法工委;上海市人大法制委员会;上海市人大常委会;
13,丁伟,3202.0,2,宜兴市教研室;宜兴一中;
14,丁俊,1100.0,3,建设银行;中国人民大学;中国科学院;
15,丁俊,3100.0,2,上海财经大学;上海外国语大学;
16,丁俊,3205.0,2,苏州市职业大学;苏州工艺美术职业技术学院;
17,丁俊武,3201.0,2,南京大学;南京理工大学;
18,丁健,1100.0,2,中国社会科学院;中国人民大学;
19,丁健,3100.0,3,上海财经大学;上海外国语大学;上海师范大学;
20,丁健,6101.0,2,陕西师范大学;西安科技大学;
21,丁兆国,3701.0,2,山东财经大学;山东师范大学;
22,丁克家,6401.0,3,宁夏回族自治区民委;宁夏回族自治区民族宗教事务委员会;宁夏社会科学院;
23,丁兰,4201.0,2,中南民族大学;武汉大学;
24,丁军,1100.0,4,首都师范大学;北京市社会科学院;北京华田文化发展中心;建设部;
25,丁军,3100.0,2,同济大学;上海环境投资有限公司;
26,丁军,6101.0,2,陕西省行政学院;西安建筑科技大学;
27,丁冬,1100.0,2,中国人民大学;中国社会出版社;
28,丁冬,3201.0,2,东南大学;南京大学;
29,丁凡,1100.0,2,中国人民大学;北京大学;
30,丁凯,1100.0,2,中国人民大学;北京大学;
31,丁刚,1100.0,4,中国地质大学;国家发展和改革委员会;国家发展与改革委员会;人民日报;
32,丁刚,1200.0,2,天津财经大学;天津工业大学;
33,丁刚,4413.0,2,惠州学院;惠州大学;
34,丁利,1100.0,2,北京大学;中国社会科学院;
35,丁利荣,4201.0,2,湖北大学;武汉大学;
36,丁力,1100.0,2,农业部;中国人民大学;
37,丁力,4401.0,2,广东技术师范学院;广东省社会科学院;
38,丁勇,1100.0,2,中国农业科学院;中央电视台;
39,丁勇,1200.0,2,中国民航大学;南开大学;
40,丁勇,3201.0,6,南京医科大学;南京图书馆;南京特殊教育职业技术学院;江苏省特殊教育专业委员会;江苏省残疾人联合会;南京大学;
41,丁勇,3401.0,2,合肥工业大学;安徽大学;
42,丁勤,3201.0,2,东南大学;江苏经贸职业技术学院;
43,丁华,2101.0,2,东北大学;沈阳体育学院;
44,丁华,4101.0,3,河南工业大学;郑州航空工业管理学院;河南牧业经济学院;
45,丁华,6101.0,2,长安大学;西北大学;
46,丁卫,6101.0,2,西安交通大学;西安建筑科技大学;
47,丁原洪,1100.0,3,中国国际问题研究所;中国前驻欧盟大使;外交部;
48,丁原洪,4416.0,3,和平与发展研究中心;和平与发展;和平与发展杂志;
49,丁向阳,1100.0,4,北京市发展和改革委员会;中央财经大学;中国人事报刊社;中国人才杂志社;
50,丁君风,3100.0,2,上海海事大学;上海交通大学;
51,丁和根,3201.0,2,三江学院;南京大学;
52,丁四新,4201.0,2,湖北省周易学会;武汉大学;
53,丁国强,3305.0,2,湖州职业技术学院;浙江湖州职业技术学院;
54,丁国旗,1100.0,3,中国社会科学院;中国人民大学;北京化工大学;
55,丁夏,1100.0,2,中国政法大学;清华大学;
56,丁大尉,1100.0,2,中国科学院;清华大学;
57,丁妍,3100.0,2,上海交通大学;复旦大学;
58,丁妮,1100.0,2,北京师范大学;首都师范大学;
59,丁威,5000.0,2,西南大学;重庆理工大学;
60,丁娟,1100.0,2,全国妇联妇女研究所;建设银行;
61,丁婕,3201.0,2,南京大学;东南大学;
62,丁婧,3201.0,3,江苏省中小学教学研究室;南京师范大学;南京市金陵中学;
63,丁婷,6401.0,2,北方民族大学;宁夏大学;
64,丁宁,1100.0,9,中国人民大学;北京大学;中国科学院;北京电影学院;北京十月文艺出版社;北京师范大学;北京信息科技大学;中国社会科学院;清华大学;
65,丁宁,2101.0,2,辽宁大学;鲁迅美术学院;
66,丁宁,2102.0,2,东北财经大学;大连海事大学;
67,丁宁,3100.0,3,华东理工大学;上海交通大学;上海美术学院;
68,丁宁,3201.0,4,南京大学;南京图书馆;南京师范大学;东南大学;
69,丁宁宁,3701.0,2,山东财经大学;山东大学;
70,丁宇,4201.0,3,武汉大学;中南民族大学;武汉科技大学;
71,丁宇,4401.0,2,华南师范大学;广东警官学院;
72,丁安琪,1100.0,2,北京外国语大学;中国人民大学;
73,丁宏伟,1401.0,2,山西省万家寨引黄工程管理局;山西省人才开发交流服务中心;
74,丁宏伟,6201.0,3,甘肃省地矿局水文地质工程地质勘察院;甘肃省地勘局水文地质工程地质勘察院;甘肃省地质调查院水文地质工程地质调查所;
75,丁宗皓,2101.0,2,辽宁报业传媒集团;辽宁日报社;
76,丁宪浩,3206.0,3,南通市委党校;江苏南通市委党校;江苏省南通市委党校;
77,丁岚,3100.0,2,上海交通大学;复旦大学;
78,丁岩,6101.0,2,陕西省考古研究院;陕西省考古研究所;
79,丁峰,1100.0,4,中国建筑设计研究院;中国人民大学;华北电力大学;环境保护部;
80,丁帆,1100.0,2,清华大学;教育部;
81,丁希勤,3417.0,2,池州学院;池州师范专科学校;
82,丁平,1100.0,4,中国农业科学院;中国人民大学;中国人民银行;财政部;
83,丁平,1501.0,2,内蒙古师范大学;内蒙古大学;
84,丁延峰,3715.0,2,聊城大学;聊城大學文學院;
85,丁建军,4201.0,3,华中科技大学;华中师范大学;江汉大学;
86,丁建军,4208.0,5,荆楚理工学院;荆门大学;湖北荆门大学;湖北荆门职业技术学院;荆门职业技术学院;
87,丁建安,2201.0,2,吉林大学;吉林财经大学;
88,丁建明,3206.0,2,江苏省如皋市统计局;如皋市统计局;
89,丁建洋,3201.0,2,南京大学;南京师范大学;
90,丁强,3100.0,2,上海师范大学;复旦大学;
91,丁强,3205.0,2,苏州大学;苏州工业园区服务外包职业学院;
92,丁德科,6101.0,5,西安交通大学;陕西省委办公厅;西安财经学院;西北大学;陕西省国防科技与经济发展研究中心;
93,丁德臣,3701.0,2,山东财经大学;山东大学;
94,丁志,3715.0,2,聊城大学;山东省聊城市教育学院;
95,丁志刚,3100.0,2,上海大学;东华大学;
96,丁志刚,3201.0,2,江苏省城镇化和城乡规划研究中心;江苏省城市规划设计研究院;
97,丁志刚,3306.0,2,绍兴文理学院;绍兴广播电视总台;
98,丁志刚,6201.0,2,兰州大学;西北师范大学;
99,丁志勇,1100.0,2,北京大学;工商银行;
100,丁志宏,1100.0,2,中央财经大学;中国人民大学;
101,丁志杰,1100.0,2,对外经济贸易大学;中国人民银行;
102,丁怡,1100.0,3,中国人民大学;中央美术学院;北京师范大学;
103,丁悦,1100.0,3,中国科学院;北京师范大学;中国电子信息产业发展研究院;
104,丁慧,1100.0,2,清华大学;北京市公园管理中心;
105,丁政,4401.0,3,广东工业大学;暨南大学;中山大学;
106,丁敏,3100.0,2,上海师范大学;同济大学;
107,丁文,1100.0,2,中国青年政治学院;北京大学;
108,丁文,3201.0,3,江苏省委党校;南京农业大学;南京师范大学;
109,丁文,4201.0,2,华中师范大学;武汉大学;
110,丁文君,5301.0,2,昆明理工大学;云南师范大学;
111,丁文斌,4201.0,2,湖北工业大学;华中农业大学;
112,丁新,4401.0,2,华南师范大学;广州华南师范大学;
113,丁新华,1100.0,2,北京林业大学;中国科学院;
114,丁旭,5000.0,2,重庆大学;重庆交通大学;
115,丁明秀,2201.0,2,东北师范大学;吉林省工程技术师范学院;
116,丁晓,3301.0,2,浙江大学;杭州电视台;
117,丁晓东,1100.0,2,中国人民大学;北京大学;
118,丁晓云,4403.0,2,深圳市体工大队;深圳市体工大队科研助教组;
119,丁晓华,3100.0,3,上海市浦东新区人民法院;华东政法大学;上海市浦东区人民法院;
120,丁晓原,3205.0,4,常熟理工学院;常熟高专中文系;苏州大学;常熟高等师专;
121,丁晓安,4201.0,2,武汉大学;中南财经政法大学;
122,丁晓峰,3100.0,3,上海大学;上海财经大学;复旦大学;
123,丁晓强,3100.0,2,上海市委党校;同济大学;
124,丁晓昌,1100.0,2,中国高教学会;中国高等教育学会;
125,丁晓昌,3201.0,2,江苏省教育厅;南京师范大学;
126,丁晶晶,1100.0,2,中国人事科学研究院;清华大学;
127,丁晶晶,3401.0,2,中国科学技术大学;安徽农业大学;
128,丁月华,5000.0,2,西南大学;重庆师范大学;
129,丁未,3100.0,3,上海戏剧学院;复旦大学;同济大学;
130,丁杨,1100.0,2,北京航空航天大学;中央人民广播电台;
131,丁杨,5000.0,2,重庆工商大学;西南政法大学;
132,丁杰,1100.0,7,北京师范大学;中国教育科学研究院;中国建筑设计研究院;北京大学;国家发展和改革委员会;国家发展与改革委员会;中国美协;
133,丁松,3201.0,2,南京航空航天大学;南京大学;
134,丁栋虹,3100.0,2,上海财经大学;复旦大学;
135,丁桃源,6230.0,2,合作民族师范高等专科学校;甘肃民族师范学院;
136,丁梅,4201.0,2,华中科技大学;湖北省科技信息研究院;
137,丁楠,1100.0,3,北京工商大学;北京联合大学;首都师范大学;
138,丁治民,3301.0,2,浙江大学;浙江工商大学;
139,丁波,1100.0,3,中国银行;商务印书馆;中国社会科学院;
140,丁波,3100.0,2,复旦大学;解放日报;
141,丁波,4201.0,3,中南民族大学;武汉大学;华中师范大学;
142,丁洁,1100.0,4,清华大学;中国激光杂志社;北京舞蹈学院;中国铁道出版社;
143,丁洁,3201.0,2,南京旅游职业学院;南京理工大学;
144,丁洁,4201.0,3,华中师范大学;华中农业大学;武汉大学;
145,丁洪建,1100.0,2,中国城市规划设计研究院;北京大学;
146,丁浩,1100.0,3,中国人民大学;首都经济贸易大学;中国石油;
147,丁海丽,2301.0,2,黑龙江大学;哈尔滨金融学院;
148,丁海燕,1100.0,2,北京师范大学;高等教育出版社;
149,丁海燕,3201.0,2,南京信息工程大学;南京医科大学;
150,丁涛,1100.0,3,中国人民大学;中央戏剧学院;国家体育总局;
151,丁涛,3201.0,3,金陵科技学院;东南大学;南京艺术学院;
152,丁涛,4101.0,2,河南艺术职业学院;河南省艺术职业学院;
153,丁涛,4201.0,2,武汉大学;华中师范大学;
154,丁源,3201.0,2,河海大学;南京艺术学院;
155,丁炜,3100.0,2,上海师范大学;华东师范大学;
156,丁烈云,4201.0,2,华中科技大学;华中师范大学;
157,丁烨,3100.0,2,上海对外经贸大学;复旦大学;
158,丁燕,1100.0,2,中央编译局;中国人民大学;
159,丁燕,3100.0,2,华东政法大学;复旦大学;
160,丁爱华,4111.0,2,漯河职业技术学院;漯河大学;
161,丁玫,3100.0,3,上海开放大学;上海外国语大学;复旦大学;
162,丁玲,1100.0,2,清华大学;建设银行;
163,丁玲,4201.0,2,华中农业大学;华中科技大学;
164,丁玲华,4401.0,3,华南农业大学;暨南大学;中山大学;
165,丁珊珊,1100.0,2,中国艺术研究院;中国传媒大学;
166,丁珊珊,3201.0,2,南京大学;南京师范大学;
167,丁琳,1100.0,2,中国科学院;中央财经大学;
168,丁琳,3201.0,2,江苏省城市规划设计研究院;南京师范大学;
169,丁琳,6101.0,2,西安交通大学;西安外国语大学;
170,丁琳琳,1100.0,2,清华大学;中国农业科学院;
171,丁琼,1100.0,2,中国第一历史档案馆;环境保护部;
172,丁瑛,1100.0,3,北京大学;中国人民大学;清华大学;
173,丁瑜,4401.0,2,中山大学;华南师范大学;
174,丁璇,3201.0,2,金陵科技学院;南京农业大学;
175,丁璐,1100.0,3,首都医科大学;清华大学;中国农业大学;
176,丁璐,4201.0,2,武汉纺织大学;武汉大学;
177,丁磊,1100.0,2,中国人民大学;北京大学;
178,丁磊,1200.0,2,南开大学;天津银监局;
179,丁磊,3201.0,3,南京航空航天大学;江苏开放大学;江苏城市职业学院;
180,丁秀英,4201.0,2,中南财经政法大学;华中科技大学;
181,丁立华,2201.0,2,吉林省职业病院图书馆;吉林省职业病防治院;
182,丁立平,4301.0,2,中南大学;国防大学;
183,丁红,3301.0,2,浙江图书馆;浙江传媒学院;
184,丁群,3401.0,2,安徽省广播电视大学;安徽省交通厅物资供应公司;
185,丁耀,3201.0,3,南京艺术学院;南京大学;南京师范大学;
186,丁胜红,3201.0,2,东南大学;南京农业大学;
187,丁艳,1100.0,2,中国传媒大学;北京大学;
188,丁芳,3100.0,2,上海交通广播;上海广播电视台;
189,丁茂中,3100.0,2,上海政法学院;华东政法大学;
190,丁茂战,1100.0,3,北京经济管理职业学院;国家行政学院;北京市崇文区委;
191,丁莉,1100.0,2,北京大学;中国传媒大学;
192,丁莉,3601.0,2,广东恒信德律会计师事务所江西分所;江西省博物馆;
193,丁蕾,3201.0,3,南京财经大学;南京大学;南京工程学院;
194,丁蕾,4401.0,2,广东省博物馆;中山大学;
195,丁谦,5000.0,2,重庆大学;重庆工商大学;
196,丁超,1100.0,6,中国人民大学;北京大学;北京联合大学;中国社会科学院;北京外国语大学;中央财经大学;
197,丁超,3201.0,2,东南大学;南京航空航天大学;
198,丁越勉,3212.0,2,泰州师专;泰州学院;
199,丁进,3201.0,2,江苏省行政管理科学研究所;江苏省人事厅;
200,丁道勤,1100.0,4,北京航空航天大学;北京大学;中国政法大学;信息产业部;
201,丁金昌,3303.0,2,温州职业技术学院;温州大学;
202,丁金龙,3205.0,2,苏州市考古研究所;苏州博物馆;
203,丁钢,3211.0,2,江苏大学;镇江市高等专科学校;
204,丁锦希,3201.0,2,中国药科大学;南京农业大学;
205,丁雨,1100.0,2,北京师范大学;北京大学;
206,丁雪枫,3100.0,2,上海理工大学;同济大学;
207,丁雪枫,3201.0,2,南京政治学院;东南大学;
208,丁雪梅,6401.0,2,宁夏社会科学界联合会;宁夏社会科学院;
209,丁雪欢,4401.0,2,暨南大学;中山大学;
210,丁雪辰,3100.0,2,华东师范大学;上海师范大学;
211,丁霞,4201.0,2,武汉大学;武汉理工大学;
212,丁霞,4401.0,3,广东财经大学;中山大学;广州大学;
213,丁静,3201.0,2,南京理工大学;南京邮电大学;
214,丁静,4201.0,2,湖北大学;中南财经政法大学;
215,丁静,4401.0,2,广东第二师范学院;广东省教育;
216,丁颖,1100.0,4,北京大学;北京邮电大学;北京师范大学;中国科学院;
217,丁颖,4201.0,2,武汉大学;中南民族大学;
218,丁颖,6201.0,2,兰州城市学院;西北师范大学;
219,丁鹏,2101.0,3,沈阳大学;辽宁大学;辽宁省沈阳大学;
220,丁鹏,3201.0,2,江苏科学技术出版社;江苏省科学出版社;
221,丁黎黎,3702.0,2,山东科技大学;中国海洋大学;
222,丁鼎,1100.0,3,中国艺术研究院;中国孔子研究院;教育部;
223,万东升,3201.0,2,南京大学;江苏第二师范学院;
224,万中,4301.0,2,湖南大学;中南大学;
225,万中,5101.0,2,成都学院;成都金苹果国际幼儿教育机构;
226,万丹,4201.0,2,武汉大学;华中师范大学;
227,万丽,4401.0,2,广州大学;广东溢达纺织有限公司;
228,万丽娟,5000.0,2,重庆大学;西南大学;
229,万伟,1100.0,5,中国平安人寿保险公司;国家开发银行;中国科学院;军事科学院;中国人民大学;
230,万伟,3201.0,3,南京师范大学;江苏省中小学教学研究室;江苏省教研室课程教材研究室;
231,万伦来,3201.0,2,南京大学;东南大学;
232,万作芳,1100.0,2,中国教育科学研究院;清华大学;
233,万俊,4201.0,2,武汉大学;华中师范大学;
234,万健,3206.0,2,南通科技职业学院;南通科技职业技术学院;
235,万光军,3701.0,2,山东大学;山东政法学院;
236,万光彩,1100.0,2,中国人民大学;中央财经大学;
237,万克,1200.0,2,天津电视台;天津广播电视;
238,万军,1100.0,7,中央党校;中国社会科学院;北京大学;中国环境规划院;中国人民银行;北京市委社会工作委员会;环境保护部;
239,万军,3100.0,2,上海财经大学;上海大学;
240,万力,5201.0,2,贵州财经大学;贵州交通职业技术学院;
241,万劲波,1100.0,2,中国科学院;北京大学;
242,万劲波,3100.0,3,上海技术预见研究中心;上海市科学学研究所;上海科学学研究所;
243,万勇,1100.0,2,中国科学院;中国人民大学;
244,万勇,3100.0,5,上海市卢湾区规划和土地管理局;上海社会科学院;复旦大学;同济大学;上海交通大学;
245,万勇,3702.0,2,中国海洋大学;青岛大学;
246,万勇,4201.0,3,武汉大学;武汉市新洲区委;武汉市人民政府;
247,万勇,4403.0,2,深圳证券;深圳大学;
248,万华,4401.0,3,广州市教育研究院;广州市教育科学研究所;广东省广州市教育研究院;
249,万卫,4201.0,2,湖北工业大学;华中科技大学;
250,万叶,3100.0,2,上海城市管理学院;上海市建设职工大学;
251,万君,5101.0,2,四川大学;西华大学;
252,万娟,1100.0,2,首都经济贸易大学;北京师范大学;
253,万娟,3201.0,2,江苏省广播电视总台;南京工业职业技术学院;
254,万婷,4201.0,2,湖北广播电视大学;华中师范大学;
255,万宇,5325.0,2,红河学院;云南省红河州蒙自市红河学院;
256,万小丽,4201.0,2,华中科技大学;华中师范大学;
257,万小平,4301.0,2,湖南零陵师专;湖南零陵师范专科学校;
258,万小龙,4201.0,2,华中科技大学;武汉大学;
259,万川,1100.0,2,北京市社会科学院;北京人民警察学院;
260,万平,5101.0,2,成都学院;四川广播电视大学;
261,万广圣,3100.0,2,上海健康医学院;上海财经大学;
262,万庆,4201.0,2,华中师范大学;武汉大学;
263,万庆良,4401.0,3,华南师范大学;共青团广东省委员会;共青团广东省委;
264,万忆,4501.0,2,广西电视台;广西大学;
265,万志全,3701.0,2,山东师范大学;山东大学;
266,万忠,4401.0,2,广东省农业科学院;广东省农科院;
267,万恒,3100.0,2,华东师范大学;上海交通大学;
268,万慧颖,1100.0,2,北京城市学院;中央民族大学;
269,万敏,4201.0,4,中南财经政法大学;华中科技大学;武汉大学;华中农业大学;
270,万斌,3301.0,7,浙江省社会科学院;浙江大学;浙江省中国特色社会主义理论研究中心;浙江学刊;浙江省中国特色社会主义理论研究基地;浙江省社联;浙江省社会科学界联合会;
271,万方,1100.0,3,北京外国语大学;北京师范大学;中国人民大学;
272,万明,1100.0,3,中国社会科学院;北京师范大学;中国南海研究协同创新中心;
273,万晓霞,4401.0,2,广东药科大学;广东医药学院;
274,万晶晶,1100.0,2,北京师范大学;中央音乐学院;
275,万晶晶,4201.0,2,华中师范大学;华中科技大学;
276,万杰,1200.0,2,河北工业大学;天津大学;
277,万毅,3100.0,3,上海交通大学;上海应用技术大学;上海市徐汇区人民检察院;
278,万永坤,6201.0,2,兰州财经大学;兰州大学;
279,万江,5101.0,3,成都理工大学;西南财经大学;成都理工学院;
280,万波,4201.0,2,江汉大学;华中科技大学;
281,万海远,1100.0,2,国家发展和改革委员会;北京师范大学;
282,万涛,6101.0,2,西安交通大学;西安工业大学;
283,万猛,1100.0,2,北京外国语大学;教育部;
284,万玉成,3203.0,2,空军后勤学院;中国矿业大学;
285,万玺,5000.0,2,重庆科技学院;后勤工程学院;
286,万琦,1100.0,2,中国人民大学;国家知识产权局;
287,万琴,3601.0,2,江西省棉麻公司;江西棉麻公司;
288,万琼华,4301.0,2,中南大学;湖南大学;
289,万璐,1100.0,2,北京林业大学;对外经济贸易大学;
290,万由祥,4209.0,3,湖北孝感职业技术学院;湖北职业技术学院;孝感职业技术学院;
291,万相昱,2201.0,2,东北师范大学;吉林大学;
292,万红,5101.0,2,四川师范大学;西南民族大学;
293,万芊,1100.0,2,北京大学;工商银行;
294,万芊,3100.0,2,复旦大学;华东政法大学;
295,万莉,1100.0,2,北京大学;中国艺术研究院;
296,万莉,3601.0,2,南昌大学;江西省歌舞剧院;
297,万莹,3601.0,2,江西财经大学;南昌大学;
298,万萍,1100.0,2,北京电影学院;北京师范大学;
299,万超,3100.0,2,上海立信会计金融学院;上海财经大学;
300,万鄂湘,1100.0,2,最高人民法院;民革中央;
301,万里鹏,3100.0,2,上海市委党校;同济大学;
302,万钢,1100.0,3,科技部;全国政协;中央电视台;
303,万阿俊,1100.0,2,中国人民银行;北京大学;
304,万雪芬,3301.0,2,浙江大学;杭州市委党校;
305,万震,4201.0,2,中南财经政法大学;武汉大学;
306,万青,3201.0,2,南京航空航天大学;南京农业大学;
307,万青,3301.0,2,浙江树人学院;杭州科技职业技术学院;
308,万鹏,1100.0,2,北京工商大学;经济日报;
309,上官酒瑞,3100.0,2,复旦大学;上海市委党校;
310,丘亮辉,1100.0,2,中国科学技术协会;中国自然辩证法研究会;
311,丘兆逸,4501.0,2,广西师范学院;广西大学;
312,丘萍,3301.0,2,浙江旅游职业学院;浙江大学;
313,丛丽,1100.0,2,北京大学;北京林业大学;
314,丛明,1100.0,2,国务院;国家税务总局;
315,丛林,1100.0,3,北京林业大学;北京化工大学;中国传媒大学;
316,丛海彬,3302.0,2,宁波大学;浙江万里学院;
317,丛立先,2101.0,2,辽宁大学;辽宁出版;
318,丛立先,4201.0,2,武汉大学;中南财经政法大学;
319,丛艳国,4401.0,2,华南农业大学;华南师范大学;
320,丛静,3701.0,2,山东财经大学;山东大学;
321,东明,4401.0,3,中山大学;华南师范大学;暨南大学;
322,东梅,2301.0,2,黑龙江省委党校;哈尔滨医科大学;
323,严三九,3100.0,2,华东师范大学;复旦大学;
324,严中,3201.0,2,南京曹雪芹纪念馆;南京日报;
325,严中华,4401.0,4,广东省科技干部学院;广东科技干部学院;广东科学技术职业学院;广东省科技职业学院;
326,严丹,4401.0,2,广东财经大学;华南师范大学;
327,严丽,5000.0,2,重庆科技学院;西南大学;
328,严丽明,4401.0,2,暨南大学;广东第二师范学院;
329,严伟,3201.0,2,金陵科技学院;河海大学;
330,严俊,1100.0,2,北京大学;人民论坛;
331,严俊,3100.0,2,复旦大学;上海财经大学;
332,严俊,4406.0,2,佛山科学技术学院;佛山科技学院;
333,严修鸿,4405.0,2,汕头大学;广东汕头市汕头大学;
334,严允,6210.0,2,江西武宁县博物馆;江西省武宁县文物管理所;
335,严全治,4107.0,2,河南科技学院;河南师范大学;
336,严军,1100.0,3,中国地质大学;北京大学;中国农业银行;
337,严军,3201.0,2,江苏省社会科学院;南京林业大学;
338,严冬,4201.0,2,武汉大学;华中科技大学;
339,严冬,5000.0,2,西南政法大学;重庆邮电大学;
340,严冰,1100.0,5,中央广播电视大学;国家开放大学;中央电大;中国地质大学;中国人民大学;
341,严励,1100.0,2,清华大学;北京工商大学;
342,严励,3100.0,2,上海大学;上海政法学院;
343,严妮,4201.0,2,武汉大学;湖北经济学院;
344,严安,3209.0,2,盐城市行政学院;江苏省盐城市委党校;
345,严小青,3201.0,2,南京农业大学;南京邮电大学;
346,严峻,1100.0,2,全国台湾研究会;中国社会科学院;
347,严峻,3100.0,2,上海大正投资有限公司;华东师范大学;
348,严平,1100.0,2,中国人民大学;教育部;
349,严敏,1200.0,2,天津大学;天津商业大学;
350,严敏,3100.0,2,上海交通大学;复旦大学;
351,严敏,5101.0,2,四川大学;四川师范大学;
352,严明,1100.0,2,北京大学;中国瑞林工程技术有限公司;
353,严明,3100.0,4,上海师范大学;上海应用技术大学;复旦大学;上海交通大学;
354,严明,3201.0,5,南京大学;南京艺术学院;江苏省人民检察院;南京苏河电子科技有限责任公司;南京政治学院;
355,严明华,3100.0,2,上海市长宁区人民检察院;上海市金山区人民检察院;
356,严标宾,4401.0,2,广东外语外贸大学;华南师范大学;
357,严正,3501.0,2,福建社会科学院;福建师范大学;
358,严波,1100.0,3,北京师范大学;中国社会科学院;中央电视台;
359,严波,3100.0,2,华东政法大学;复旦大学;
360,严泽胜,4201.0,2,中南财经政法大学;武汉大学;
361,严海兵,3100.0,2,复旦大学;华东政法大学;
362,严澍,5101.0,2,四川师范大学;四川大学;
363,严焰,3301.0,2,浙江工业大学;浙江外国语学院;
364,严燕,3201.0,3,南京农业大学;南京信息工程大学;南京工业大学;
365,严玲,1200.0,2,天津理工大学;天津大学;
366,严红,5101.0,2,四川省委党校;四川师范大学;
367,严美华,1100.0,2,国家对外汉语教学领导小组办公室;中国国家对外汉语教学领导小组办公室;
368,严翔,3201.0,2,河海大学;南京大学;
369,严芳,3100.0,2,上海市教育评估院;华东师范大学;
370,严荣,3100.0,2,上海市房地产科学研究院;上海市委党校;
371,严蓓,3301.0,2,浙江工业大学;浙江财经大学;
372,严薇,1100.0,2,中国音乐学院;北京印刷学院;
373,严虹,1100.0,2,北京师范大学;中国科学院;
374,严辉,4103.0,3,洛阳市文物考古研究院;洛阳市第二文物工作队;洛阳市文物工作队;
375,严锋,3306.0,2,浙江省绍兴广播电视总台;绍兴广播电视总台;
376,严隽琪,1100.0,4,中国人大常委会;民进中央;全国人民代表大会;中国民主促进会;
377,严隽琪,3100.0,2,上海市副市长;上海交通大学;
378,严靖,4201.0,2,武汉大学;湖北省武汉市武昌区武汉大学;
379,严静,3501.0,2,福建师范大学;福州大学;
380,严静,6101.0,2,陕西省考古研究院;西北大学;
381,严飞,4201.0,2,湖北经济学院;华中科技大学;
382,严魁,3501.0,3,福建新华发行(集团;福建新华发行集团;福建省新华发行集团;
383,丰志勇,3201.0,2,南京社会科学院;南京市社会科学院;
384,丹增,1100.0,2,中国文学艺术界联合会;中国文联;
385,丹曲,1100.0,2,中国社会科学院;北京大学;
386,丹曲,6201.0,2,甘肃省民族研究所;甘肃省藏学研究所;
387,丹飞,1100.0,2,丹飞文化传播(北京)有限公司;北京凤凰壹力文化发展有限公司;
388,乌丙安,1100.0,3,国家非物质文化遗产保护工作专家委员会;中国民俗学会;国家非物质文化遗产保护专家委员会;
389,乌东峰,4301.0,3,湖南省社会科学院;湖南农业大学;湖南涉外经济学院;
390,乌云,1501.0,3,内蒙古农业大学;内蒙古工业大学;内蒙古大学;
391,乌云娜,1501.0,4,内蒙古自治区委员会;内蒙古大学;内蒙古图书馆;内蒙古自治区委党校;
392,乌云格日勒,1100.0,4,中国社会科学院;民族出版社;北京民族出版社;中国民族语文翻译局;
393,乌云格日勒,1501.0,2,内蒙古大学;内蒙古师范大学;
394,乌云高娃,1100.0,2,中国社会科学院;中国社会学科院历史研究所;
395,乌仁其其格,1501.0,3,内蒙古农业大学;内蒙古师范大学;内蒙古财经大学;
396,乌兰,1100.0,6,中国煤炭经济学院;中国社会科学院;北京师范大学;中国人民大学;中国政法大学;中央民族大学;
397,乌兰,1501.0,4,内蒙古大学;内蒙古师范大学;内蒙古党委宣传部;呼和浩特市内蒙古自治区气象;
398,乌兰其木格,1100.0,2,中国人民大学;北京师范大学;
399,乌力吉,1100.0,3,中央民族大学;清华大学;北京大学;
400,乌力吉,1501.0,3,内蒙古自治区党校;内蒙古文化出版社;内蒙古师范大学;
401,乌家培,1100.0,5,国家信息中心;中国信息协会;国家经济信息中心;中国社会科学院;中国国家信息中心;
402,乌峰,3708.0,2,曲阜师范大学;济宁学院;
403,乌恩,1100.0,2,北京大学;中国社会科学院;
404,乌恩,1501.0,3,内蒙古农业大学;内蒙古社会主义学院;内蒙古自治区社会科学院;
405,乌拉尔·沙尔赛开,5101.0,2,四川成都西南财经大学;西南财经大学;
406,乌画,4301.0,2,中南大学;湖南涉外经济学院;
407,乐先莲,1100.0,2,北京师范大学;教育部;
408,乐章,4201.0,2,中南财经政法大学;华中师范大学;
409,乐耀,1100.0,2,中国社会科学院;北京大学;
410,乔东,1100.0,3,清华大学;中国劳动关系学院;国家认证认可监督管理委员会;
411,乔伟,1100.0,2,北京国际信托有限公司;北京理工大学;
