author_first,unit_city_code,ym,city_unitn,city_units,class_num,mag_classn,coauthor,author_first,unit_city_code,class_num_num,mag_classn_num
王伟光,1100.0,2016-03-01;2010-12-01;,1,中国社会科学院;;,F;F;,经济与管理;经济与管理;, 陈锡文; 李扬; 刘世锦; 刘诗白; 刘伟; 蔡昉; 白钦先; 李稻葵;,王伟光,1100.0,1,1
王伟光,2101.0,2015-06-01;,1,辽宁大学;;,F;,经济与管理;, 冯荣凯; 尹博;,王伟光,2101.0,1,1
王俊,3403.0,2010-09-01;,1,安徽财经大学;;,F;F;,经济与管理;, 王刚贞;,王俊,3403.0,1,1
王俊,1100.0,2012-01-01;2008-07-01;2007-12-01;2007-04-01;,1,中央财经大学;;,D;F;R;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 龚强; 王威; 昌忠泽; 刘宏; 昌忠泽; 昌忠泽;,王俊,1100.0,3,1
王倩,3701.0,2016-05-01;,1,山东财经大学;;,F;F;,经济与管理;, 马云霄;,王倩,3701.0,1,1
王倩,1200.0,2012-05-01;,1,南开大学;;,F;,经济与管理;, 李颖华;,王倩,1200.0,1,1
王兰芳,1200.0,2001-06-01;,1,南开大学;;,F;,经济与管理;,nan,王兰芳,1200.0,1,1
王兰芳,3100.0,2010-10-01;,1,上海财经大学;;,F;F;,经济与管理;, 王苏生;,王兰芳,3100.0,1,1
王勇,1100.0,2003-02-01;2002-04-01;,1,北京大学;;,F;G;,经济与管理;经济与管理;,nan,王勇,1100.0,2,1
王勇,3302.0,2005-01-01;2003-12-01;,1,浙江万里学院;;,F;F;,经济与管理;经济与管理;, 袁葵芳;,王勇,3302.0,1,1
王博,1200.0,2013-05-01;2013-03-01;2012-06-01;,1,南开大学;;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 郭廓; 马君潞; 刘永余; 刘澜飚;,王博,1200.0,1,1
王博,5101.0,2017-04-01;,1,西南财经大学;;,F;F;,经济与管理;, 张晓玫; 卢露;,王博,5101.0,1,1
王向楠,1100.0,2012-08-01;,1,北京大学;;,F;F;,经济与管理;, 徐舒;,王向楠,1100.0,1,1
王向楠,5101.0,2011-10-01;,1,西南财经大学;;,F;F;,经济与管理;,nan,王向楠,5101.0,1,1
王国静,3506.0,2014-09-01;,1,华安证券;;,F;F;,经济与管理;, 田国强;,王国静,3506.0,1,1
王国静,3100.0,2014-03-01;,1,上海财经大学;;,F;F;,经济与管理;, 田国强;,王国静,3100.0,1,1
王宇,1100.0,2015-04-01;,1,中国人民银行;;,F;F;,经济与管理;, 李宏瑾;,王宇,1100.0,1,1
王宇,1501.0,2014-10-01;,1,内蒙古大学;;,F;F;,经济与管理;, 郭新强; 干春晖;,王宇,1501.0,1,1
王小龙,1100.0,2015-11-01;2011-08-01;2004-04-01;,2,中国人民大学;;北京大学;;,F;F;D;F;F;,经济与管理;经济与管理;经济与管理;, 方金金; 兰永生;nan,王小龙,1100.0,2,1
王小龙,6101.0,2002-01-01;2002-04-01;,1,西北大学;;,F;F;F;,经济与管理;经济与管理;, 李斌;,王小龙,6101.0,1,1
王平,1100.0,2012-05-01;,1,对外经济贸易大学;;,F;F;,经济与管理;, 肖军;,王平,1100.0,1,1
王平,5101.0,2009-06-01;,1,四川大学;;,F;,经济与管理;, 邹易; 唐柳;,王平,5101.0,1,1
王弟海,3100.0,2016-08-01;2012-06-01;2008-01-01;,1,复旦大学;;,R;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 黄亮; 李宏毅; 龚六堂;,王弟海,3100.0,2,1
王弟海,1100.0,2006-04-01;,1,北京大学;;,F;F;,经济与管理;, 龚六堂;,王弟海,1100.0,1,1
王晓,1100.0,2010-01-01;,1,中央财经大学;;,F;,经济与管理;, 李佳;,王晓,1100.0,1,1
王晓,3701.0,2012-04-01;,1,山东财经大学;;,F;,经济与管理;,nan,王晓,3701.0,1,1
王欢,3701.0,2014-08-01;,1,山东大学;;,F;F;,经济与管理;, 郭建强;,王欢,3701.0,1,1
王欢,6101.0,2017-04-01;,1,陕西师范大学;;,G;G;,经济与管理;, 史耀疆; 王爱琴; 罗朴尚; 罗思高; 诸彦杰;,王欢,6101.0,1,1
王永进,1200.0,2016-07-01;2014-04-01;2012-07-01;,1,南开大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 张国峰; 施炳展; 盛丹;,王永进,1200.0,1,1
王永进,3502.0,2010-07-01;,1,厦门大学;;,F;F;,经济与管理;, 盛丹; 施炳展; 李坤望;,王永进,3502.0,1,1
王海港,1100.0,2009-09-01;2005-01-01;,2,中央财经大学;;北京大学;;,F;F;F;,经济与管理;经济与管理;, 黄少安; 李琴; 罗凤金;nan,王海港,1100.0,1,1
王海港,4401.0,2007-08-01;,1,中山大学;;,G;,经济与管理;, 李实; 刘京军;,王海港,4401.0,1,1
王爱俭,3209.0,2014-04-01;2017-10-01;,1,中国滨海金融协同创新中心;;,F;F;F;F;,经济与管理;经济与管理;, 王璟怡; 杜强;,王爱俭,3209.0,1,1
王爱俭,1200.0,2007-10-01;2007-02-01;,1,天津财经大学;;,F;F;F;F;,经济与管理;经济与管理;, 林楠; 温博慧;,王爱俭,1200.0,1,1
王玲玲,4201.0,2012-06-01;,1,华中科技大学;;,F;F;,经济与管理;, 王宗军; 毛磊;,王玲玲,4201.0,1,1
王玲玲,5301.0,2015-02-01;,1,云南财经大学;;,F;F;,经济与管理;, 尹晓冰;,王玲玲,5301.0,1,1
王珏,1100.0,2004-02-01;,1,中国人民大学;;,F;,经济与管理;, 饶晓鹏;,王珏,1100.0,1,1
王珏,2102.0,2012-01-01;,1,东北财经大学;;,F;F;,经济与管理;,nan,王珏,2102.0,1,1
王璐,1200.0,2008-06-01;,1,南开大学;;,F;,经济与管理;, 柳欣;,王璐,1200.0,1,1
王璐,3201.0,2014-11-01;,1,南京师范大学;;,F;F;,经济与管理;, 童中文;,王璐,3201.0,1,1
王璐,5101.0,2008-04-01;,1,西南财经大学;;,F;F;,经济与管理;, 庞皓;,王璐,5101.0,1,1
王艳,4401.0,2017-12-01;,1,广东财经大学;;,F;,经济与管理;, 李善民;,王艳,4401.0,1,1
王艳,1200.0,2002-06-01;,1,南开大学;;,F;,经济与管理;,nan,王艳,1200.0,1,1
王苍峰,3100.0,2007-08-01;,1,上海财经大学;;,F;,经济与管理;,nan,王苍峰,3100.0,1,1
王苍峰,3701.0,2011-12-01;,1,山东财经大学;;,F;F;F;,经济与管理;, 司传宁;,王苍峰,3701.0,1,1
王锋,3203.0,2017-09-01;,1,中国矿业大学;;,F;F;,经济与管理;, 李紧想; 张芳; 吴艳杰;,王锋,3203.0,1,1
王锋,3502.0,2010-02-01;,1,厦门大学;;,X;,经济与管理;, 吴丽华; 杨超;,王锋,3502.0,1,1
王锋,6101.0,2013-08-01;,1,西安交通大学;;,X;F;,经济与管理;, 冯根福; 吴丽华;,王锋,6101.0,2,1
王静,1200.0,2016-04-01;,1,南开大学;;,F;,经济与管理;, 张卓; 武舜臣;,王静,1200.0,1,1
王静,3301.0,2002-11-01;,1,浙江大学;;,F;,经济与管理;,nan,王静,3301.0,1,1
王静,4102.0,2017-02-01;,1,河南大学;;,F;,经济与管理;, 庄鹏睿; 罗良清;,王静,4102.0,1,1
王鹏,1100.0,2008-02-01;2012-12-01;,2,中国人民银行;;北京交通大学;;,F;F;,经济与管理;经济与管理;,nannan,王鹏,1100.0,1,1
王鹏,1401.0,2002-08-01;,1,山西财经大学;;,F;,经济与管理;,nan,王鹏,1401.0,1,1
王鹏,5101.0,2014-12-01;,1,西南财经大学;;,F;,经济与管理;, 付延平; 李文贺;,王鹏,5101.0,1,1
田利辉,1100.0,2005-10-01;2005-10-01;2004-10-01;,1,北京大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,nan,田利辉,1100.0,1,1
田利辉,1200.0,2017-11-01;2014-01-01;2013-04-01;2013-11-01;2015-04-01;2014-04-01;,1,南开大学;;,F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 王可第; 张伟; 谭德凯; 王冠英;,田利辉,1200.0,1,1
田青,1100.0,2017-01-01;,1,中央财经大学;;,F;,经济与管理;,nan,田青,1100.0,1,1
田青,2102.0,2009-10-01;,1,东北财经大学;;,F;F;,经济与管理;, 高铁梅;,田青,2102.0,1,1
白钦先,4401.0,2001-04-01;,1,中山大学;;,F;,经济与管理;, 薛誉华;,白钦先,4401.0,1,1
白钦先,2101.0,2011-10-01;2017-04-01;2005-06-01;,1,辽宁大学;;,F;F;F;,经济与管理;经济与管理;经济与管理;, 张志文; 张坤; 常海中;,白钦先,2101.0,1,1
皮建才,3201.0,2014-10-01;2012-10-01;2011-02-01;,1,南京大学;;,D;D;F;,经济与管理;经济与管理;经济与管理;, 殷军; 周愚;,皮建才,3201.0,2,1
皮建才,1100.0,2008-03-01;2007-05-01;2007-01-01;2006-10-01;2007-08-01;,1,北京大学;;,F;F;F;C;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,nan,皮建才,1100.0,2,1
程令国,1100.0,2012-01-01;2011-08-01;,1,北京大学;;,R;F;,经济与管理;经济与管理;, 张晔; 张晔;,程令国,1100.0,2,1
程令国,3100.0,2016-01-01;2014-10-01;,1,上海财经大学;;,D;F;G;,经济与管理;经济与管理;, 张晔; 刘志彪; 张晔; 沈可;,程令国,3100.0,3,1
程令国,3201.0,2013-08-01;,1,南京大学;;,F;F;,经济与管理;, 张晔; 刘志彪;,程令国,3201.0,1,1
程培堽,3205.0,2009-07-01;,1,苏州农业职业技术学院;;,F;F;,经济与管理;, 周应恒; 殷志扬;,程培堽,3205.0,1,1
程培堽,3502.0,2003-06-01;,1,厦门大学;;,F;,经济与管理;,nan,程培堽,3502.0,1,1
简泽,3100.0,2013-05-01;2014-08-01;,1,同济大学;;,F;F;F;F;,经济与管理;经济与管理;, 干春晖; 余典范; 张涛; 伏玉林;,简泽,3100.0,1,1
简泽,3601.0,2017-05-01;,1,江西财经大学;;,F;F;,经济与管理;, 谭利萍; 吕大国; 符通;,简泽,3601.0,1,1
管七海,1100.0,2005-08-01;2005-04-01;,1,北京大学;;,F;F;,经济与管理;经济与管理;,nan,管七海,1100.0,1,1
管七海,4403.0,2006-01-01;,1,招商银行;;,F;,经济与管理;,nan,管七海,4403.0,1,1
胡洁,3100.0,2014-08-01;,1,华东师范大学;;,F;,经济与管理;, 陈彦煌;,胡洁,3100.0,1,1
胡洁,6101.0,2010-08-01;,1,西安交通大学;;,F;F;F;,经济与管理;, 陈彦煌;,胡洁,6101.0,1,1
范子英,3100.0,2015-05-01;2017-02-01;2016-01-01;2016-07-01;2010-03-01;2010-04-01;2008-10-01;,2,上海财经大学;;复旦大学;;,F;F;F;D;F;F;F;D;F;F;K;K;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 刘甲炎; 彭飞; 彭飞; 刘冲; 田彬彬; 张军; 孟令杰; 石慧;,范子英,3100.0,3,1
范子英,3201.0,2006-08-01;2007-01-01;,1,南京农业大学;;,F;F;F;,经济与管理;经济与管理;, 孟令杰; 孟令杰;,范子英,3201.0,1,1
范子英,4201.0,2014-06-01;2013-09-01;2013-01-01;,1,华中科技大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 李欣; 田彬彬; 石慧;,范子英,4201.0,1,1
葛兆强,1100.0,2006-02-01;2005-05-01;,1,中国社会科学院;;,F;F;,经济与管理;经济与管理;,nan,葛兆强,1100.0,1,1
葛兆强,4403.0,2009-08-01;2002-11-01;2001-10-01;,1,招商银行;;,F;F;F;,经济与管理;经济与管理;经济与管理;,nan,葛兆强,4403.0,1,1
董保民,3502.0,2003-10-01;,1,厦门大学;;,D;,经济与管理;,nan,董保民,3502.0,1,1
董保民,1100.0,2006-07-01;,1,对外经济贸易大学;;,F;F;,经济与管理;, 郭桂霞;,董保民,1100.0,1,1
蒙英华,3100.0,2015-10-01;2009-12-01;,2,上海对外经贸大学;;复旦大学;;,F;F;,经济与管理;经济与管理;, 蔡宏波; 黄建忠; 蔡宏波;,蒙英华,3100.0,1,1
蒙英华,3502.0,2008-02-01;,1,厦门大学;;,F;F;F;,经济与管理;, 黄建忠;,蒙英华,3502.0,1,1
蒲成毅,1200.0,2005-02-01;,1,南开大学;;,F;,经济与管理;,nan,蒲成毅,1200.0,1,1
蒲成毅,5101.0,2012-12-01;,1,西南民族大学;;,F;F;F;,经济与管理;, 潘小军;,蒲成毅,5101.0,1,1
蔡宁,1100.0,2017-02-01;,1,北京大学;;,F;,经济与管理;, 刘勇;,蔡宁,1100.0,1,1
蔡宁,3301.0,2017-03-01;,1,浙江大学;;,F;F;F;,经济与管理;, 贺锦江; 王节祥;,蔡宁,3301.0,1,1
蔡昱,5301.0,2016-02-01;2014-12-01;,1,云南财经大学;;,C;A;,经济与管理;经济与管理;, 龚刚; 龚刚;,蔡昱,5301.0,2,1
蔡昱,1200.0,2013-02-01;2008-04-01;,1,天津医科大学;;,R;D;,经济与管理;经济与管理;, 龚刚; 张前程; 龚刚;,蔡昱,1200.0,2,1
薛白,4506.0,2011-12-01;,1,东兴证券;;,F;F;,经济与管理;,nan,薛白,4506.0,1,1
薛白,1100.0,2014-12-01;,1,中信银行;;,F;F;,经济与管理;,nan,薛白,1100.0,1,1
许伟,1100.0,2009-04-01;2016-05-01;,2,北京大学;;国务院;;,F;F;F;F;,经济与管理;经济与管理;, 陈斌开; 陈斌开;,许伟,1100.0,1,1
许伟,4501.0,2008-06-01;,1,广西大学;;,F;,经济与管理;, 曾屹; 陈兴海;,许伟,4501.0,1,1
许年行,1100.0,2016-12-01;2012-07-01;2011-04-01;2013-01-01;,1,中国人民大学;;,C;F;F;F;F;F;D;D;,经济与管理;经济与管理;经济与管理;经济与管理;, 李哲; 江轩宇; 伊志宏; 徐信忠; 洪涛; 吴世农; 徐信忠; 江轩宇; 伊志宏; 袁清波;,许年行,1100.0,3,1
许年行,3502.0,2007-01-01;2006-04-01;,1,厦门大学;;,F;F;F;,经济与管理;经济与管理;, 吴世农; 吴世农;,许年行,3502.0,1,1
许承明,3100.0,2001-08-01;,1,复旦大学;;,F;,经济与管理;,nan,许承明,3100.0,1,1
许承明,3201.0,2005-03-01;,1,南京财经大学;;,F;,经济与管理;, 宋海林;,许承明,3201.0,1,1
谢刚,1100.0,2009-01-01;,1,中国人民大学;;,F;,经济与管理;, 李勇;,谢刚,1100.0,1,1
谢刚,5101.0,2011-06-01;,1,西南交通大学;;,F;,经济与管理;, 侯景亮; 贾建民;,谢刚,5101.0,1,1
谢康,4401.0,2017-08-01;2016-02-01;2016-04-01;2012-01-01;2001-05-01;,1,中山大学;;,D;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 刘意; 肖静华; 刘亚平; 吴瑶; 肖静华; 廖雪华; 赖金天; 肖静华; 乌家培; 肖静华; 周先波; 乌家培;,谢康,4401.0,2,1
谢康,3100.0,2002-02-01;,1,上海社会科学院;;,F;,经济与管理;,nan,谢康,3100.0,1,1
谢建国,1200.0,2004-04-01;,1,南开大学;;,F;,经济与管理;,nan,谢建国,1200.0,1,1
谢建国,3201.0,2007-06-01;2014-07-01;2006-07-01;2010-12-01;2005-12-01;,1,南京大学;;,F;F;F;F;F;F;G;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 姜珮珊; 张悦; 徐华;,谢建国,3201.0,2,1
谭之博,1100.0,2012-12-01;,1,北京大学;;,F;F;,经济与管理;, 赵岳;,谭之博,1100.0,1,1
谭之博,3100.0,2016-02-01;2015-04-01;,1,复旦大学;;,C;R;D;F;,经济与管理;经济与管理;, 张晓波; 周黎安; 赵岳;,谭之博,3100.0,4,1
谭旭东,1100.0,2004-12-01;,1,中国社会科学院;;,F;,经济与管理;,nan,谭旭东,1100.0,1,1
谭旭东,3502.0,2008-09-01;2007-02-01;,1,厦门大学;;,F;F;F;F;,经济与管理;经济与管理;,nan,谭旭东,3502.0,1,1
贺京同,1200.0,2014-07-01;2011-12-01;2007-06-01;2004-04-01;2002-12-01;,1,南开大学;;,C;C;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 那艺; 郝身永; 冯尧; 徐璐; 李峰; 霍焰; 李大勇;,贺京同,1200.0,2,1
贺京同,3701.0,2013-12-01;,1,山东大学;;,F;,经济与管理;, 郝身永;,贺京同,3701.0,1,1
贾良定,3201.0,2001-03-01;,1,南京大学;;,F;,经济与管理;, 陈秋霖;,贾良定,3201.0,1,1
贾良定,1100.0,2002-04-01;,1,北京大学;;,F;F;,经济与管理;,nan,贾良定,1100.0,1,1
赵文军,3201.0,2008-12-01;2009-08-01;,1,南京大学;;,F;F;F;F;,经济与管理;经济与管理;, 于津平; 于津平;,赵文军,3201.0,1,1
赵文军,4403.0,2012-08-01;2014-06-01;,1,深圳大学;;,F;F;F;F;F;F;F;,经济与管理;经济与管理;, 于津平; 于津平;,赵文军,4403.0,1,1
赵旭,3100.0,2013-12-01;,1,上海对外经贸大学;;,F;,经济与管理;, 李浩;,赵旭,3100.0,1,1
赵旭,3201.0,2007-12-01;2006-12-01;,1,南京财经大学;;,F;F;F;,经济与管理;经济与管理;,nan,赵旭,3201.0,1,1
赵进文,1200.0,2004-06-01;,1,南开大学;;,F;,经济与管理;, 高辉;,赵进文,1200.0,1,1
赵进文,2102.0,2013-04-01;2010-12-01;2007-08-01;2005-12-01;2005-02-01;2004-10-01;2004-07-01;2001-12-01;,1,东北财经大学;;,F;F;F;F;F;F;F;F;F;C;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 苏明政; 邢天才; 邢天才; 熊磊; 范继涛; 闵捷; 闵捷; 高辉; 邵国莉;,赵进文,2102.0,2,1
逄锦聚,1100.0,2017-11-01;2016-10-01;,1,中国特色社会主义经济建设协同创新中心;;,D;F;F;,经济与管理;经济与管理;,nan,逄锦聚,1100.0,2,1
逄锦聚,1200.0,2005-02-01;2004-02-01;2002-02-01;2001-10-01;,1,南开大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,nan,逄锦聚,1200.0,1,1
邓伟,4201.0,2013-01-01;,1,华中科技大学;;,F;F;,经济与管理;, 唐齐鸣;,邓伟,4201.0,1,1
邓伟,1100.0,2009-10-01;,1,北京大学;;,F;,经济与管理;,nan,邓伟,1100.0,1,1
邓伟,3201.0,2012-06-01;,1,南京财经大学;;,F;F;F;,经济与管理;, 叶林祥;,邓伟,3201.0,1,1
邵帅,2301.0,2008-04-01;,1,哈尔滨工业大学;;,F;F;F;,经济与管理;, 齐中英;,邵帅,2301.0,1,1
邵帅,3100.0,2016-09-01;2013-02-01;2011-12-01;2017-03-01;2015-05-01;,2,上海财经大学;;复旦大学;;,X;X;F;F;F;F;F;F;F;X;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 李欣; 曹建华; 杨莉莉; 杨莉莉; 黄涛; 杨莉莉; 张曦; 赵兴荣; 吕长江;,邵帅,3100.0,2,1
邵挺,1100.0,2017-02-01;2011-04-01;,1,国务院;;,F;F;F;,经济与管理;经济与管理;, 王瑞民; 王微; 崔凡; 范英; 许庆;,邵挺,1100.0,1,1
邵挺,3100.0,2010-06-01;,1,复旦大学;;,F;,经济与管理;, 袁志刚;,邵挺,3100.0,1,1
邹薇,4201.0,2005-05-01;,1,武汉大学;;,F;,经济与管理;, 钱雪松;,邹薇,4201.0,1,1
邹薇,4303.0,2007-06-01;,1,湘潭大学;;,F;F;,经济与管理;, 陈云;,邹薇,4303.0,1,1
郑挺国,3502.0,2013-06-01;2012-03-01;2010-03-01;2010-10-01;,1,厦门大学;;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 王霞; 王霞; 苏娜; 刘金全; 王霞;,郑挺国,3502.0,1,1
郑挺国,2201.0,2008-01-01;,1,吉林大学;;,F;F;,经济与管理;, 刘金全;,郑挺国,2201.0,1,1
郭克莎,1100.0,2002-11-01;,1,中国社会科学院;;,F;,经济与管理;,nan,郭克莎,1100.0,1,1
郭克莎,3505.0,2017-02-01;2017-10-01;2016-09-01;,1,华侨大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 杨阔;,郭克莎,3505.0,1,1
郭凯明,1100.0,2011-12-01;2011-07-01;,1,北京大学;;,F;F;C;,经济与管理;经济与管理;, 张全升; 龚六堂; 颜色;,郭凯明,1100.0,2,1
郭凯明,4401.0,2017-03-01;2017-04-01;2016-06-01;2015-07-01;2016-04-01;,2,中山大学;;暨南大学;;,F;F;F;C;F;F;F;C;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 杭静; 颜色; 颜色; 颜色; 颜色; 余靖雯; 龚六堂;,郭凯明,4401.0,2,1
郭峰,1100.0,2016-06-01;,1,北京大学;;,D;F;,经济与管理;,nan,郭峰,1100.0,2,1
郭峰,3100.0,2015-04-01;2017-07-01;2017-07-01;,2,上海新金融研究院;;上海财经大学;;,F;D;X;G;,经济与管理;经济与管理;经济与管理;,nan 石庆玲; 李欣;,郭峰,3100.0,4,1
郭广珍,3100.0,2014-02-01;,1,复旦大学;;,F;,经济与管理;, 张军;,郭广珍,3100.0,1,1
郭广珍,2101.0,2017-03-01;,1,辽宁大学;;,F;F;,经济与管理;, 张玉兰; 胡可嘉;,郭广珍,2101.0,1,1
郭强,1200.0,2017-06-01;2014-10-01;2013-12-01;2012-08-01;2015-02-01;,1,天津财经大学;;,F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 张明; 邓黎桥; 殷无弦; 董昀; 谭小芬; 董昀; 李向前; 李向前; 付志刚;,郭强,1200.0,1,1
郭强,1100.0,2011-08-01;,1,中国社会科学院;;,F;F;F;,经济与管理;, 谭小芬; 李向前;,郭强,1100.0,1,1
郭玉清,1100.0,2006-06-01;,1,中国人民大学;;,F;F;,经济与管理;,nan,郭玉清,1100.0,1,1
郭玉清,1200.0,2017-06-01;2016-03-01;2011-08-01;,1,南开大学;;,F;D;F;F;,经济与管理;经济与管理;经济与管理;, 孙希芳; 何杨; 何杨; 李龙;,郭玉清,1200.0,2,1
钟昌标,3302.0,2010-01-01;2007-09-01;,1,宁波大学;;,F;F;F;,经济与管理;经济与管理;,nan,钟昌标,3302.0,1,1
钟昌标,5301.0,2014-12-01;2013-12-01;,1,云南财经大学;;,F;F;F;F;,经济与管理;经济与管理;, 黄远浙; 刘伟; 黄远浙; 刘伟;,钟昌标,5301.0,1,1
钟春平,1100.0,2015-05-01;,1,中国社会科学院;;,F;,经济与管理;, 田敏;,钟春平,1100.0,1,1
钟春平,4201.0,2012-12-01;2006-08-01;2011-01-01;,1,华中科技大学;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 陈静; 孙焕民; 徐长生; 徐长生;,钟春平,4201.0,1,1
钟春平,4403.0,2005-07-01;,1,招商银行;;,F;,经济与管理;, 徐长生;,钟春平,4403.0,1,1
钱先航,3701.0,2017-02-01;2015-07-01;2017-12-01;2014-07-01;,1,山东大学;;,D;F;D;C;F;D;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 曹廷求; 曹廷求; 曹春方; 王可; 徐业坤;,钱先航,3701.0,3,1
钱先航,1200.0,2011-12-01;,1,南开大学;;,F;,经济与管理;, 曹廷求; 李维安;,钱先航,1200.0,1,1
闫国庆,2101.0,2002-05-01;,1,辽宁大学;;,F;,经济与管理;,nan,闫国庆,2101.0,1,1
闫国庆,3302.0,2009-05-01;,1,浙江万里学院;;,F;,经济与管理;, 孙琪; 仲鸿生; 赵娜; 荆娴;,闫国庆,3302.0,1,1
陆磊,1100.0,2001-04-01;,1,中国人民银行;;,F;,经济与管理;,nan,陆磊,1100.0,1,1
陆磊,4401.0,2005-08-01;,1,中山大学;;,F;,经济与管理;,nan,陆磊,4401.0,1,1
陆磊,5101.0,2004-10-01;,1,西南财经大学;;,F;,经济与管理;, 李世宏;,陆磊,5101.0,1,1
陆立军,3307.0,2007-04-01;,1,浙江师范大学;;,F;F;,经济与管理;, 杨海军;,陆立军,3307.0,1,1
陆立军,3301.0,2002-02-01;,1,浙江省软科学研究所;;,F;,经济与管理;,nan,陆立军,3301.0,1,1
陆蓉,4401.0,2004-03-01;2004-01-01;,1,中山大学;;,F;F;,经济与管理;经济与管理;, 徐龙炳; 徐龙炳;,陆蓉,4401.0,1,1
陆蓉,3100.0,2017-11-01;2017-11-01;2007-06-01;,1,上海财经大学;;,F;O;F;F;,经济与管理;经济与管理;经济与管理;, 邓鸣茂; 何婧; 崔晓蕾; 陈百助; 徐龙炳; 谢新厚;,陆蓉,3100.0,2,1
陈仕华,1200.0,2015-09-01;,1,天津财经大学;;,F;F;,经济与管理;, 卢昌崇; 姜广省; 王雅茹;,陈仕华,1200.0,1,1
陈仕华,2102.0,2017-05-01;2016-06-01;2014-10-01;,1,东北财经大学;;,F;F;F;D;,经济与管理;经济与管理;经济与管理;, 卢昌崇; 李维安; 姜广省; 李维安; 王春林;,陈仕华,2102.0,2,1
陈健,1100.0,2007-11-01;,1,中国社会科学院;;,F;,经济与管理;,nan,陈健,1100.0,1,1
陈健,3201.0,2009-04-01;,1,东南大学;;,F;F;,经济与管理;, 徐康宁;,陈健,3201.0,1,1
陈健,3701.0,2013-09-01;,1,山东大学;;,F;D;,经济与管理;, 黄少安;,陈健,3701.0,2,1
陈冬华,3100.0,2005-02-01;,1,上海财经大学;;,F;,经济与管理;, 陈信元; 万华林;,陈冬华,3100.0,1,1
陈冬华,3201.0,2017-05-01;2015-05-01;2013-09-01;2011-12-01;2010-07-01;2008-03-01;,1,南京大学;;,F;F;F;B;D;F;F;F;F;D;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 相加凤; 范从来; 沈永建; 胡晓莉; 梁上坤; 新夫; 陈富生; 沈永建; 尤海峰; 范从来; 沈永建; 周亚虹; 章铁生; 李翔;,陈冬华,3201.0,3,1
陈利平,3100.0,2007-07-01;,1,上海财经大学;;,F;F;,经济与管理;,nan,陈利平,3100.0,1,1
陈利平,4201.0,2001-03-01;2003-04-01;,1,武汉大学;;,F;F;,经济与管理;经济与管理;,nan,陈利平,4201.0,1,1
陈叶烽,1100.0,2012-02-01;,1,北京师范大学;;,F;,经济与管理;, 叶航; 汪丁丁;,陈叶烽,1100.0,1,1
陈叶烽,3301.0,2011-06-01;2009-12-01;,1,浙江大学;;,F;C;,经济与管理;经济与管理;, 周业安; 宋紫峰;,陈叶烽,3301.0,2,1
陈平,1100.0,2006-10-01;2002-01-01;,1,北京大学;;,F;F;F;,经济与管理;经济与管理;,nan,陈平,1100.0,1,1
陈平,4401.0,2002-06-01;,1,中山大学;;,F;,经济与管理;, 王曦;,陈平,4401.0,1,1
陈强,3501.0,2009-04-01;,1,福建省福州大学;;,F;F;F;,经济与管理;, 叶阿忠;,陈强,3501.0,1,1
陈强,3701.0,2011-07-01;2015-07-01;2014-10-01;2017-08-01;,1,山东大学;;,F;K;K;F;X;,经济与管理;经济与管理;经济与管理;经济与管理;, 乔兆纲; 孙丰凯; 徐艳娴;,陈强,3701.0,3,1
陈志俊,4201.0,2003-10-01;,1,武汉大学;;,F;,经济与管理;, 邱敬渊;,陈志俊,4201.0,1,1
陈志俊,3301.0,2004-10-01;,1,浙江大学;;,G;,经济与管理;, 张昕竹;,陈志俊,3301.0,1,1
陈昆亭,5301.0,2017-07-01;,1,云南财经大学;;,F;,经济与管理;, 周炎;,陈昆亭,5301.0,1,1
