author_first,unit_city_code,ym,city_unitn,city_units,class_num,mag_classn,coauthor,author_first,unit_city_code,class_num_num,mag_classn_num
张杰,1100.0,2015-10-01;2016-05-01;2017-03-01;2016-01-01;2014-10-01;2013-10-01;2011-03-01;2011-08-01;2010-08-01;2006-06-01;2004-06-01;2003-01-01;2017-08-01;2017-02-01;2015-12-01;2013-12-01;2013-04-01;2011-04-01;2011-12-01;2010-10-01;2017-02-01;2016-04-01;2015-04-01;2011-01-01;2010-07-01;2017-10-01;,1,中国人民大学;;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;B;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 陈志远; 杨连星; 新夫; 杨连星; 新夫; 郑文平; 郑文平; 翟福昕; 陈志远; 刘元春; 周晓艳; 李勇; 张培丽; 黄泰岩; 郑文平; 翟福昕; 郑文平; 陈志远; 李克; 刘志彪; 李勇; 刘志彪; 郑文平; 新夫;,张杰,1100.0,2,1
张杰,3201.0,2007-06-01;,1,南京大学;;,F;,经济与管理;, 张少军; 刘志彪;,张杰,3201.0,1,1
张波,4403.0,2008-05-01;,1,招商银行;;,F;,经济与管理;,nan,张波,4403.0,1,1
张波,3100.0,2011-11-01;,1,上海财经大学;;,D;F;,经济与管理;,nan,张波,3100.0,2,1
张波,1200.0,2002-02-01;,1,南开大学;;,F;,经济与管理;,nan,张波,1200.0,1,1
张海洋,1100.0,2016-10-01;,1,对外经济贸易大学;;,F;F;,经济与管理;,nan,张海洋,1100.0,1,1
张海洋,3301.0,2011-01-01;2010-04-01;2017-09-01;,2,浙江大学;;浙江理工大学;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 史晋川; 金则杨;,张海洋,3301.0,1,1
张琦,1200.0,2003-12-01;,1,南开大学;;,F;,经济与管理;,nan,张琦,1200.0,1,1
张琦,4201.0,2015-06-01;2016-05-01;,1,中南财经政法大学;;,F;F;F;,经济与管理;经济与管理;, 吕敏康; 步丹璐; 郁智;,张琦,4201.0,1,1
张红,1100.0,2016-04-01;2016-04-01;,1,北京大学;;,F;F;,经济与管理;经济与管理;, 周黎安; 梁建章; 周黎安; 徐晋涛; 赵锦勇;,张红,1100.0,1,1
张红,4401.0,2017-12-01;,1,暨南大学;;,F;,经济与管理;, 周黎安; 梁建章;,张红,4401.0,1,1
张羽,2102.0,2005-05-01;,1,东北财经大学;;,F;,经济与管理;, 李黎;,张羽,2102.0,1,1
张羽,1100.0,2010-08-01;,1,中国人民银行;;,F;,经济与管理;, 李黎;,张羽,1100.0,1,1
张超,1200.0,2007-12-01;,1,南开大学;;,F;,经济与管理;,nan,张超,1200.0,1,1
张超,3100.0,2005-10-01;,1,上海交通大学;;,F;,经济与管理;, 顾锋;,张超,3100.0,1,1
张辉,1100.0,2014-11-01;,1,北京大学;;,F;,经济与管理;,nan,张辉,1100.0,1,1
张辉,1200.0,2016-12-01;,1,南开大学;;,F;F;,经济与管理;, 刘鹏; 于涛; 安虎森; 戚安邦;,张辉,1200.0,1,1
彭恒文,1100.0,2009-12-01;,1,中国人民银行;;,F;,经济与管理;, 石磊;,彭恒文,1100.0,1,1
彭恒文,3100.0,2008-04-01;,1,复旦大学;;,C;,经济与管理;, 石磊;,彭恒文,3100.0,1,1
彭江波,1100.0,2002-12-01;,1,中国人民银行;;,F;,经济与管理;,nan,彭江波,1100.0,1,1
彭江波,5101.0,2010-09-01;,1,西南财经大学;;,X;,经济与管理;, 郭琪;,彭江波,5101.0,1,1
徐枫,4401.0,2004-09-01;,1,华南理工大学;;,F;,经济与管理;,nan,徐枫,4401.0,1,1
徐枫,1100.0,2016-04-01;2014-12-01;,1,中国社会科学院;;,F;F;F;,经济与管理;经济与管理;,nan,徐枫,1100.0,1,1
徐琰超,1100.0,2010-04-01;,1,北京师范大学;;,F;F;F;,经济与管理;, 沈拓彬; 尹恒;,徐琰超,1100.0,1,1
徐琰超,5301.0,2016-08-01;2014-04-01;,1,云南大学;;,F;F;F;,经济与管理;经济与管理;, 柳荻; 杨龙见; 杨龙见;,徐琰超,5301.0,1,1
戈建国,1100.0,2011-10-01;,1,中国人民银行;;,F;F;,经济与管理;, 周继忠;,戈建国,1100.0,1,1
戈建国,3100.0,2007-11-01;,1,上海财经大学;;,F;,经济与管理;,nan,戈建国,3100.0,1,1
戴翔,3201.0,2016-09-01;2016-12-01;2016-09-01;,1,南京审计大学;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 郑岚; 张为付; 刘梦; 任志成;,戴翔,3201.0,1,1
戴翔,3403.0,2014-07-01;2013-07-01;2013-04-01;2011-06-01;,1,安徽财经大学;;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 金碚; 张雨;,戴翔,3403.0,1,1
方红生,3301.0,2013-03-01;,1,浙江大学;;,F;,经济与管理;, 张军;,方红生,3301.0,1,1
方红生,3100.0,2002-08-01;,1,上海财经大学;;,F;,经济与管理;,nan,方红生,3100.0,1,1
易先忠,4301.0,2014-06-01;,1,湖南商学院;;,F;,经济与管理;, 欧阳峣; 傅晓岚;,易先忠,4301.0,1,1
易先忠,3201.0,2017-07-01;,1,南京审计大学;;,F;F;,经济与管理;, 包群; 高凌云; 张亚斌;,易先忠,3201.0,1,1
曲振涛,1100.0,2002-07-01;,1,北京大学;;,F;,经济与管理;, 刘文革;,曲振涛,1100.0,1,1
曲振涛,2301.0,2005-09-01;,1,哈尔滨商业大学;;,F;,经济与管理;,nan,曲振涛,2301.0,1,1
曹春方,4401.0,2017-12-01;,1,中山大学;;,F;,经济与管理;, 张婷婷; 范子英;,曹春方,4401.0,1,1
曹春方,5101.0,2015-09-01;2014-07-01;,1,西南财经大学;;,F;F;D;F;F;,经济与管理;经济与管理;, 周大伟; 吴澄澄; 张婷婷; 马连福; 沈小秀;,曹春方,5101.0,2,1
曹艳华,3702.0,2009-01-01;,1,青岛大学;;,F;F;,经济与管理;, 牛筱颖;,曹艳华,3702.0,1,1
曹艳华,6101.0,2009-05-01;2007-02-01;,1,西安交通大学;;,F;F;F;,经济与管理;经济与管理;, 张芳洁;,曹艳华,6101.0,1,1
曹阳,3100.0,2005-10-01;,1,华东师范大学;;,F;,经济与管理;, 王波;,曹阳,3100.0,1,1
曹阳,5101.0,2015-12-01;,1,西南交通大学;;,F;,经济与管理;,nan,曹阳,5101.0,1,1
曹静,1200.0,2003-08-01;,1,南开大学;;,F;,经济与管理;,nan,曹静,1200.0,1,1
曹静,1100.0,2014-04-01;,1,清华大学;;,X;D;,经济与管理;, 王鑫; 钟笑寒;,曹静,1100.0,2,1
曾建光,1100.0,2013-07-01;,1,北京大学;;,D;F;F;,经济与管理;, 伍利娜; 王立彦;,曾建光,1100.0,2,1
曾建光,5101.0,2016-04-01;2015-07-01;,1,西南财经大学;;,B;F;F;F;,经济与管理;经济与管理;, 张英; 杨勋;,曾建光,5101.0,2,1
曾海舰,4401.0,2010-04-01;,1,暨南大学;;,F;F;,经济与管理;,nan,曾海舰,4401.0,1,1
曾海舰,4501.0,2015-10-01;,1,广西大学;;,F;F;F;,经济与管理;, 林灵;,曾海舰,4501.0,1,1
朱文晖,1100.0,2003-12-01;,1,中国人民大学;;,F;,经济与管理;,nan,朱文晖,1100.0,1,1
朱文晖,3100.0,2002-12-01;,1,复旦大学;;,F;,经济与管理;, 汪前明;,朱文晖,3100.0,1,1
权小锋,3205.0,2017-01-01;2016-01-01;2015-11-01;,1,苏州大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 尹洪英; 肖斌卿; 吴世农; 吴世农; 尹洪英;,权小锋,3205.0,1,1
权小锋,3502.0,2010-11-01;,1,厦门大学;;,F;F;,经济与管理;, 吴世农; 文芳;,权小锋,3502.0,1,1
李世刚,1100.0,2014-07-01;,1,北京师范大学;;,F;C;,经济与管理;, 尹恒;,李世刚,1100.0,2,1
李世刚,4301.0,2016-11-01;,1,中南大学;;,nan;,经济与管理;, 李晓萍;,李世刚,4301.0,1,1
李世刚,4401.0,2017-04-01;,1,中山大学;;,C;F;,经济与管理;, 尹恒;,李世刚,4401.0,2,1
李任玉,4403.0,2017-09-01;,1,深圳大学;;,F;,经济与管理;, 陈悉榕; 甘犁;,李任玉,4403.0,1,1
李任玉,5101.0,2014-10-01;,1,西南财经大学;;,F;,经济与管理;, 杜在超; 何勤英; 龚强;,李任玉,5101.0,1,1
李佳,1100.0,2013-05-01;2012-10-01;,1,中国人民大学;;,F;F;,经济与管理;经济与管理;,nan,李佳,1100.0,1,1
李佳,3301.0,2016-09-01;,1,浙江财经大学;;,F;F;F;,经济与管理;,nan,李佳,3301.0,1,1
李健,4201.0,2015-10-01;,1,华中科技大学;;,F;F;,经济与管理;, 卫平;,李健,4201.0,1,1
李健,1100.0,2012-12-01;2017-04-01;,1,中央财经大学;;,F;F;F;,经济与管理;经济与管理;, 范祚军; 谢巧燕; 林文浩;,李健,1100.0,1,1
李君华,4201.0,2009-04-01;2016-10-01;,2,华中科技大学;;湖北经济学院;;,F;F;F;,经济与管理;经济与管理;,nan 欧阳峣;,李君华,4201.0,1,1
李君华,4301.0,2011-04-01;,1,湖南师范大学;;,F;,经济与管理;, 彭玉兰;,李君华,4301.0,1,1
李四海,4201.0,2016-05-01;2014-08-01;,1,中南财经政法大学;;,F;F;C;F;F;,经济与管理;经济与管理;, 陈旋; 宋献中; 宋献中; 罗俊伟;,李四海,4201.0,2,1
李四海,4401.0,2013-04-01;,1,暨南大学;;,F;F;,经济与管理;, 刘星河; 吴伟炯;,李四海,4401.0,1,1
李宏瑾,1100.0,2014-10-01;2012-04-01;2016-01-01;,2,中国人民银行;;中国金融四十人论坛;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,nan 苏乃芳; 洪浩;,李宏瑾,1100.0,1,1
李宏瑾,2201.0,2001-02-01;,1,吉林大学;;,F;,经济与管理;, 项卫星;,李宏瑾,2201.0,1,1
李宾,1100.0,2008-10-01;,1,北京大学;;,F;F;,经济与管理;, 金一; 曾志雄;,李宾,1100.0,1,1
李宾,4303.0,2012-10-01;,1,湖南科技大学;;,F;,经济与管理;,nan,李宾,4303.0,1,1
李小平,3201.0,2006-02-01;,1,南京大学;;,F;,经济与管理;, 朱钟棣;,李小平,3201.0,1,1
李小平,4201.0,2015-08-01;2010-01-01;2008-01-01;,1,中南财经政法大学;;,F;X;F;F;F;,经济与管理;经济与管理;经济与管理;, 周记顺; 卢现祥; 胡久凯; 卢现祥; 卢现祥; 朱钟棣;,李小平,4201.0,2,1
李尚骜,1100.0,2012-07-01;,1,北京大学;;,F;F;,经济与管理;, 龚六堂;,李尚骜,1100.0,1,1
李尚骜,4201.0,2010-05-01;2011-06-01;,2,华中科技大学;;武汉大学;;,F;F;,经济与管理;经济与管理;,nan 陈继勇; 李卓;,李尚骜,4201.0,1,1
李平,1100.0,2017-12-01;,1,中国社会科学院;;,F;F;,经济与管理;, 付一夫; 张艳芳;,李平,1100.0,1,1
李平,1200.0,2001-12-01;,1,南开大学;;,F;,经济与管理;, 刘志勇;,李平,1200.0,1,1
李平,3703.0,2011-04-01;2014-12-01;2013-06-01;2010-06-01;2006-12-01;,1,山东理工大学;;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 许家云; 季永宝; 宫旭红; 齐丹丹; 张庆昌; 随洪光;,李平,3703.0,1,1
李庆海,3201.0,2017-10-01;,1,南京财经大学;;,F;F;F;,经济与管理;, 吕小锋; 李锐; 孙光林;,李庆海,3201.0,1,1
李庆海,1100.0,2011-10-01;,1,北京航空航天大学;;,F;F;,经济与管理;, 李锐; 王兆华;,李庆海,1100.0,1,1
李建军,5101.0,2012-04-01;,1,西南财经大学;;,F;,经济与管理;, 肖育才;,李建军,5101.0,1,1
李建军,1100.0,2004-01-01;2004-05-01;2004-09-01;2001-11-01;,2,中央财经大学;;人民大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,nan 田光宁;,李建军,1100.0,1,1
李强,1200.0,2003-06-01;,1,南开大学;;,F;,经济与管理;,nan,李强,1200.0,1,1
李强,5101.0,2010-10-01;,1,西南财经大学;;,D;,经济与管理;, 臧文斌;,李强,5101.0,1,1
李成,1100.0,2016-12-01;,1,中国社会科学院;;,F;F;,经济与管理;,nan,李成,1100.0,1,1
李成,6101.0,2011-10-01;2010-03-01;2014-02-01;2013-04-01;2009-02-01;2009-10-01;2007-07-01;2006-09-01;2005-01-01;2004-06-01;2010-10-01;2009-12-01;,1,西安交通大学;;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 马文涛; 王彬; 王彬; 马文涛; 郑怡; 白璐; 王建军; 尚振宁; 黎克俊; 王焱; 姜柳; 马文涛; 王彬; 马文涛; 王彬;,李成,6101.0,1,1
李文星,4201.0,2008-07-01;,1,华中科技大学;;,F;C;,经济与管理;, 徐长生; 艾春荣;,李文星,4201.0,2,1
李文星,5101.0,2002-04-01;,1,四川大学;;,F;,经济与管理;, 蒋瑛;,李文星,5101.0,1,1
李斌,1100.0,2001-07-01;2004-06-01;,2,中国人民银行;;北京大学;;,F;F;,经济与管理;经济与管理;,nannan,李斌,1100.0,1,1
李斌,3502.0,2006-06-01;,1,厦门大学;;,F;F;,经济与管理;, 江伟;,李斌,3502.0,1,1
李新,3100.0,2001-04-01;,1,上海财经大学;;,F;,经济与管理;,nan,李新,3100.0,1,1
李新,1100.0,2001-03-01;,1,中国社会科学院;;,F;,经济与管理;,nan,李新,1100.0,1,1
李杰,3301.0,2011-05-01;,1,浙江大学;;,F;F;,经济与管理;, 李捷瑜; 黄先海;,李杰,3301.0,1,1
李杰,4403.0,2009-06-01;,1,深圳大学;;,F;,经济与管理;,nan,李杰,4403.0,1,1
李楠,1100.0,2014-11-01;2013-01-01;2013-10-01;,3,中国人民大学;;中国社会科学院;;中国科学院;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 黄旭; 谢尔曼; 王家强; 陈暮紫; 陈敏;,李楠,1100.0,1,1
李楠,3100.0,2016-07-01;2015-02-01;2015-07-01;,1,上海财经大学;;,D;F;C;C;,经济与管理;经济与管理;经济与管理;, 林友宏; 甄茂生; 林矗;,李楠,3100.0,3,1
李永友,3201.0,2008-05-01;,1,南京大学;;,F;F;F;,经济与管理;, 沈坤荣;,李永友,3201.0,1,1
李永友,3301.0,2017-01-01;2016-07-01;2014-04-01;,1,浙江财经大学;;,D;F;R;F;F;,经济与管理;经济与管理;经济与管理;, 张子楠; 郑春荣;,李永友,3301.0,3,1
李涛,5000.0,2013-01-01;,1,重庆理工大学;;,F;F;X;,经济与管理;,nan,李涛,5000.0,2,1
李涛,4401.0,2006-01-01;2006-08-01;2005-07-01;2004-11-01;2003-12-01;2004-10-01;,1,中山大学;;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 李红;,李涛,4401.0,1,1
李涛,1100.0,2008-01-01;2007-08-01;2017-03-01;2014-03-01;2015-06-01;2011-09-01;2010-07-01;2009-02-01;,2,中国人民大学;;中央财经大学;;,D;F;F;C;F;F;B;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 黄纯纯; 何兴强; 周开国; 朱俊兵; 伏霖; 陈斌开; 张文韬; 史宇鹏; 陈斌开; 王志芳; 王海港; 谭松涛; 郭杰;,李涛,1100.0,4,1
李猛,1100.0,2015-04-01;,1,中国社会科学院;;,F;,经济与管理;,nan,李猛,1100.0,1,1
李猛,3100.0,2010-12-01;,1,上海市委党校;;,F;,经济与管理;, 沈坤荣;,李猛,3100.0,1,1
李虹,1100.0,2017-07-01;2011-02-01;2004-11-01;,1,北京大学;;,F;X;F;F;,经济与管理;经济与管理;经济与管理;, 熊振兴; 董亮; 谢明华;,李虹,1100.0,2,1
李虹,3100.0,2007-09-01;,1,上海财经大学;;,D;,经济与管理;,nan,李虹,3100.0,1,1
李超,1100.0,2015-05-01;,1,中国社会科学院;;,F;C;,经济与管理;, 倪鹏飞; 万海远;,李超,1100.0,2,1
李超,4401.0,2011-08-01;,1,暨南大学;;,F;F;,经济与管理;, 覃成林;,李超,4401.0,1,1
李超,5101.0,2017-08-01;,1,西南财经大学;;,F;F;X;,经济与管理;, 李涵;,李超,5101.0,2,1
李雪莲,5101.0,2015-05-01;,1,西南财经大学;;,D;D;F;,经济与管理;, 马双; 邓翔;,李雪莲,5101.0,2,1
李雪莲,1200.0,2003-10-01;2001-06-01;,1,南开大学;;,F;F;,经济与管理;经济与管理;, 张运鹏; 安辉;,李雪莲,1200.0,1,1
李静,1200.0,2005-04-01;,1,南开大学;;,F;,经济与管理;,nan,李静,1200.0,1,1
李静,1401.0,2017-06-01;,1,山西财经大学;;,F;F;G;,经济与管理;,nan,李静,1401.0,2,1
李静,3401.0,2017-03-01;,1,安徽大学;;,F;F;,经济与管理;, 楠玉; 刘霞辉;,李静,3401.0,1,1
杨俊,1100.0,2008-06-01;2006-03-01;,2,中国人民大学;;北京大学;;,F;F;F;,经济与管理;经济与管理;, 龚六堂; 龚六堂; 王亚平;,杨俊,1100.0,1,1
杨俊,1200.0,2015-09-01;,1,南开大学;;,F;,经济与管理;, 张玉利; 刘依冉;,杨俊,1200.0,1,1
杨光,1200.0,2015-02-01;2015-10-01;2008-06-01;,1,南开大学;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 孙浦阳; 龚刚; 孙浦阳;,杨光,1200.0,1,1
杨光,3100.0,2017-12-01;,1,上海财经大学;;,F;,经济与管理;, 汪立;,杨光,3100.0,1,1
杨剑侠,3100.0,2009-07-01;,1,上海交通大学;;,F;F;,经济与管理;, 陈宏民; 包兴;,杨剑侠,3100.0,1,1
杨剑侠,5000.0,2004-07-01;,1,重庆大学;;,F;,经济与管理;, 司有和; 孙兴征;,杨剑侠,5000.0,1,1
杨勇,4201.0,2017-09-01;,1,武汉大学;;,F;,经济与管理;,nan,杨勇,4201.0,1,1
杨勇,3201.0,2003-11-01;,1,南京大学;;,F;,经济与管理;, 魏浩;,杨勇,3201.0,1,1
杨华磊,6201.0,2012-12-01;,1,兰州大学;;,F;F;F;,经济与管理;, 周晓波;,杨华磊,6201.0,1,1
杨华磊,1100.0,2014-04-01;,1,中国农业大学;;,F;,经济与管理;, 何凌云; 周晓波;,杨华磊,1100.0,1,1
杨文,1100.0,2012-04-01;,1,北京大学;;,F;F;,经济与管理;, 孙蚌珠; 王学龙;,杨文,1100.0,1,1
杨文,4403.0,2015-01-01;,1,深圳大学;;,F;,经济与管理;, 孙蚌珠; 程相宾;,杨文,4403.0,1,1
杨柳,1100.0,2001-02-01;2015-08-01;,2,中国人民银行;;中国政法大学;;,F;F;,经济与管理;经济与管理;,nannan,杨柳,1100.0,1,1
杨柳,4201.0,2016-10-01;,1,华中师范大学;;,F;,经济与管理;, 李力; 吴婷;,杨柳,4201.0,1,1
杨汝岱,1100.0,2016-03-01;2015-02-01;2013-07-01;,1,北京大学;;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 李艳; 朱诗娥;,杨汝岱,1100.0,1,1
杨汝岱,4303.0,2011-11-01;2009-08-01;2008-08-01;2007-12-01;,1,湘潭大学;;,F;F;G;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 陈斌开; 朱诗娥; 陈斌开; 姚洋; 朱诗娥;,杨汝岱,4303.0,2,1
林伯强,3501.0,2014-04-01;2013-09-01;2012-11-01;,1,闽江学院;;,F;F;F;F;X;,经济与管理;经济与管理;经济与管理;, 李江龙; 杜克锐; 李爱军;,林伯强,3501.0,2,1
林伯强,3502.0,2015-09-01;2017-09-01;2016-10-01;2012-03-01;2010-08-01;2009-06-01;2009-12-01;2008-11-01;2008-05-01;2007-02-01;,1,厦门大学;;,F;F;F;F;X;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 刘泓汛; 孙传旺; 姚昕; 刘畅; 刘希颖; 姚昕; 王锋; 牟敦国; 何晓萍; 魏巍贤; 李丕东;,林伯强,3502.0,2,1
林煜恩,3507.0,2014-02-01;2014-03-01;,1,武夷学院;;,F;F;F;,经济与管理;经济与管理;, 池祥萱; 池祥萱; 李乐;,林煜恩,3507.0,1,1
林煜恩,2201.0,2017-08-01;2015-08-01;2016-07-01;,1,吉林大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 尚铎; 陈宜群; 池祥萱; 郑玉敏; 邵文霞; 池祥萱; 王柘君;,林煜恩,2201.0,1,1
林煜恩,3303.0,2014-12-01;,1,温州大学;;,F;,经济与管理;, 陈秀玲; 池祥萱;,林煜恩,3303.0,1,1
桂荷发,1100.0,2002-06-01;,1,中国人民大学;;,F;,经济与管理;,nan,桂荷发,1100.0,1,1
桂荷发,3601.0,2011-11-01;,1,江西财经大学;;,F;F;,经济与管理;, 蔡明超; 石劲; 汪勇祥;,桂荷发,3601.0,1,1
梁平汉,4401.0,2017-04-01;,1,中山大学;;,D;,经济与管理;, 高楠;,梁平汉,4401.0,1,1
梁平汉,5101.0,2012-10-01;,1,西南财经大学;;,C;F;,经济与管理;,nan,梁平汉,5101.0,2,1
梁正,1100.0,2003-10-01;,1,清华大学;;,F;,经济与管理;,nan,梁正,1100.0,1,1
梁正,1200.0,2001-02-01;,1,南开大学;;,F;,经济与管理;,nan,梁正,1200.0,1,1
梁琦,4401.0,2012-04-01;2012-04-01;2008-07-01;,1,中山大学;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 丁树; 王如玉; 黄卓; 吴俊;,梁琦,4401.0,1,1
梁琦,3201.0,2005-07-01;2004-07-01;2002-10-01;2003-06-01;,1,南京大学;;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 施晓苏; 张二震;,梁琦,3201.0,1,1
楼国强,1100.0,2005-08-01;,1,北京大学;;,F;,经济与管理;,nan,楼国强,1100.0,1,1
楼国强,3100.0,2010-12-01;2013-12-01;2011-08-01;,1,上海财经大学;;,F;C;F;F;F;,经济与管理;经济与管理;经济与管理;,nan,楼国强,3100.0,2,1
樊丽明,3100.0,2014-08-01;,1,上海财经大学;;,F;F;,经济与管理;, 解垩;,樊丽明,3100.0,1,1
樊丽明,3701.0,2002-04-01;,1,山东大学;;,F;,经济与管理;,nan,樊丽明,3701.0,1,1
欧阳志刚,3601.0,2012-09-01;2011-07-01;2010-07-01;2009-09-01;,1,华东交通大学;;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 高凌云; 史焕平; 史焕平; 王世杰;,欧阳志刚,3601.0,1,1
欧阳志刚,4201.0,2017-02-01;2013-07-01;2015-06-01;,1,中南财经政法大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 薛龙; 潜力;,欧阳志刚,4201.0,1,1
毛捷,3301.0,2005-04-01;,1,浙江大学;;,F;F;,经济与管理;, 金雪军; 袁佳;,毛捷,3301.0,1,1
毛捷,1100.0,2015-07-01;2015-07-01;2011-12-01;2012-07-01;,1,对外经济贸易大学;;,F;D;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 吕冰洋; 马光荣; 管汉晖; 林智贤; 汪德华; 白重恩; 汪德华; 白重恩;,毛捷,1100.0,2,1
江求川,4201.0,2013-04-01;,1,华中科技大学;;,F;F;,经济与管理;, 张克中;,江求川,4201.0,1,1
江求川,4101.0,2015-07-01;,1,郑州大学;;,D;F;,经济与管理;,nan,江求川,4101.0,2,1
汤二子,2102.0,2011-06-01;,1,大连理工大学;;,F;F;F;,经济与管理;, 李影; 张海英;,汤二子,2102.0,1,1
汤二子,3201.0,2017-02-01;,1,南京审计大学;;,F;,经济与管理;,nan,汤二子,3201.0,1,1
汤向俊,3211.0,2015-10-01;,1,江苏科技大学;;,D;F;,经济与管理;, 刘瑞明; 马光辉;,汤向俊,3211.0,2,1
汤向俊,6101.0,2010-10-01;,1,西北大学;;,F;F;,经济与管理;, 任保平;,汤向俊,6101.0,1,1
汤玉刚,3100.0,2007-01-01;,1,复旦大学;;,F;,经济与管理;, 赵大平;,汤玉刚,3100.0,1,1
汤玉刚,3701.0,2010-09-01;2015-10-01;2010-10-01;,1,山东大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 关凤利; 陈强; 满利苹; 苑程浩;,汤玉刚,3701.0,1,1
汪伟,3301.0,2006-03-01;,1,浙江大学;;,F;,经济与管理;, 金祥荣; 汪淼军;,汪伟,3301.0,1,1
汪伟,3100.0,2015-06-01;2013-11-01;2010-10-01;2016-10-01;2009-10-01;2008-04-01;,1,上海财经大学;;,F;C;F;F;F;C;F;C;F;F;C;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 艾春荣; 郭新强; 艾春荣;,汪伟,3100.0,2,1
汪洋,3601.0,2010-11-01;2007-04-01;2005-04-01;,1,江西财经大学;;,F;F;F;,经济与管理;经济与管理;经济与管理;,nan,汪洋,3601.0,1,1
汪洋,1100.0,2016-04-01;,1,中国人民银行;;,F;F;,经济与管理;,nan,汪洋,1100.0,1,1
沈利生,1100.0,2003-11-01;,1,中国社会科学院;;,F;,经济与管理;, 吴振宇;,沈利生,1100.0,1,1
沈利生,3505.0,2006-03-01;,1,华侨大学;;,F;,经济与管理;, 王恒;,沈利生,3505.0,1,1
沈国兵,3100.0,2005-06-01;2015-04-01;2015-06-01;2010-06-01;2004-12-01;,2,上海财经大学;;复旦大学;;,F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,nan 张鑫; 姚白羽;,沈国兵,3100.0,1,1
沈国兵,3301.0,2002-06-01;,1,浙江大学;;,F;,经济与管理;,nan,沈国兵,3301.0,1,1
沈悦,1100.0,2004-06-01;,1,清华大学;;,F;,经济与管理;, 刘洪玉;,沈悦,1100.0,1,1
沈悦,5101.0,2012-05-01;,1,西南财经大学;;,F;F;F;,经济与管理;, 储巍;,沈悦,5101.0,1,1
沈悦,6101.0,2013-03-01;2007-10-01;,1,西安交通大学;;,F;F;F;F;,经济与管理;经济与管理;, 谢坤锋; 谢勇; 田嫄;,沈悦,6101.0,1,1
沈沛龙,1401.0,2012-02-01;2013-08-01;,1,山西财经大学;;,F;F;F;,经济与管理;经济与管理;, 樊欢; 王晓婷;,沈沛龙,1401.0,1,1
沈沛龙,1100.0,2002-06-01;2001-02-01;,1,北京航空航天大学;;,F;F;,经济与管理;经济与管理;, 任若恩; 任若恩;,沈沛龙,1100.0,1,1
潘珊,1100.0,2015-09-01;,1,北京大学;;,F;,经济与管理;, 龚六堂;,潘珊,1100.0,1,1
潘珊,4401.0,2016-10-01;,1,暨南大学;;,F;F;,经济与管理;, 龚六堂; 李尚骜;,潘珊,4401.0,1,1
燕志雄,3100.0,2007-02-01;2007-10-01;,1,上海交通大学;;,F;F;F;,经济与管理;经济与管理;, 费方域; 费方域;,燕志雄,3100.0,1,1
燕志雄,4401.0,2016-09-01;,1,暨南大学;;,F;F;,经济与管理;, 张敬卫; 费方域;,燕志雄,4401.0,1,1
