city_name,city_code,date,site_id,site_name,temp,gtemp,rain,sunshine,humidity,wind,wind_max,wind_d
大兴安岭地区,2327.0,2017-01-01,50246,塔河,-24.9,-23.2,0.0,4.9,73.0,2.3,3.1,14.0
大兴安岭地区,2327.0,2017-01-02,50246,塔河,-27.2,-25.4,0.0,5.7,70.0,2.4,3.4,13.0
大兴安岭地区,2327.0,2017-01-03,50246,塔河,-29.0,-26.3,0.0,4.6,71.0,1.5,3.0,14.0
大兴安岭地区,2327.0,2017-01-04,50246,塔河,-28.6,-26.8,0.0,5.3,69.0,2.3,3.5,14.0
大兴安岭地区,2327.0,2017-01-05,50246,塔河,-24.0,-22.3,0.0,0.0,71.0,1.9,3.5,14.0
大兴安岭地区,2327.0,2017-01-06,50246,塔河,-24.6,-23.5,0.0,4.9,71.0,1.8,3.1,14.0
大兴安岭地区,2327.0,2017-01-07,50246,塔河,-20.5,-19.7,0.0,0.0,77.0,2.1,3.8,13.0
大兴安岭地区,2327.0,2017-01-08,50246,塔河,-17.3,-19.3,0.0,4.6,72.0,1.8,4.9,13.0
大兴安岭地区,2327.0,2017-01-09,50246,塔河,-22.5,-22.8,0.0,0.0,49.0,3.5,7.6,14.0
大兴安岭地区,2327.0,2017-01-10,50246,塔河,-26.6,-26.8,0.0,6.5,57.0,2.3,5.7,15.0
大兴安岭地区,2327.0,2017-01-11,50246,塔河,-24.7,-26.3,0.0,5.8,55.0,2.2,6.3,15.0
大兴安岭地区,2327.0,2017-01-12,50246,塔河,-19.4,-19.8,0.0,1.1,53.0,3.7,7.4,15.0
大兴安岭地区,2327.0,2017-01-13,50246,塔河,-13.7,-14.4,0.0,0.0,58.0,4.5,6.6,16.0
大兴安岭地区,2327.0,2017-01-14,50246,塔河,-22.2,-21.2,0.0,6.7,69.0,2.3,3.1,10.0
大兴安岭地区,2327.0,2017-01-15,50246,塔河,-21.5,-20.7,0.0,1.2,66.0,1.7,3.0,13.0
大兴安岭地区,2327.0,2017-01-16,50246,塔河,-21.8,-22.8,0.0,6.8,68.0,2.4,3.7,11.0
大兴安岭地区,2327.0,2017-01-17,50246,塔河,-25.7,-25.3,0.0,6.3,68.0,2.6,3.7,13.0
大兴安岭地区,2327.0,2017-01-18,50246,塔河,-25.6,-25.4,0.0,6.9,67.0,2.3,3.4,13.0
大兴安岭地区,2327.0,2017-01-19,50246,塔河,-25.3,-25.5,0.0,6.0,67.0,1.7,4.5,14.0
大兴安岭地区,2327.0,2017-01-20,50246,塔河,-27.6,-26.3,0.0,6.3,68.0,2.4,3.4,14.0
大兴安岭地区,2327.0,2017-01-21,50246,塔河,-28.7,-27.6,0.0,6.8,67.0,2.2,3.0,14.0
大兴安岭地区,2327.0,2017-01-22,50246,塔河,-26.9,-26.6,0.0,6.8,64.0,2.2,4.8,12.0
大兴安岭地区,2327.0,2017-01-23,50246,塔河,-24.7,-25.0,0.0,6.2,64.0,2.4,4.2,11.0
大兴安岭地区,2327.0,2017-01-24,50246,塔河,-21.6,-22.5,0.0,6.7,62.0,2.8,4.2,12.0
大兴安岭地区,2327.0,2017-01-25,50246,塔河,-19.5,-20.1,0.0,6.6,61.0,1.7,4.2,11.0
大兴安岭地区,2327.0,2017-01-26,50246,塔河,-14.2,-15.0,0.7,0.0,64.0,2.7,5.6,16.0
大兴安岭地区,2327.0,2017-01-27,50246,塔河,-15.7,-16.0,0.0,6.0,50.0,3.4,7.5,15.0
大兴安岭地区,2327.0,2017-01-28,50246,塔河,-22.8,-18.3,0.0,6.9,65.0,1.9,4.9,15.0
大兴安岭地区,2327.0,2017-01-29,50246,塔河,-24.3,-20.6,0.0,7.2,64.0,3.0,5.6,15.0
大兴安岭地区,2327.0,2017-01-30,50246,塔河,-21.4,-21.2,0.0,7.1,56.0,2.5,5.6,13.0
大兴安岭地区,2327.0,2017-01-31,50246,塔河,-22.6,-20.9,0.0,3.6,55.0,2.5,6.8,15.0
黑河市,2311.0,2017-01-01,50468,爱辉,-21.0,-8.5,0.0,6.1,72.0,1.9,3.0,15.0
黑河市,2311.0,2017-01-02,50468,爱辉,-21.9,-8.5,0.0,5.3,69.0,1.1,2.4,7.0
黑河市,2311.0,2017-01-03,50468,爱辉,-25.5,-9.2,0.0,6.3,70.0,1.1,2.4,15.0
黑河市,2311.0,2017-01-04,50468,爱辉,-24.5,-9.2,0.0,5.6,71.0,1.2,3.0,15.0
黑河市,2311.0,2017-01-05,50468,爱辉,-24.6,-9.6,0.0,4.4,69.0,1.1,2.3,8.0
黑河市,2311.0,2017-01-06,50468,爱辉,-23.2,-9.3,0.0,3.5,71.0,1.5,2.7,15.0
黑河市,2311.0,2017-01-07,50468,爱辉,-21.2,-9.4,0.0,6.2,69.0,1.9,3.2,7.0
黑河市,2311.0,2017-01-08,50468,爱辉,-14.0,-8.4,0.0,4.6,69.0,2.0,2.9,8.0
黑河市,2311.0,2017-01-09,50468,爱辉,-18.5,-8.1,0.0,6.5,52.0,3.4,5.8,16.0
黑河市,2311.0,2017-01-10,50468,爱辉,-24.7,-9.2,0.0,5.7,51.0,3.5,5.9,15.0
黑河市,2311.0,2017-01-11,50468,爱辉,-24.0,-10.4,0.0,6.8,50.0,3.4,6.3,15.0
黑河市,2311.0,2017-01-12,50468,爱辉,-18.1,-9.6,0.8,2.4,53.0,6.1,9.9,15.0
黑河市,2311.0,2017-01-13,50468,爱辉,-15.6,-8.5,0.7,3.5,60.0,3.0,6.9,15.0
黑河市,2311.0,2017-01-14,50468,爱辉,-12.6,-8.4,0.0,5.5,50.0,5.9,7.8,15.0
黑河市,2311.0,2017-01-15,50468,爱辉,-13.5,-8.0,0.0,1.0,51.0,3.3,6.9,16.0
黑河市,2311.0,2017-01-16,50468,爱辉,-15.7,-8.5,0.0,6.9,54.0,1.8,4.8,15.0
黑河市,2311.0,2017-01-17,50468,爱辉,-19.0,-9.3,0.0,6.7,63.0,1.8,3.5,15.0
黑河市,2311.0,2017-01-18,50468,爱辉,-21.5,-10.0,0.0,6.3,67.0,2.0,2.7,16.0
黑河市,2311.0,2017-01-19,50468,爱辉,-22.2,-10.5,0.0,6.7,64.0,1.4,2.4,8.0
黑河市,2311.0,2017-01-20,50468,爱辉,-23.8,-11.0,0.0,7.3,62.0,1.3,2.9,9.0
黑河市,2311.0,2017-01-21,50468,爱辉,-25.5,-11.3,0.0,6.5,63.0,2.1,3.4,15.0
黑河市,2311.0,2017-01-22,50468,爱辉,-23.1,-11.6,0.0,7.1,59.0,2.3,5.1,15.0
黑河市,2311.0,2017-01-23,50468,爱辉,-21.7,-11.7,0.0,7.5,58.0,2.1,4.5,15.0
黑河市,2311.0,2017-01-24,50468,爱辉,-18.3,-11.3,0.0,6.8,54.0,2.0,3.1,15.0
黑河市,2311.0,2017-01-25,50468,爱辉,-17.6,-10.8,0.0,7.4,53.0,1.9,3.8,7.0
黑河市,2311.0,2017-01-26,50468,爱辉,-15.5,-9.5,3.7,0.0,71.0,2.7,7.4,16.0
黑河市,2311.0,2017-01-27,50468,爱辉,-13.3,-8.7,0.1,5.6,50.0,5.7,8.4,15.0
黑河市,2311.0,2017-01-28,50468,爱辉,-15.9,-9.0,0.0,7.0,47.0,3.3,6.5,15.0
黑河市,2311.0,2017-01-29,50468,爱辉,-19.2,-10.4,0.0,7.3,56.0,2.3,5.4,15.0
黑河市,2311.0,2017-01-30,50468,爱辉,-16.2,-10.6,0.0,7.0,46.0,1.9,6.2,12.0
黑河市,2311.0,2017-01-31,50468,爱辉,-17.2,-10.6,0.0,7.5,50.0,2.3,5.4,11.0
呼伦贝尔市,1507.0,2017-01-01,50527,海拉尔,-23.5,-11.5,0.0,5.6,71.0,3.0,6.9,6.0
呼伦贝尔市,1507.0,2017-01-02,50527,海拉尔,-22.8,-12.1,0.0,6.8,73.0,4.0,5.9,9.0
呼伦贝尔市,1507.0,2017-01-03,50527,海拉尔,-21.5,-11.5,0.0,6.5,75.0,3.4,6.3,5.0
呼伦贝尔市,1507.0,2017-01-04,50527,海拉尔,-21.8,-12.0,0.0,6.5,72.0,4.4,5.6,5.0
呼伦贝尔市,1507.0,2017-01-05,50527,海拉尔,-20.2,-11.7,0.0,6.7,68.0,4.5,7.8,6.0
呼伦贝尔市,1507.0,2017-01-06,50527,海拉尔,-21.6,-11.8,0.0,6.9,72.0,3.5,5.3,8.0
呼伦贝尔市,1507.0,2017-01-07,50527,海拉尔,-20.2,-11.9,0.0,6.6,74.0,4.6,6.1,8.0
呼伦贝尔市,1507.0,2017-01-08,50527,海拉尔,-20.6,-11.9,0.0,4.9,72.0,5.6,11.5,13.0
呼伦贝尔市,1507.0,2017-01-09,50527,海拉尔,-25.7,-12.3,0.0,6.8,64.0,6.8,10.6,13.0
呼伦贝尔市,1507.0,2017-01-10,50527,海拉尔,-25.9,-13.2,0.0,5.6,62.0,5.4,8.5,13.0
呼伦贝尔市,1507.0,2017-01-11,50527,海拉尔,-28.5,-14.3,0.0,7.1,66.0,2.6,5.9,12.0
呼伦贝尔市,1507.0,2017-01-12,50527,海拉尔,-29.5,-14.9,0.0,7.0,65.0,3.7,8.0,12.0
呼伦贝尔市,1507.0,2017-01-13,50527,海拉尔,-20.7,-13.3,0.0,3.3,65.0,5.1,8.7,16.0
呼伦贝尔市,1507.0,2017-01-14,50527,海拉尔,-26.8,-14.1,0.0,6.6,70.0,2.7,5.6,8.0
呼伦贝尔市,1507.0,2017-01-15,50527,海拉尔,-29.6,-15.1,0.0,5.1,69.0,2.4,4.7,8.0
呼伦贝尔市,1507.0,2017-01-16,50527,海拉尔,-28.5,-15.2,0.0,7.6,68.0,1.1,4.6,5.0
呼伦贝尔市,1507.0,2017-01-17,50527,海拉尔,-28.4,-15.1,0.0,0.0,70.0,2.4,3.7,8.0
呼伦贝尔市,1507.0,2017-01-18,50527,海拉尔,-27.9,-15.2,0.0,5.0,69.0,4.0,5.5,9.0
呼伦贝尔市,1507.0,2017-01-19,50527,海拉尔,-29.1,-14.9,0.0,6.5,68.0,2.7,5.0,9.0
呼伦贝尔市,1507.0,2017-01-20,50527,海拉尔,-27.0,-15.4,0.0,5.5,67.0,4.5,6.8,9.0
呼伦贝尔市,1507.0,2017-01-21,50527,海拉尔,-25.2,-14.3,0.0,4.3,71.0,3.2,5.0,4.0
呼伦贝尔市,1507.0,2017-01-22,50527,海拉尔,-29.8,-15.5,0.0,7.5,69.0,3.6,6.3,9.0
呼伦贝尔市,1507.0,2017-01-23,50527,海拉尔,-30.0,-15.9,0.0,7.4,68.0,3.3,5.4,9.0
呼伦贝尔市,1507.0,2017-01-24,50527,海拉尔,-26.0,-15.8,0.0,6.3,68.0,3.8,5.7,8.0
呼伦贝尔市,1507.0,2017-01-25,50527,海拉尔,-23.4,-14.8,0.0,3.1,69.0,6.3,7.8,5.0
呼伦贝尔市,1507.0,2017-01-26,50527,海拉尔,-19.1,-13.9,0.0,7.9,66.0,5.9,10.3,15.0
呼伦贝尔市,1507.0,2017-01-27,50527,海拉尔,-21.5,-14.3,0.0,7.7,66.0,3.3,8.4,13.0
呼伦贝尔市,1507.0,2017-01-28,50527,海拉尔,-26.4,-15.2,0.0,6.1,72.0,2.8,4.8,5.0
呼伦贝尔市,1507.0,2017-01-29,50527,海拉尔,-27.1,-15.9,0.0,7.3,70.0,3.6,5.6,9.0
呼伦贝尔市,1507.0,2017-01-30,50527,海拉尔,-25.4,-15.9,0.0,7.5,68.0,6.7,9.3,9.0
呼伦贝尔市,1507.0,2017-01-31,50527,海拉尔,-22.5,-15.3,0.0,8.1,64.0,4.8,9.3,11.0
齐齐哈尔市,2302.0,2017-01-01,50745,齐齐哈尔,-18.5,-6.6,0.0,0.0,83.0,1.1,2.0,4.0
齐齐哈尔市,2302.0,2017-01-02,50745,齐齐哈尔,-17.0,-6.8,0.0,5.9,73.0,1.4,2.6,9.0
齐齐哈尔市,2302.0,2017-01-03,50745,齐齐哈尔,-20.0,-7.0,0.0,0.8,80.0,1.5,3.6,1.0
齐齐哈尔市,2302.0,2017-01-04,50745,齐齐哈尔,-18.3,-7.5,0.0,6.8,74.0,0.6,2.8,10.0
齐齐哈尔市,2302.0,2017-01-05,50745,齐齐哈尔,-10.8,-7.2,0.0,6.6,71.0,2.9,5.6,10.0
齐齐哈尔市,2302.0,2017-01-06,50745,齐齐哈尔,-15.3,-6.5,0.0,7.1,76.0,1.2,4.5,10.0
齐齐哈尔市,2302.0,2017-01-07,50745,齐齐哈尔,-16.5,-7.1,0.0,6.0,75.0,1.0,2.6,4.0
齐齐哈尔市,2302.0,2017-01-08,50745,齐齐哈尔,-14.6,-7.1,0.0,4.7,78.0,1.2,3.1,10.0
齐齐哈尔市,2302.0,2017-01-09,50745,齐齐哈尔,-16.4,-6.9,0.0,7.5,51.0,3.7,6.4,15.0
齐齐哈尔市,2302.0,2017-01-10,50745,齐齐哈尔,-20.7,-8.0,0.0,7.2,52.0,2.6,5.8,14.0
齐齐哈尔市,2302.0,2017-01-11,50745,齐齐哈尔,-21.9,-8.6,0.0,7.7,54.0,2.0,3.9,15.0
齐齐哈尔市,2302.0,2017-01-12,50745,齐齐哈尔,-21.5,-9.2,0.0,7.6,58.0,2.6,4.6,15.0
齐齐哈尔市,2302.0,2017-01-13,50745,齐齐哈尔,-15.8,-8.3,0.0,7.3,59.0,3.8,6.8,16.0
齐齐哈尔市,2302.0,2017-01-14,50745,齐齐哈尔,-14.2,-7.9,0.0,7.7,59.0,2.9,5.5,16.0
齐齐哈尔市,2302.0,2017-01-15,50745,齐齐哈尔,-15.2,-7.9,0.0,7.9,62.0,1.6,4.7,16.0
齐齐哈尔市,2302.0,2017-01-16,50745,齐齐哈尔,-16.5,-8.2,0.0,7.7,70.0,1.1,2.4,4.0
齐齐哈尔市,2302.0,2017-01-17,50745,齐齐哈尔,-19.6,-8.5,0.0,6.9,79.0,0.7,1.9,2.0
齐齐哈尔市,2302.0,2017-01-18,50745,齐齐哈尔,-18.2,-8.4,0.0,6.3,76.0,1.2,2.5,15.0
齐齐哈尔市,2302.0,2017-01-19,50745,齐齐哈尔,-19.0,-8.4,0.0,6.6,75.0,1.7,3.4,16.0
齐齐哈尔市,2302.0,2017-01-20,50745,齐齐哈尔,-19.0,-9.2,0.0,8.1,66.0,1.4,2.5,7.0
齐齐哈尔市,2302.0,2017-01-21,50745,齐齐哈尔,-17.1,-8.4,0.3,0.0,72.0,2.7,4.6,3.0
齐齐哈尔市,2302.0,2017-01-22,50745,齐齐哈尔,-19.9,-9.2,0.0,8.1,67.0,1.5,3.2,1.0
齐齐哈尔市,2302.0,2017-01-23,50745,齐齐哈尔,-19.2,-9.8,0.0,8.1,63.0,1.9,3.5,1.0
齐齐哈尔市,2302.0,2017-01-24,50745,齐齐哈尔,-16.5,-9.7,0.0,8.0,62.0,2.7,3.8,10.0
齐齐哈尔市,2302.0,2017-01-25,50745,齐齐哈尔,-14.3,-9.1,0.0,6.6,66.0,1.9,3.9,11.0
齐齐哈尔市,2302.0,2017-01-26,50745,齐齐哈尔,-10.1,-7.5,0.0,1.3,65.0,3.7,6.6,15.0
齐齐哈尔市,2302.0,2017-01-27,50745,齐齐哈尔,-13.5,-8.1,0.0,8.0,56.0,2.5,4.5,14.0
齐齐哈尔市,2302.0,2017-01-28,50745,齐齐哈尔,-17.2,-9.0,0.0,6.8,66.0,1.4,3.3,3.0
齐齐哈尔市,2302.0,2017-01-29,50745,齐齐哈尔,-18.3,-9.1,0.0,8.6,67.0,1.6,4.0,16.0
齐齐哈尔市,2302.0,2017-01-30,50745,齐齐哈尔,-15.1,-9.5,0.0,8.6,55.0,2.7,5.6,10.0
齐齐哈尔市,2302.0,2017-01-31,50745,齐齐哈尔,-14.5,-8.8,0.0,8.2,55.0,3.0,6.4,15.0
伊春市,2307.0,2017-01-01,50774,伊春,-16.7,-7.8,0.0,4.9,76.0,1.0,3.0,6.0
伊春市,2307.0,2017-01-02,50774,伊春,-16.4,-7.2,0.0,3.8,78.0,1.0,4.2,13.0
伊春市,2307.0,2017-01-03,50774,伊春,-19.5,-8.0,0.1,2.6,75.0,0.5,2.6,13.0
伊春市,2307.0,2017-01-04,50774,伊春,-20.3,-8.3,0.0,5.1,73.0,0.6,2.6,12.0
伊春市,2307.0,2017-01-05,50774,伊春,-21.2,-9.0,0.0,6.9,73.0,1.1,3.0,12.0
伊春市,2307.0,2017-01-06,50774,伊春,-18.6,-8.8,0.0,6.2,72.0,1.1,2.6,6.0
伊春市,2307.0,2017-01-07,50774,伊春,-18.4,-8.6,0.0,6.0,71.0,1.0,3.4,13.0
伊春市,2307.0,2017-01-08,50774,伊春,-18.5,-8.9,0.0,6.3,71.0,0.7,1.7,12.0
伊春市,2307.0,2017-01-09,50774,伊春,-14.7,-7.7,0.4,1.9,66.0,4.0,5.5,12.0
伊春市,2307.0,2017-01-10,50774,伊春,-23.1,-9.1,0.0,4.7,62.0,3.6,8.2,13.0
伊春市,2307.0,2017-01-11,50774,伊春,-26.3,-10.5,0.0,6.0,65.0,3.2,7.5,14.0
伊春市,2307.0,2017-01-12,50774,伊春,-23.8,-10.8,0.1,1.7,62.0,4.5,8.7,13.0
伊春市,2307.0,2017-01-13,50774,伊春,-21.0,-10.0,0.8,3.7,70.0,1.5,5.2,12.0
伊春市,2307.0,2017-01-14,50774,伊春,-18.1,-10.0,0.3,5.9,65.0,2.1,5.0,15.0
伊春市,2307.0,2017-01-15,50774,伊春,-16.0,-9.1,0.0,6.6,69.0,1.3,5.3,12.0
伊春市,2307.0,2017-01-16,50774,伊春,-16.4,-9.1,0.0,6.5,72.0,0.9,2.5,10.0
伊春市,2307.0,2017-01-17,50774,伊春,-18.0,-9.5,0.0,7.7,68.0,0.3,3.3,12.0
伊春市,2307.0,2017-01-18,50774,伊春,-18.2,-9.8,0.0,7.2,65.0,1.2,5.7,13.0
伊春市,2307.0,2017-01-19,50774,伊春,-19.6,-9.6,0.0,1.1,76.0,0.4,3.4,14.0
伊春市,2307.0,2017-01-20,50774,伊春,-22.1,-10.4,0.0,6.5,73.0,1.3,3.7,12.0
伊春市,2307.0,2017-01-21,50774,伊春,-22.3,-10.5,0.0,0.0,72.0,0.6,3.7,14.0
伊春市,2307.0,2017-01-22,50774,伊春,-22.3,-10.1,0.1,7.0,63.0,1.4,2.7,12.0
伊春市,2307.0,2017-01-23,50774,伊春,-22.5,-11.0,0.0,7.6,63.0,1.9,5.0,12.0
伊春市,2307.0,2017-01-24,50774,伊春,-20.0,-10.6,0.0,6.8,57.0,3.5,7.0,14.0
伊春市,2307.0,2017-01-25,50774,伊春,-17.0,-10.1,0.0,6.9,59.0,2.0,7.4,14.0
伊春市,2307.0,2017-01-26,50774,伊春,-11.3,-8.7,2.5,0.0,73.0,2.8,5.1,14.0
伊春市,2307.0,2017-01-27,50774,伊春,-14.0,-7.9,1.1,7.6,58.0,5.3,9.6,13.0
伊春市,2307.0,2017-01-28,50774,伊春,-17.5,-9.5,0.0,7.5,62.0,1.8,5.3,13.0
伊春市,2307.0,2017-01-29,50774,伊春,-23.8,-10.9,0.0,7.7,65.0,1.1,1.8,10.0
伊春市,2307.0,2017-01-30,50774,伊春,-21.8,-11.2,0.0,7.9,61.0,3.6,8.5,13.0
伊春市,2307.0,2017-01-31,50774,伊春,-18.4,-10.4,0.0,7.5,63.0,3.3,7.6,12.0
双鸭山市,2305.0,2017-01-01,50788,富锦,-17.1,-8.0,0.0,5.8,83.0,1.2,3.5,10.0
双鸭山市,2305.0,2017-01-02,50788,富锦,-15.5,-7.6,0.0,7.6,76.0,3.6,5.8,14.0
双鸭山市,2305.0,2017-01-03,50788,富锦,-15.5,-7.5,0.0,6.7,77.0,2.1,5.3,13.0
双鸭山市,2305.0,2017-01-04,50788,富锦,-17.3,-7.6,0.0,7.2,75.0,3.7,7.2,14.0
双鸭山市,2305.0,2017-01-05,50788,富锦,-17.9,-7.7,0.0,7.6,76.0,3.9,6.5,13.0
双鸭山市,2305.0,2017-01-06,50788,富锦,-16.5,-8.2,0.0,7.3,76.0,2.7,5.7,13.0
双鸭山市,2305.0,2017-01-07,50788,富锦,-14.9,-7.5,0.0,7.5,71.0,4.4,7.9,14.0
双鸭山市,2305.0,2017-01-08,50788,富锦,-15.8,-8.1,0.0,7.4,78.0,1.9,2.9,7.0
双鸭山市,2305.0,2017-01-09,50788,富锦,-12.7,-6.7,0.4,5.7,72.0,5.0,10.1,13.0
双鸭山市,2305.0,2017-01-10,50788,富锦,-22.0,-8.3,0.0,6.3,63.0,3.9,9.5,14.0
双鸭山市,2305.0,2017-01-11,50788,富锦,-22.3,-8.8,0.0,7.5,56.0,5.7,8.6,13.0
双鸭山市,2305.0,2017-01-12,50788,富锦,-20.0,-8.9,0.2,5.0,65.0,9.2,11.9,13.0
双鸭山市,2305.0,2017-01-13,50788,富锦,-21.7,-8.9,0.8,6.8,74.0,3.0,9.9,13.0
双鸭山市,2305.0,2017-01-14,50788,富锦,-16.2,-9.0,0.2,0.0,74.0,4.1,6.6,14.0
双鸭山市,2305.0,2017-01-15,50788,富锦,-10.4,-6.7,0.9,3.8,76.0,3.8,6.6,13.0
双鸭山市,2305.0,2017-01-16,50788,富锦,-9.9,-5.7,0.0,5.3,73.0,4.9,7.5,13.0
双鸭山市,2305.0,2017-01-17,50788,富锦,-16.0,-7.1,0.0,7.9,71.0,2.8,5.8,13.0
双鸭山市,2305.0,2017-01-18,50788,富锦,-19.2,-8.8,0.0,7.5,75.0,1.9,4.6,13.0
双鸭山市,2305.0,2017-01-19,50788,富锦,-17.9,-8.4,0.0,7.5,69.0,3.4,5.1,13.0
双鸭山市,2305.0,2017-01-20,50788,富锦,-20.0,-8.9,0.0,7.9,65.0,3.3,6.4,15.0
双鸭山市,2305.0,2017-01-21,50788,富锦,-20.7,-9.4,0.0,6.1,75.0,2.2,5.2,12.0
双鸭山市,2305.0,2017-01-22,50788,富锦,-21.8,-9.3,0.0,7.5,72.0,2.5,4.9,13.0
双鸭山市,2305.0,2017-01-23,50788,富锦,-21.3,-9.7,0.0,8.0,63.0,4.6,7.4,14.0
双鸭山市,2305.0,2017-01-24,50788,富锦,-17.6,-9.3,0.0,8.4,61.0,5.4,9.0,13.0
双鸭山市,2305.0,2017-01-25,50788,富锦,-15.3,-8.4,0.0,8.0,60.0,3.9,7.6,13.0
双鸭山市,2305.0,2017-01-26,50788,富锦,-13.1,-8.2,1.2,0.0,73.0,4.3,7.0,7.0
双鸭山市,2305.0,2017-01-27,50788,富锦,-13.3,-6.5,2.5,7.5,66.0,6.6,9.7,13.0
双鸭山市,2305.0,2017-01-28,50788,富锦,-14.0,-7.7,0.0,8.5,57.0,5.6,8.0,13.0
双鸭山市,2305.0,2017-01-29,50788,富锦,-18.6,-9.0,0.0,8.2,63.0,3.3,5.3,14.0
双鸭山市,2305.0,2017-01-30,50788,富锦,-17.1,-8.9,0.0,8.5,61.0,5.7,8.3,13.0
双鸭山市,2305.0,2017-01-31,50788,富锦,-14.5,-8.5,0.0,8.3,58.0,5.5,8.5,13.0
兴安盟,1522.0,2017-01-01,50838,乌兰浩特,-9.7,-6.9,0.0,6.0,58.0,0.9,2.3,13.0
兴安盟,1522.0,2017-01-02,50838,乌兰浩特,-10.4,-7.0,0.0,7.4,60.0,1.2,4.7,13.0
兴安盟,1522.0,2017-01-03,50838,乌兰浩特,-9.7,-7.1,0.0,7.3,56.0,2.6,7.4,13.0
兴安盟,1522.0,2017-01-04,50838,乌兰浩特,-9.4,-7.3,0.0,7.2,59.0,1.1,2.7,13.0
兴安盟,1522.0,2017-01-05,50838,乌兰浩特,-10.7,-7.7,0.0,7.8,61.0,1.5,3.8,10.0
兴安盟,1522.0,2017-01-06,50838,乌兰浩特,-9.3,-7.3,0.0,7.4,60.0,1.4,2.5,13.0
兴安盟,1522.0,2017-01-07,50838,乌兰浩特,-8.7,-7.5,0.0,7.4,62.0,1.0,2.8,14.0
兴安盟,1522.0,2017-01-08,50838,乌兰浩特,-8.6,-7.3,0.0,5.7,60.0,2.2,4.1,14.0
兴安盟,1522.0,2017-01-09,50838,乌兰浩特,-12.8,-7.8,0.0,8.1,37.0,5.7,7.5,13.0
兴安盟,1522.0,2017-01-10,50838,乌兰浩特,-16.5,-9.7,0.0,6.3,35.0,6.9,10.8,13.0
兴安盟,1522.0,2017-01-11,50838,乌兰浩特,-16.2,-9.9,0.0,7.4,41.0,3.6,7.4,13.0
兴安盟,1522.0,2017-01-12,50838,乌兰浩特,-16.9,-10.5,0.0,7.5,37.0,3.7,6.5,13.0
兴安盟,1522.0,2017-01-13,50838,乌兰浩特,-14.6,-9.5,0.0,4.6,43.0,3.4,6.2,13.0
兴安盟,1522.0,2017-01-14,50838,乌兰浩特,-13.2,-9.5,0.0,7.9,43.0,3.5,4.9,14.0
兴安盟,1522.0,2017-01-15,50838,乌兰浩特,-13.7,-10.4,0.0,7.9,45.0,2.2,3.7,14.0
兴安盟,1522.0,2017-01-16,50838,乌兰浩特,-14.2,-10.6,0.0,6.5,53.0,1.0,2.4,13.0
兴安盟,1522.0,2017-01-17,50838,乌兰浩特,-14.6,-10.4,0.0,0.0,67.0,1.2,1.9,13.0
兴安盟,1522.0,2017-01-18,50838,乌兰浩特,-14.3,-10.6,0.0,7.1,52.0,3.4,4.6,14.0
兴安盟,1522.0,2017-01-19,50838,乌兰浩特,-15.1,-10.9,0.0,6.6,48.0,2.4,4.2,15.0
兴安盟,1522.0,2017-01-20,50838,乌兰浩特,-14.2,-10.2,0.0,7.4,43.0,2.7,4.7,14.0
兴安盟,1522.0,2017-01-21,50838,乌兰浩特,-14.7,-10.1,0.0,2.0,58.0,2.1,3.5,3.0
兴安盟,1522.0,2017-01-22,50838,乌兰浩特,-16.3,-11.4,0.0,7.9,53.0,2.1,4.6,14.0
兴安盟,1522.0,2017-01-23,50838,乌兰浩特,-13.7,-11.1,0.0,8.0,39.0,2.8,5.3,15.0
兴安盟,1522.0,2017-01-24,50838,乌兰浩特,-12.7,-11.7,0.0,7.9,42.0,2.2,4.2,14.0
兴安盟,1522.0,2017-01-25,50838,乌兰浩特,-9.0,-10.2,0.0,6.6,38.0,1.7,3.7,10.0
兴安盟,1522.0,2017-01-26,50838,乌兰浩特,-6.5,-7.3,0.0,2.3,39.0,4.7,9.2,14.0
兴安盟,1522.0,2017-01-27,50838,乌兰浩特,-9.5,-8.7,0.0,8.2,35.0,3.9,8.6,14.0
兴安盟,1522.0,2017-01-28,50838,乌兰浩特,-10.8,-8.6,0.0,7.4,45.0,2.0,3.8,4.0
兴安盟,1522.0,2017-01-29,50838,乌兰浩特,-12.1,-9.6,0.0,8.2,40.0,2.3,4.0,15.0
兴安盟,1522.0,2017-01-30,50838,乌兰浩特,-12.2,-9.8,0.0,6.8,36.0,4.5,6.8,13.0
兴安盟,1522.0,2017-01-31,50838,乌兰浩特,-10.8,-10.9,0.0,7.2,35.0,3.1,9.1,13.0
绥化市,2312.0,2017-01-01,50853,北林,-11.0,-4.1,0.0,0.0,88.0,1.1,2.2,11.0
绥化市,2312.0,2017-01-02,50853,北林,-14.5,-4.0,0.1,0.0,85.0,1.3,2.2,12.0
绥化市,2312.0,2017-01-03,50853,北林,-13.8,-4.4,0.0,0.0,84.0,1.7,4.0,7.0
绥化市,2312.0,2017-01-04,50853,北林,-18.3,-4.5,0.0,4.6,81.0,1.0,3.3,14.0
绥化市,2312.0,2017-01-05,50853,北林,-17.9,-5.6,0.0,5.7,75.0,1.5,3.0,7.0
绥化市,2312.0,2017-01-06,50853,北林,-13.7,-5.2,0.0,7.2,69.0,1.4,2.8,7.0
绥化市,2312.0,2017-01-07,50853,北林,-14.4,-5.1,0.0,6.5,74.0,1.8,3.4,2.0
绥化市,2312.0,2017-01-08,50853,北林,-14.5,-5.4,0.0,6.3,73.0,1.1,2.6,15.0
