,city_code,city_name,pro_code,pro_name,city_lat,city_long,dist,site_id,site_name
219,4505,北海市,45,广西壮族自治区,21.4813,109.1199,23,59644,北海
220,4506,防城港市,45,广西壮族自治区,21.6894,108.3499,11,59632,钦州
221,4507,钦州市,45,广西壮族自治区,21.9799,108.6541,52,59632,钦州
222,4508,贵港市,45,广西壮族自治区,23.1115,109.5989,48,59254,桂平
223,4509,玉林市,45,广西壮族自治区,22.6391,110.1602,28,59453,玉林
224,4510,百色市,45,广西壮族自治区,23.9023,106.6182,48,59211,百色
225,4511,贺州市,45,广西壮族自治区,24.4036,111.5667,31,59065,八步
226,4512,河池市,45,广西壮族自治区,24.6957,108.081,31,59023,河池
227,4513,来宾市,45,广西壮族自治区,23.7503,109.2215,34,59242,来宾
228,4514,崇左市,45,广西壮族自治区,22.3793,107.3606,79,59431,南宁
229,4601,海口市,46,海南省,20.0308,110.3289,19,59758,海口
230,4602,三亚市,46,海南省,18.2545,109.5078,21,59948,三亚
231,5000,重庆市,50,重庆市,29.563000000000002,106.5516,35,57516,沙坪坝
232,5101,成都市,51,四川省,30.660999999999998,104.0624,56,56187,温江
233,5103,自贡市,51,四川省,29.339000000000002,104.7784,28,57503,东兴区
234,5104,攀枝花市,51,四川省,26.5823,101.7186,39,56666,攀枝花
235,5105,泸州市,51,四川省,28.8748,105.4387,49,57604,纳溪
236,5106,德阳市,51,四川省,31.1269,104.398,16,56196,绵阳
237,5107,绵阳市,51,四川省,31.4675,104.6791,31,56196,绵阳
238,5108,广元市,51,四川省,32.4378,105.8396,29,57211,宁强
239,5109,遂宁市,51,四川省,30.5328,105.5929,36,57405,遂宁
240,5110,内江市,51,四川省,29.5802,105.0584,23,57503,东兴区
241,5111,乐山市,51,四川省,29.5549,103.7634,38,56386,乐山
242,5113,南充市,51,四川省,30.8378,106.1107,41,57314,南部
243,5114,眉山市,51,四川省,30.0754,103.8485,52,56187,温江
244,5115,宜宾市,51,四川省,28.7552,104.641,41,56492,宜宾
245,5116,广安市,51,四川省,30.456,106.6332,54,57411,高坪区
246,5117,达州市,51,四川省,31.2096,107.46799999999999,18,57328,达县
247,5118,雅安市,51,四川省,29.9805,103.0133,43,56287,雅安
248,5119,巴中市,51,四川省,31.8701,106.7433,47,57313,巴中
249,5120,资阳市,51,四川省,30.1289,104.6276,70,57405,遂宁
250,5132,阿坝藏族羌族自治州,51,四川省,31.8994,102.2247,40,56172,马尔康
251,5133,甘孜藏族自治州,51,四川省,30.0495,101.9623,36,56374,康定
252,5134,凉山彝族自治州,51,四川省,27.8816,102.2673,27,56479,昭觉
253,5201,贵阳市,52,贵州省,26.6474,106.6301,38,57816,贵阳
254,5202,六盘水市,52,贵州省,26.5927,104.8304,41,56693,水城
255,5203,遵义市,52,贵州省,27.7257,106.9274,45,57722,湄潭
256,5204,安顺市,52,贵州省,26.2566,105.9442,42,57806,安顺
257,5205,毕节市,52,贵州省,27.3026,105.28399999999999,17,57707,毕节
258,5206,铜仁市,52,贵州省,27.7315,109.1896,34,57741,铜仁
259,5223,黔西南布依族苗族自治州,52,贵州省,25.0878,104.9064,28,57902,兴仁
260,5226,黔东南苗族侗族自治州,52,贵州省,26.5836,107.9828,41,57832,三穗
261,5227,黔南布依族苗族自治州,52,贵州省,26.2541,107.5221,13,57825,凯里
262,5301,昆明市,53,云南省,24.8802,102.8329,46,56778,昆明
263,5303,曲靖市,53,云南省,25.49,103.7962,33,56786,沾益
264,5304,玉溪市,53,云南省,24.3551,102.5453,27,56875,玉溪红塔
265,5305,保山市,53,云南省,25.1121,99.1615,6,56748,保山隆阳
266,5306,昭通市,53,云南省,27.3383,103.7175,31,56586,昭通昭阳
267,5307,丽江市,53,云南省,26.8586,100.2266,39,56651,丽江
268,5308,普洱市,53,云南省,22.8251,100.9665,55,56964,思茅
269,5309,临沧市,53,云南省,23.8776,100.0796,38,56951,临沧
270,5323,楚雄彝族自治州,53,云南省,25.0455,101.5281,20,56768,楚雄
271,5325,红河哈尼族彝族自治州,53,云南省,23.3631,103.3748,22,56985,蒙自
272,5326,文山壮族苗族自治州,53,云南省,23.4007,104.2162,3,56991,砚山
273,5328,西双版纳傣族自治州,53,云南省,22.0074,100.7978,33,56959,景洪
274,5329,大理白族自治州,53,云南省,25.6065,100.2676,26,56751,大理
275,5331,德宏傣族景颇族自治州,53,云南省,24.4334,98.5849,33,56739,腾冲
276,5333,怒江傈僳族自治州,53,云南省,25.8525,98.8531,50,56643,六库
277,5334,迪庆藏族自治州,53,云南省,27.8189,99.7022,42,56543,香格里拉
278,5401,拉萨市,54,西藏自治区,29.6483,91.1393,28,55591,拉萨
279,5421,昌都地区,54,西藏自治区,31.141,97.17200000000001,8,56137,昌都
280,5422,山南地区,54,西藏自治区,29.2371,91.7731,31,55598,泽当
281,5423,日喀则地区,54,西藏自治区,29.2669,88.8806,36,55578,日喀则
282,5424,那曲地区,54,西藏自治区,31.4762,92.0512,20,55299,那曲
283,5425,阿里地区,54,西藏自治区,32.5011,80.1058,22,55228,狮泉河
284,5426,林芝地区,54,西藏自治区,29.6491,94.3615,31,56312, 林芝
285,6101,西安市,61,陕西省,34.3416,108.9402,34,57131,泾河
286,6102,铜川市,61,陕西省,34.8978,108.9452,49,57037,耀县
287,6103,宝鸡市,61,陕西省,34.361999999999995,107.238,5,57025,凤翔
288,6104,咸阳市,61,陕西省,34.3296,108.709,14,57131,泾河
289,6105,渭南市,61,陕西省,34.5,109.5098,16,53948,蒲城
290,6106,延安市,61,陕西省,36.5853,109.4843,32,53845,延安
291,6107,汉中市,61,陕西省,33.0675,107.0233,3,57127,汉中
292,6108,榆林市,61,陕西省,38.2854,109.7346,26,53646,榆林
293,6109,安康市,61,陕西省,32.6847,109.029,28,57245,安康
294,6110,商洛市,61,陕西省,33.8721,109.9355,47,57046,华山
295,6201,兰州市,62,甘肃省,36.0613,103.8344,28,52884,皋兰
296,6202,嘉峪关市,62,甘肃省,39.7723,98.2885,32,52447,金塔
297,6203,金昌市,62,甘肃省,38.5201,102.18799999999999,69,52674,永昌
298,6204,白银市,62,甘肃省,36.5448,104.1376,33,52895,靖远
299,6205,天水市,62,甘肃省,34.5809,105.7249,32,57014,麦积
300,6206,武威市,62,甘肃省,37.928000000000004,102.6363,46,52679,武威
301,6207,张掖市,62,甘肃省,38.9256,100.4498,27,52652,张掖
302,6208,平凉市,62,甘肃省,35.5427,106.6651,33,53915,崆峒
303,6209,酒泉市,62,甘肃省,35.7387,107.6325,40,53923,西峰
304,6210,庆阳市,62,甘肃省,35.7391,107.6277,40,53923,西峰
305,6211,定西市,62,甘肃省,35.5806,104.6263,48,52983,榆中
306,6212,陇南市,62,甘肃省,33.4008,104.9221,38,56096,武都
307,6229,临夏回族自治州,62,甘肃省,35.6012,103.2105,29,52984,临夏
308,6230,甘南藏族自治州,62,甘肃省,34.9834,102.911,33,56080,合作
309,6301,西宁市,63,青海省,36.6172,101.7763,35,52866,西宁
310,6302,海东地区,63,青海省,36.501999999999995,102.1043,48,52876,民和
311,6322,海北藏族自治州,63,青海省,36.9544,100.90100000000001,51,52765,门源
312,6323,黄南藏族自治州,63,青海省,35.5195,102.0152,21,52974,同仁
313,6325,海南藏族自治州,63,青海省,36.2864,100.6204,26,52856,共和
314,6326,果洛藏族自治州,63,青海省,34.4714,100.2448,22,56043,玛沁
315,6327,玉树藏族自治州,63,青海省,33.0117,97.0919,47,56029,玉树
316,6328,海西蒙古族藏族自治州,63,青海省,37.3771,97.3698,21,52737,德令哈
317,6401,银川市,64,宁夏回族自治区,37.9969,106.1938,32,53614,银川
318,6402,石嘴山市,64,宁夏回族自治区,38.9843,106.383,17,53519,惠农
319,6403,吴忠市,64,宁夏回族自治区,37.9975,106.1982,32,53614,银川
320,6404,固原市,64,宁夏回族自治区,36.0159,106.2426,7,53817,固原
321,6405,中卫市,64,宁夏回族自治区,37.5169,105.1738,22,53704,中卫
322,6501,乌鲁木齐市,65,新疆维吾尔自治区,43.8244,87.61399999999999,40,51365,蔡家湖
323,6502,克拉玛依市,65,新疆维吾尔自治区,45.5799,84.8892,37,51243,克拉玛依
324,6521,吐鲁番地区,65,新疆维吾尔自治区,42.9514,89.1897,42,51573,吐鲁番
325,6522,哈密地区,65,新疆维吾尔自治区,42.8185,93.5149,40,52203,哈密
326,6523,昌吉回族自治州,65,新疆维吾尔自治区,44.0112,87.3082,12,51365,蔡家湖
327,6527,博尔塔拉蒙古自治州,65,新疆维吾尔自治区,44.9056,82.0662,31,51232,阿拉山口
328,6528,巴音郭楞蒙古自治州,65,新疆维吾尔自治区,41.7641,86.1453,35,51567,焉耆
329,6529,阿克苏地区,65,新疆维吾尔自治区,41.1688,80.2606,11,51628,阿克苏
330,6530,克孜勒苏柯尔克孜自治州,65,新疆维吾尔自治区,39.7145,76.1678,32,51704,阿图什
331,6531,喀什地区,65,新疆维吾尔自治区,39.4704,75.9898,10,51704,阿图什
332,6532,和田地区,65,新疆维吾尔自治区,37.1142,79.9222,32,51828,和田
333,6540,伊犁哈萨克自治州,65,新疆维吾尔自治区,43.9169,81.3241,39,51431,伊宁
334,6542,塔城地区,65,新疆维吾尔自治区,46.7454,82.9803,33,51133,塔城
335,6543,阿勒泰地区,65,新疆维吾尔自治区,47.8449,88.1413,45,51076,阿勒泰
